'sample interval','ECG1','ECG2'
473,-0.050,0.020
474,-0.050,0.020
475,-0.030,0.000
476,-0.050,0.020
477,-0.030,0.030
478,-0.060,0.010
479,-0.050,0.020
480,-0.040,0.080
481,0.000,0.130
482,0.040,0.110
483,0.080,0.060
484,0.040,0.040
485,0.040,0.010
486,0.010,-0.020
487,-0.010,0.000
488,-0.030,-0.040
489,-0.050,-0.070
490,-0.050,-0.070
491,-0.090,-0.110
492,-0.080,-0.060
493,-0.050,-0.080
494,-0.070,-0.080
495,-0.050,-0.070
496,-0.060,0.030
497,-0.060,0.000
498,-0.110,-0.010
499,-0.040,0.000
500,-0.070,0.020
501,-0.070,-0.020
502,-0.070,0.010
503,-0.100,0.030
504,-0.070,0.010
505,-0.080,-0.010
506,-0.080,-0.030
507,-0.040,-0.070
508,0.110,-0.100
509,0.160,-0.150
510,0.330,-0.520
511,0.810,-1.160
512,0.230,-1.710
513,-0.410,-1.180
514,-0.290,-0.710
515,-0.240,-0.250
516,-0.180,-0.030
517,-0.160,0.020
518,-0.120,0.080
519,-0.120,0.080
520,-0.130,0.080
521,-0.040,0.110
522,-0.130,0.110
523,-0.110,0.100
524,-0.090,0.140
525,-0.130,0.120
526,-0.110,0.130
527,-0.140,0.110
528,-0.070,0.130
529,-0.110,0.130
530,-0.080,0.140
531,-0.090,0.160
532,-0.130,0.150
533,-0.110,0.200
534,-0.110,0.180
535,-0.090,0.190
536,-0.090,0.240
537,-0.090,0.210
538,-0.080,0.240
539,-0.050,0.240
540,-0.010,0.250
541,0.030,0.250
542,0.000,0.270
543,0.050,0.240
544,0.130,0.210
545,0.120,0.180
546,0.170,0.120
547,0.170,0.080
548,0.140,0.000
549,0.120,-0.020
550,0.060,-0.040
551,0.030,-0.060
552,-0.050,-0.080
553,0.020,-0.080
554,-0.080,-0.090
555,-0.040,-0.110
556,-0.060,-0.100
557,-0.060,-0.120
558,-0.050,-0.120
559,-0.070,-0.120
560,-0.050,-0.140
561,-0.050,-0.120
562,-0.060,-0.110
563,-0.060,-0.120
564,-0.060,-0.100
565,-0.050,-0.100
566,-0.080,-0.090
567,-0.060,-0.080
568,-0.050,-0.070
569,-0.080,-0.080
570,-0.090,-0.110
571,0.080,-0.070
572,-0.120,-0.030
573,-0.100,-0.040
574,-0.060,-0.050
575,-0.110,-0.040
576,-0.090,-0.040
577,-0.050,-0.040
578,-0.110,-0.060
579,-0.060,-0.020
580,-0.060,0.000
581,-0.040,0.060
582,0.020,0.080
583,0.040,-0.040
584,0.040,-0.010
585,-0.060,-0.050
586,0.050,-0.020
587,-0.050,-0.100
588,-0.020,0.010
589,-0.070,-0.080
590,-0.090,-0.130
591,-0.100,-0.100
592,-0.110,-0.060
593,-0.040,-0.090
594,-0.090,-0.090
595,-0.060,-0.010
596,-0.110,-0.010
597,-0.070,-0.010
598,-0.120,0.020
599,-0.070,-0.010
600,-0.080,0.010
601,-0.080,0.000
602,-0.070,0.010
603,-0.090,0.020
604,-0.060,0.010
605,-0.050,-0.020
606,-0.050,-0.030
607,0.040,-0.110
608,0.150,-0.150
609,0.330,-0.230
610,0.530,-0.480
611,0.830,-0.950
612,0.190,-1.070
613,-0.370,-0.840
614,-0.270,-0.630
615,-0.240,-0.150
616,-0.240,-0.020
617,-0.070,0.040
618,-0.020,0.090
619,-0.080,0.100
620,-0.020,0.110
621,-0.030,0.130
622,-0.030,0.120
623,-0.020,0.100
624,0.000,0.130
625,-0.030,0.140
626,-0.020,0.110
627,-0.040,0.140
628,-0.030,0.120
629,-0.020,0.140
630,-0.040,0.160
631,-0.040,0.150
632,0.000,0.150
633,-0.020,0.180
634,-0.010,0.190
635,-0.010,0.200
636,-0.010,0.220
637,0.010,0.200
638,0.000,0.260
639,0.040,0.230
640,0.100,0.240
641,0.090,0.260
642,0.110,0.240
643,0.130,0.190
644,0.170,0.180
645,0.250,0.140
646,0.310,0.080
647,0.260,0.090
648,0.230,0.020
649,0.180,0.060
650,0.070,0.010
651,0.110,-0.040
652,0.050,0.010
653,0.060,-0.020
654,0.020,-0.030
655,0.030,-0.040
656,0.000,-0.080
657,0.080,-0.080
658,0.090,-0.150
659,0.140,-0.200
660,0.160,-0.280
661,-0.040,0.000
662,-0.520,0.260
663,-0.820,0.670
664,-0.990,0.650
665,-1.190,0.880
666,-1.350,0.980
667,-1.370,1.260
668,-1.390,1.500
669,-1.600,1.360
670,-1.280,1.240
671,-0.880,0.980
672,-0.550,1.210
673,-0.460,1.210
674,-0.390,1.140
675,-0.300,0.990
676,-0.200,0.730
677,-0.090,0.180
678,0.080,-0.180
679,0.180,-0.290
680,0.260,-0.280
681,0.320,-0.280
682,0.390,-0.360
683,0.450,-0.440
684,0.420,-0.500
685,0.520,-0.500
686,0.540,-0.560
687,0.550,-0.570
688,0.680,-0.580
689,0.690,-0.620
690,0.660,-0.620
691,0.760,-0.850
692,0.870,-0.760
693,0.950,-0.610
694,1.120,-1.140
695,1.170,-0.950
696,1.190,-1.090
697,1.170,-1.010
698,1.080,-1.040
699,1.060,-1.010
700,0.870,-0.980
701,0.860,-0.870
702,0.530,-0.770
703,0.460,-0.660
704,0.300,-0.470
705,0.220,-0.420
706,0.180,-0.280
707,0.120,-0.220
708,0.100,-0.150
709,0.090,-0.070
710,0.020,-0.040
711,0.040,0.000
712,0.030,0.020
713,0.030,0.030
714,0.000,0.040
715,0.040,0.040
716,0.000,0.030
717,0.020,0.050
718,0.010,0.050
719,0.020,0.040
720,0.030,0.030
721,0.030,0.070
722,-0.030,0.050
723,0.010,0.020
724,-0.010,0.070
725,0.010,0.030
726,-0.030,0.090
727,-0.030,0.280
728,0.010,-0.180
729,0.050,-0.020
730,0.060,-0.010
731,-0.020,-0.020
732,-0.070,0.070
733,0.000,-0.020
734,0.000,0.030
735,0.010,0.030
736,-0.040,0.050
737,-0.010,0.020
738,-0.030,0.060
739,0.000,0.020
740,0.020,0.040
741,-0.020,0.070
742,0.020,0.010
743,0.030,0.030
744,0.030,0.010
745,0.010,0.030
746,0.020,0.000
747,0.020,0.000
748,0.030,0.000
749,0.020,0.000
750,0.030,-0.020
751,0.030,0.000
752,0.000,0.000
753,0.010,-0.010
754,0.020,-0.020
755,0.060,-0.050
756,0.070,-0.010
757,-0.020,0.000
758,0.010,-0.010
759,0.030,0.010
760,-0.090,0.040
761,0.000,0.020
762,-0.050,0.040
763,0.000,0.020
764,-0.010,0.060
765,0.000,0.030
766,0.010,0.030
767,-0.010,0.030
768,0.020,0.000
769,-0.010,0.040
770,0.010,0.030
771,-0.020,0.040
772,0.000,0.050
773,0.000,0.040
774,0.010,0.040
775,0.000,0.070
776,0.000,0.010
777,0.030,0.040
778,0.010,0.030
779,0.010,0.070
780,0.010,0.040
781,0.030,0.070
782,0.010,0.060
783,0.060,0.140
784,0.090,0.160
785,0.130,0.090
786,0.180,0.070
787,0.090,0.050
788,0.070,0.020
789,0.070,-0.010
790,0.020,-0.020
791,0.050,0.020
792,-0.080,0.050
793,-0.060,-0.030
794,-0.040,-0.030
795,-0.020,-0.020
796,-0.030,-0.040
797,0.030,-0.040
798,0.020,0.030
799,-0.020,0.050
800,0.000,0.040
801,0.010,0.050
802,0.010,0.040
803,0.000,0.040
804,0.010,0.030
805,0.000,0.030
806,0.030,0.050
807,0.020,0.020
808,0.040,-0.040
809,0.180,-0.070
810,0.250,-0.080
811,0.430,-0.330
812,0.720,-0.740
813,0.740,-1.300
814,0.100,-1.280
815,-0.270,-0.860
816,-0.140,-0.410
817,-0.140,-0.060
818,-0.240,0.080
819,-0.110,0.130
820,-0.050,0.130
821,-0.110,0.150
822,-0.020,0.200
823,-0.120,0.180
824,-0.070,0.150
825,-0.050,0.190
826,-0.060,0.160
827,-0.030,0.180
828,-0.050,0.150
829,-0.050,0.190
830,-0.030,0.170
831,-0.050,0.190
832,-0.070,0.170
833,-0.030,0.180
834,-0.040,0.230
835,-0.050,0.220
836,-0.050,0.240
837,-0.040,0.260
838,-0.040,0.280
839,-0.040,0.290
840,-0.020,0.310
841,-0.020,0.320
842,0.010,0.360
843,0.020,0.340
844,0.120,0.340
845,0.090,0.370
846,0.020,0.350
847,0.150,0.310
848,0.170,0.280
849,0.180,0.220
850,0.210,0.200
851,0.150,0.150
852,0.120,0.100
853,0.070,0.120
854,0.040,0.070
855,0.010,0.090
856,-0.010,0.060
857,-0.010,0.080
858,-0.020,0.050
859,-0.020,0.050
860,-0.030,0.070
861,-0.040,0.070
862,-0.030,0.080
863,-0.020,0.060
864,-0.020,0.040
865,0.000,0.080
866,-0.010,0.100
867,-0.060,0.070
868,-0.040,0.060
869,-0.010,0.090
870,-0.090,0.120
871,-0.020,0.080
872,-0.040,0.110
873,-0.050,0.080
874,-0.040,0.120
875,-0.040,0.080
876,-0.020,0.080
877,-0.050,0.090
878,-0.040,0.090
879,0.000,0.060
880,-0.040,0.060
881,-0.020,0.060
882,-0.030,0.090
883,-0.040,0.070
884,-0.030,0.130
885,0.040,0.160
886,0.070,0.160
887,0.090,0.090
888,0.070,0.020
889,0.040,0.050
890,0.030,0.010
891,-0.010,0.010
892,0.000,-0.020
893,-0.030,-0.020
894,-0.050,-0.080
895,-0.060,-0.100
896,-0.080,-0.050
897,-0.040,-0.080
898,-0.060,-0.090
899,-0.060,-0.050
900,-0.040,0.010
901,-0.040,0.010
902,-0.110,0.010
903,-0.040,-0.010
904,-0.080,0.000
905,-0.080,0.010
906,-0.050,-0.020
907,-0.060,-0.040
908,0.060,-0.020
909,-0.150,0.010
910,-0.090,-0.060
911,0.050,-0.150
912,0.130,-0.190
913,0.200,-0.290
914,0.340,-0.630
915,0.720,-1.200
916,0.080,-1.370
917,-0.560,-1.020
918,-0.380,-0.760
919,-0.330,-0.250
920,-0.340,-0.140
921,-0.170,-0.010
922,-0.130,0.060
923,-0.110,0.040
924,-0.120,0.050
925,-0.110,0.080
926,-0.120,0.070
927,-0.070,0.050
928,-0.090,0.090
929,-0.120,0.080
930,-0.090,0.100
931,-0.110,0.100
932,-0.100,0.100
933,-0.120,0.100
934,-0.130,0.130
935,-0.090,0.110
936,-0.090,0.160
937,-0.080,0.150
938,-0.130,0.150
939,-0.050,0.140
940,-0.090,0.200
941,-0.040,0.180
942,-0.060,0.220
943,-0.030,0.220
944,0.010,0.240
945,0.060,0.210
946,0.080,0.220
947,0.130,0.200
948,0.170,0.180
949,0.200,0.160
950,0.220,0.120
951,0.270,0.040
952,0.120,0.030
953,0.150,0.000
954,0.040,-0.010
955,-0.050,-0.020
956,0.020,-0.020
957,-0.030,-0.030
958,-0.020,-0.040
959,-0.060,-0.040
960,-0.080,-0.050
961,-0.060,-0.060
962,-0.060,-0.030
963,-0.040,-0.050
964,-0.060,-0.070
965,-0.090,-0.030
966,-0.040,-0.070
967,-0.050,-0.050
968,-0.070,-0.050
969,-0.080,-0.060
970,-0.070,-0.030
971,-0.030,-0.050
972,-0.080,-0.030
973,-0.060,-0.050
974,-0.060,-0.070
975,-0.010,-0.100
976,-0.050,-0.070
977,-0.060,-0.070
978,-0.060,-0.110
979,-0.040,-0.060
980,-0.030,-0.090
981,-0.040,-0.050
982,0.040,-0.020
983,0.030,-0.020
984,0.040,-0.090
985,0.060,-0.100
986,0.000,-0.120
987,-0.020,-0.130
988,0.020,-0.130
989,-0.030,-0.160
990,-0.110,-0.160
991,-0.140,-0.180
992,-0.130,-0.220
993,-0.110,-0.200
994,-0.140,-0.210
995,-0.090,-0.200
996,-0.100,-0.170
997,-0.110,-0.140
998,-0.120,-0.130
999,-0.110,-0.150
1000,-0.100,-0.130
1001,-0.100,-0.140
1002,-0.120,-0.140
1003,-0.080,-0.150
1004,-0.110,-0.140
1005,-0.080,-0.160
1006,-0.130,-0.120
1007,-0.110,-0.170
1008,-0.030,-0.240
1009,0.070,-0.330
1010,0.180,-0.370
1011,0.360,-0.500
1012,0.710,-0.700
1013,0.360,-0.900
1014,-0.280,-1.020
1015,-0.350,-0.820
1016,-0.450,-0.650
1017,-0.380,-0.250
1018,-0.210,-0.170
1019,-0.150,-0.070
1020,-0.080,-0.050
1021,-0.070,-0.060
1022,-0.060,-0.040
1023,-0.020,-0.020
1024,-0.080,-0.010
1025,-0.060,-0.010
1026,-0.070,-0.010
1027,-0.040,-0.010
1028,-0.050,-0.010
1029,-0.050,-0.010
1030,-0.030,-0.010
1031,-0.030,0.000
1032,-0.040,0.000
1033,-0.040,-0.010
1034,-0.030,0.030
1035,-0.020,0.020
1036,-0.020,0.050
1037,-0.010,0.050
1038,0.020,0.060
1039,0.010,0.100
1040,0.020,0.090
1041,0.050,0.090
1042,0.080,0.100
1043,0.120,0.140
1044,0.100,0.110
1045,0.150,0.100
1046,0.190,0.080
1047,0.220,0.030
1048,0.230,0.000
1049,0.220,-0.010
1050,0.160,-0.030
1051,0.110,-0.030
1052,0.060,-0.050
1053,0.030,-0.060
1054,0.010,-0.070
1055,0.000,-0.050
1056,-0.010,-0.080
1057,-0.020,-0.080
1058,-0.040,-0.070
1059,-0.020,-0.080
1060,-0.010,-0.080
1061,-0.040,-0.070
1062,-0.020,-0.070
1063,-0.020,-0.050
1064,-0.010,-0.080
1065,0.040,-0.110
1066,0.170,-0.150
1067,0.160,-0.230
1068,0.320,-0.310
1069,0.000,0.020
1070,-0.460,0.250
1071,-0.890,0.520
1072,-0.910,0.470
1073,-1.190,0.850
1074,-1.380,1.250
1075,-1.390,1.480
1076,-1.420,1.580
1077,-1.310,1.440
1078,-0.920,1.300
1079,-0.590,1.330
1080,-0.580,1.420
1081,-0.460,1.300
1082,-0.400,0.930
1083,-0.180,0.290
1084,0.080,0.010
1085,0.210,-0.170
1086,0.230,-0.190
1087,0.220,-0.250
1088,0.210,-0.300
1089,0.230,-0.340
1090,0.240,-0.370
1091,0.230,-0.400
1092,0.260,-0.430
1093,0.250,-0.460
1094,0.310,-0.490
1095,0.380,-0.500
1096,0.450,-0.520
1097,0.520,-0.580
1098,0.630,-0.560
1099,0.680,-0.600
1100,0.800,-0.660
1101,0.910,-0.720
1102,0.990,-0.760
1103,1.020,-0.840
1104,1.090,-0.880
1105,0.980,-0.850
1106,0.900,-0.840
1107,0.780,-0.810
1108,0.690,-0.730
1109,0.510,-0.640
1110,0.400,-0.570
1111,0.300,-0.480
1112,0.210,-0.370
1113,0.150,-0.300
1114,0.090,-0.220
1115,0.040,-0.140
1116,0.000,-0.100
1117,0.000,-0.080
1118,-0.020,-0.050
1119,-0.030,-0.050
1120,-0.030,-0.020
1121,-0.030,-0.040
1122,-0.040,-0.020
1123,-0.030,-0.020
1124,-0.030,-0.040
1125,-0.030,0.000
1126,-0.060,-0.010
1127,-0.050,-0.030
1128,-0.040,-0.010
1129,-0.060,-0.010
1130,-0.050,-0.010
1131,-0.050,-0.010
1132,-0.050,-0.010
1133,-0.070,-0.030
1134,-0.040,-0.010
1135,-0.110,0.000
1136,-0.050,0.000
1137,-0.090,0.010
1138,-0.060,-0.010
1139,-0.080,0.000
1140,-0.070,0.000
1141,-0.060,0.000
1142,-0.070,0.000
1143,-0.050,-0.010
1144,-0.040,0.020
1145,-0.060,-0.010
1146,-0.050,0.000
1147,-0.040,-0.010
1148,-0.040,-0.020
1149,-0.040,0.000
1150,-0.050,-0.010
1151,-0.040,0.000
1152,-0.050,0.000
1153,-0.040,-0.020
1154,-0.040,-0.010
1155,-0.050,0.000
1156,-0.040,-0.010
1157,-0.030,-0.050
1158,-0.020,0.000
1159,-0.060,-0.010
1160,-0.090,0.010
1161,-0.050,-0.010
1162,-0.040,-0.040
1163,-0.040,0.020
1164,-0.090,0.060
1165,-0.060,0.010
1166,-0.060,0.020
1167,-0.060,0.020
1168,-0.040,0.020
1169,-0.060,0.010
1170,-0.080,0.000
1171,-0.030,0.010
1172,-0.080,0.090
1173,-0.040,0.000
1174,-0.050,0.140
1175,-0.050,-0.030
1176,0.000,-0.060
1177,-0.020,0.010
1178,-0.030,0.020
1179,-0.100,0.030
1180,-0.050,0.020
1181,-0.060,0.020
1182,-0.060,0.040
1183,-0.010,0.020
1184,-0.060,0.100
1185,0.020,0.120
1186,0.060,0.140
1187,0.070,0.060
1188,0.070,0.050
1189,0.020,0.040
1190,0.040,-0.020
1191,-0.030,-0.030
1192,0.020,0.000
1193,-0.030,-0.020
1194,-0.080,-0.080
1195,-0.050,-0.020
1196,-0.110,-0.050
1197,-0.090,0.020
1198,-0.100,-0.020
1199,-0.080,-0.030
1200,-0.050,0.040
1201,-0.080,0.020
1202,-0.090,0.060
1203,-0.060,0.030
1204,-0.100,0.120
1205,-0.080,0.070
1206,-0.100,0.070
1207,-0.020,-0.040
1208,-0.070,0.040
1209,-0.070,0.030
1210,-0.010,-0.030
1211,0.140,-0.050
1212,0.220,-0.100
1213,0.420,-0.370
1214,0.920,-1.010
1215,0.490,-1.520
1216,-0.150,-1.050
1217,-0.240,-0.660
1218,-0.160,-0.180
1219,-0.250,0.000
1220,-0.140,0.140
1221,-0.060,0.110
1222,-0.120,0.120
1223,-0.030,0.180
1224,-0.120,0.200
1225,-0.080,0.210
1226,-0.100,0.190
1227,-0.060,0.180
1228,-0.050,0.220
1229,-0.070,0.130
1230,-0.040,0.230
1231,-0.060,0.170
1232,-0.060,0.240
1233,-0.030,0.170
1234,-0.010,0.220
