'sample interval','ECG','ECG'
199,0.100,0.315
200,0.070,0.295
201,0.065,0.310
202,0.075,0.290
203,0.055,0.275
204,0.040,0.265
205,0.005,0.275
206,-0.050,0.225
207,-0.075,0.250
208,-0.085,0.225
209,-0.110,0.220
210,-0.095,0.245
211,-0.100,0.240
212,-0.120,0.220
213,-0.155,0.230
214,-0.160,0.230
215,-0.180,0.180
216,-0.205,0.170
217,-0.225,0.155
218,-0.225,0.180
219,-0.240,0.165
220,-0.280,0.170
221,-0.315,0.165
222,-0.345,0.155
223,-0.385,0.120
224,-0.385,0.110
225,-0.380,0.130
226,-0.380,0.110
227,-0.380,0.150
228,-0.365,0.135
229,-0.380,0.125
230,-0.400,0.125
231,-0.410,0.090
232,-0.410,0.115
233,-0.410,0.105
234,-0.425,0.115
235,-0.400,0.120
236,-0.410,0.125
237,-0.415,0.130
238,-0.410,0.105
239,-0.440,0.110
240,-0.460,0.100
241,-0.440,0.085
242,-0.455,0.110
243,-0.405,0.130
244,-0.425,0.130
245,-0.400,0.140
246,-0.440,0.140
247,-0.460,0.125
248,-0.510,0.100
249,-0.490,0.105
250,-0.480,0.110
251,-0.455,0.130
252,-0.430,0.135
253,-0.430,0.140
254,-0.450,0.140
255,-0.455,0.150
256,-0.485,0.130
257,-0.470,0.140
258,-0.440,0.125
259,-0.405,0.120
260,-0.360,0.095
261,-0.365,0.070
262,-0.380,0.020
263,-0.440,-0.010
264,-0.515,-0.040
265,-0.630,-0.090
266,-0.755,-0.080
267,-0.870,-0.080
268,-0.980,-0.100
269,-1.020,-0.095
270,-1.050,-0.115
271,-1.080,-0.110
272,-1.090,-0.110
273,-1.125,-0.120
274,-1.125,-0.120
275,-1.105,-0.110
276,-1.090,-0.080
277,-1.055,-0.080
278,-1.045,-0.070
279,-1.025,-0.045
280,-1.010,-0.045
281,-1.030,-0.030
282,-0.995,-0.020
283,-0.940,0.005
284,-0.910,0.010
285,-0.815,0.050
286,-0.765,0.075
287,-0.720,0.055
288,-0.680,0.090
289,-0.640,0.085
290,-0.615,0.110
291,-0.575,0.115
292,-0.530,0.115
293,-0.470,0.135
294,-0.430,0.155
295,-0.420,0.140
296,-0.400,0.175
297,-0.405,0.150
298,-0.385,0.145
299,-0.355,0.140
300,-0.350,0.145
301,-0.320,0.170
302,-0.280,0.175
303,-0.275,0.180
304,-0.250,0.195
305,-0.245,0.195
306,-0.260,0.185
307,-0.250,0.190
308,-0.210,0.160
309,-0.200,0.205
310,-0.160,0.205
311,-0.130,0.210
312,-0.115,0.220
313,-0.120,0.220
314,-0.150,0.205
315,-0.120,0.245
316,-0.090,0.225
317,-0.070,0.235
318,-0.055,0.260
319,-0.020,0.260
320,0.000,0.285
321,0.010,0.260
322,0.015,0.275
323,0.000,0.245
324,0.025,0.265
325,0.040,0.260
326,0.085,0.280
327,0.135,0.290
328,0.150,0.295
329,0.140,0.275
330,0.140,0.265
331,0.100,0.265
332,0.105,0.255
333,0.115,0.245
334,0.105,0.235
335,0.120,0.235
336,0.100,0.255
337,0.090,0.255
338,0.055,0.225
339,0.055,0.225
340,0.035,0.190
341,0.025,0.175
342,0.020,0.145
343,0.005,0.130
344,-0.045,0.135
345,-0.120,0.095
346,-0.175,0.075
347,-0.245,0.025
348,-0.290,-0.025
349,-0.370,-0.080
350,-0.480,-0.115
351,-0.605,-0.130
352,-0.740,-0.165
353,-0.850,-0.175
354,-0.985,-0.170
355,-1.070,-0.185
356,-1.165,-0.195
357,-1.220,-0.215
358,-1.220,-0.235
359,-1.210,-0.230
360,-1.200,-0.220
361,-1.210,-0.205
362,-1.240,-0.170
363,-1.265,-0.160
364,-1.265,-0.165
365,-1.280,-0.165
366,-1.240,-0.155
367,-1.185,-0.130
368,-1.125,-0.100
369,-1.090,-0.105
370,-1.060,-0.090
371,-1.060,-0.065
372,-1.025,-0.090
373,-1.025,-0.065
374,-0.995,-0.040
375,-0.980,-0.025
376,-0.925,0.015
377,-0.865,0.055
378,-0.805,0.075
379,-0.760,0.105
380,-0.700,0.105
381,-0.615,0.125
382,-0.565,0.165
383,-0.420,0.150
384,-0.350,0.170
385,-0.270,0.190
386,-0.215,0.205
387,-0.185,0.205
388,-0.145,0.240
389,-0.125,0.230
390,-0.105,0.225
391,-0.070,0.235
392,-0.015,0.250
393,0.035,0.280
394,0.095,0.305
395,0.125,0.320
396,0.150,0.310
397,0.185,0.310
398,0.195,0.325
399,0.235,0.335
400,0.255,0.310
401,0.305,0.355
402,0.340,0.350
403,0.380,0.385
404,0.390,0.370
405,0.395,0.350
406,0.385,0.345
407,0.425,0.340
408,0.440,0.335
409,0.465,0.325
410,0.470,0.340
411,0.485,0.350
412,0.450,0.335
413,0.420,0.345
414,0.405,0.330
415,0.385,0.325
416,0.360,0.315
417,0.380,0.310
418,0.380,0.280
419,0.360,0.295
420,0.350,0.310
421,0.305,0.295
422,0.280,0.270
423,0.235,0.270
424,0.235,0.270
425,0.215,0.285
426,0.210,0.275
427,0.200,0.255
428,0.175,0.255
429,0.165,0.250
430,0.125,0.240
431,0.085,0.240
432,0.065,0.230
433,0.055,0.215
434,0.050,0.220
435,0.055,0.230
436,0.050,0.230
437,0.050,0.210
438,0.020,0.230
439,0.000,0.215
440,-0.025,0.200
441,-0.030,0.190
442,-0.005,0.195
443,-0.010,0.190
444,0.000,0.195
445,-0.010,0.225
446,-0.020,0.225
447,-0.065,0.205
448,-0.075,0.210
449,-0.045,0.200
450,-0.045,0.180
451,-0.025,0.220
452,0.000,0.210
453,-0.020,0.205
454,-0.020,0.225
455,-0.035,0.215
456,-0.050,0.220
457,-0.050,0.200
458,-0.045,0.205
459,-0.045,0.235
460,-0.020,0.240
461,0.000,0.265
462,0.015,0.255
463,0.000,0.240
464,-0.010,0.230
465,-0.015,0.255
466,-0.005,0.240
467,0.035,0.230
468,0.045,0.240
469,0.050,0.270
470,0.065,0.275
471,0.035,0.260
472,0.005,0.250
473,-0.040,0.225
474,-0.025,0.230
475,-0.010,0.230
476,-0.005,0.240
477,-0.015,0.255
478,-0.015,0.250
479,-0.050,0.240
480,-0.040,0.250
481,-0.095,0.225
482,-0.075,0.205
483,-0.085,0.230
484,-0.070,0.225
485,-0.055,0.220
486,-0.075,0.235
487,-0.075,0.225
488,-0.105,0.205
489,-0.110,0.190
490,-0.155,0.185
491,-0.170,0.160
492,-0.230,0.165
493,-0.210,0.180
494,-0.200,0.190
495,-0.225,0.200
496,-0.235,0.180
497,-0.245,0.185
498,-0.275,0.160
499,-0.280,0.155
500,-0.295,0.165
501,-0.280,0.170
502,-0.270,0.190
503,-0.275,0.165
504,-0.280,0.165
505,-0.315,0.175
506,-0.335,0.145
507,-0.335,0.125
508,-0.320,0.135
509,-0.315,0.140
510,-0.305,0.150
511,-0.310,0.165
512,-0.310,0.150
513,-0.345,0.135
514,-0.345,0.120
515,-0.365,0.120
516,-0.345,0.110
517,-0.365,0.125
518,-0.345,0.130
519,-0.340,0.145
520,-0.340,0.145
521,-0.360,0.140
522,-0.360,0.135
523,-0.370,0.115
524,-0.365,0.105
525,-0.370,0.120
526,-0.375,0.145
527,-0.345,0.130
528,-0.335,0.165
529,-0.330,0.140
530,-0.315,0.145
531,-0.335,0.110
532,-0.325,0.070
533,-0.340,0.070
534,-0.330,0.040
535,-0.345,0.030
536,-0.390,0.000
537,-0.485,-0.025
538,-0.610,-0.035
539,-0.715,-0.060
540,-0.855,-0.060
541,-0.910,-0.100
542,-0.955,-0.120
543,-0.985,-0.080
544,-0.975,-0.080
545,-1.015,-0.075
546,-1.060,-0.065
547,-1.070,-0.080
548,-1.060,-0.095
549,-1.045,-0.110
550,-1.040,-0.090
551,-1.030,-0.060
552,-1.030,-0.055
553,-1.015,-0.010
554,-0.995,-0.015
555,-0.960,0.005
556,-0.955,0.010
557,-0.915,0.025
558,-0.845,0.020
559,-0.785,0.065
560,-0.700,0.075
561,-0.640,0.095
562,-0.610,0.110
563,-0.590,0.115
564,-0.565,0.095
565,-0.550,0.095
566,-0.545,0.075
567,-0.490,0.105
568,-0.450,0.130
569,-0.425,0.135
570,-0.410,0.160
571,-0.425,0.155
572,-0.405,0.135
573,-0.390,0.105
574,-0.380,0.130
575,-0.360,0.130
576,-0.350,0.160
577,-0.330,0.175
578,-0.310,0.180
579,-0.300,0.185
580,-0.305,0.185
581,-0.315,0.165
582,-0.290,0.170
583,-0.285,0.150
584,-0.250,0.180
585,-0.220,0.195
586,-0.205,0.225
587,-0.210,0.195
588,-0.205,0.210
589,-0.215,0.200
590,-0.205,0.195
591,-0.175,0.200
592,-0.170,0.225
593,-0.135,0.225
594,-0.105,0.245
595,-0.090,0.255
596,-0.095,0.250
597,-0.080,0.255
598,-0.095,0.250
599,-0.060,0.245
600,-0.055,0.250
601,0.000,0.295
602,0.000,0.260
603,0.000,0.275
604,0.005,0.260
605,0.000,0.255
606,-0.035,0.255
607,-0.060,0.205
608,-0.060,0.235
609,-0.045,0.230
610,-0.065,0.245
611,-0.080,0.255
612,-0.090,0.235
613,-0.095,0.230
614,-0.145,0.220
615,-0.180,0.195
616,-0.190,0.180
617,-0.185,0.215
618,-0.190,0.200
619,-0.175,0.190
620,-0.205,0.210
621,-0.240,0.195
622,-0.250,0.200
623,-0.275,0.150
624,-0.280,0.145
625,-0.315,0.140
626,-0.330,0.145
627,-0.355,0.145
628,-0.375,0.165
629,-0.395,0.150
630,-0.425,0.150
631,-0.460,0.110
632,-0.490,0.115
633,-0.470,0.125
634,-0.465,0.125
635,-0.475,0.120
636,-0.465,0.130
637,-0.485,0.130
638,-0.510,0.110
639,-0.525,0.115
640,-0.550,0.095
641,-0.530,0.100
642,-0.530,0.100
643,-0.530,0.140
644,-0.510,0.145
645,-0.505,0.125
646,-0.515,0.140
647,-0.530,0.110
648,-0.555,0.090
649,-0.555,0.095
650,-0.550,0.100
651,-0.530,0.100
652,-0.480,0.130
653,-0.490,0.110
654,-0.485,0.110
655,-0.505,0.120
656,-0.520,0.110
657,-0.520,0.080
658,-0.495,0.110
659,-0.520,0.095
660,-0.490,0.115
661,-0.470,0.125
662,-0.475,0.140
663,-0.475,0.135
664,-0.495,0.120
665,-0.470,0.105
666,-0.455,0.095
667,-0.460,0.085
668,-0.445,0.040
669,-0.450,0.015
670,-0.495,-0.020
671,-0.555,-0.055
672,-0.650,-0.085
673,-0.790,-0.115
674,-0.895,-0.130
675,-1.010,-0.150
676,-1.060,-0.150
677,-1.105,-0.145
678,-1.145,-0.130
679,-1.190,-0.135
680,-1.190,-0.140
681,-1.225,-0.140
682,-1.240,-0.155
683,-1.240,-0.140
684,-1.175,-0.130
685,-1.180,-0.120
686,-1.150,-0.100
687,-1.140,-0.085
688,-1.140,-0.070
689,-1.155,-0.070
690,-1.125,-0.060
691,-1.090,-0.040
692,-1.030,-0.035
693,-0.955,0.000
694,-0.880,0.015
695,-0.840,0.035
696,-0.790,0.040
697,-0.770,0.040
698,-0.755,0.060
699,-0.720,0.020
700,-0.695,0.055
701,-0.650,0.075
702,-0.625,0.085
703,-0.610,0.110
704,-0.580,0.100
705,-0.595,0.090
706,-0.610,0.090
707,-0.605,0.085
708,-0.585,0.100
709,-0.570,0.100
710,-0.515,0.120
711,-0.525,0.135
712,-0.500,0.125
713,-0.530,0.145
714,-0.505,0.145
715,-0.500,0.140
716,-0.500,0.155
717,-0.455,0.155
718,-0.450,0.155
719,-0.395,0.195
720,-0.410,0.215
721,-0.415,0.225
722,-0.395,0.185
723,-0.400,0.170
724,-0.385,0.205
725,-0.350,0.195
726,-0.285,0.225
727,-0.270,0.255
728,-0.250,0.255
729,-0.260,0.245
730,-0.240,0.250
731,-0.240,0.235
732,-0.230,0.235
733,-0.200,0.250
734,-0.160,0.255
735,-0.155,0.260
736,-0.120,0.255
737,-0.120,0.265
738,-0.110,0.240
739,-0.145,0.230
740,-0.155,0.240
741,-0.155,0.220
742,-0.150,0.220
743,-0.150,0.210
744,-0.160,0.220
745,-0.185,0.220
746,-0.210,0.205
747,-0.240,0.190
748,-0.285,0.185
749,-0.300,0.180
750,-0.295,0.160
751,-0.310,0.155
752,-0.295,0.175
753,-0.300,0.170
754,-0.345,0.145
755,-0.350,0.140
756,-0.370,0.130
757,-0.380,0.110
758,-0.420,0.110
759,-0.390,0.105
760,-0.430,0.100
761,-0.445,0.110
762,-0.470,0.105
763,-0.500,0.100
764,-0.530,0.070
765,-0.555,0.065
766,-0.560,0.070
767,-0.555,0.085
768,-0.560,0.085
769,-0.545,0.090
770,-0.560,0.080
771,-0.565,0.080
772,-0.590,0.060
773,-0.605,0.055
774,-0.620,0.055
775,-0.615,0.045
776,-0.590,0.070
777,-0.590,0.070
778,-0.580,0.070
779,-0.580,0.080
780,-0.630,0.065
781,-0.625,0.050
782,-0.645,0.045
783,-0.630,0.045
784,-0.635,0.065
785,-0.595,0.055
786,-0.600,0.070
787,-0.625,0.060
788,-0.640,0.060
789,-0.640,0.020
790,-0.660,0.020
791,-0.670,0.020
792,-0.635,0.050
793,-0.615,0.030
794,-0.600,0.050
795,-0.605,0.045
796,-0.605,0.045
797,-0.610,0.035
798,-0.620,0.020
799,-0.640,0.025
800,-0.620,0.015
801,-0.580,0.025
802,-0.570,0.005
803,-0.560,-0.005
804,-0.605,-0.050
805,-0.625,-0.100
806,-0.680,-0.130
807,-0.725,-0.155
808,-0.795,-0.200
809,-0.885,-0.205
810,-0.970,-0.240
811,-1.070,-0.225
812,-1.140,-0.250
813,-1.195,-0.230
814,-1.240,-0.265
815,-1.250,-0.250
816,-1.260,-0.280
817,-1.265,-0.250
818,-1.245,-0.235
819,-1.225,-0.235
820,-1.205,-0.220
821,-1.215,-0.210
822,-1.200,-0.205
823,-1.235,-0.190
824,-1.195,-0.185
825,-1.165,-0.160
826,-1.090,-0.115
827,-1.030,-0.080
828,-0.985,-0.050
829,-0.935,-0.055
830,-0.890,-0.035
831,-0.860,-0.045
832,-0.815,-0.035
833,-0.780,-0.030
834,-0.705,-0.005
835,-0.645,0.010
836,-0.605,0.015
837,-0.580,0.025
838,-0.580,0.025
839,-0.575,0.015
840,-0.565,0.035
841,-0.560,0.030
842,-0.500,0.050
843,-0.470,0.065
844,-0.450,0.065
845,-0.430,0.090
846,-0.430,0.065
847,-0.420,0.085
848,-0.435,0.095
849,-0.410,0.085
850,-0.370,0.105
851,-0.330,0.125
852,-0.295,0.120
853,-0.270,0.135
854,-0.260,0.135
855,-0.255,0.140
856,-0.270,0.150
857,-0.265,0.135
858,-0.240,0.140
859,-0.215,0.165
860,-0.175,0.190
861,-0.140,0.195
862,-0.115,0.195
863,-0.110,0.205
864,-0.095,0.210
865,-0.105,0.225
866,-0.075,0.220
867,-0.040,0.225
868,-0.020,0.230
869,0.015,0.225
870,0.035,0.240
871,0.035,0.225
872,0.005,0.205
873,-0.005,0.195
874,0.005,0.195
875,0.000,0.185
876,0.000,0.180
877,0.000,0.190
878,-0.020,0.190
879,-0.045,0.180
880,-0.050,0.165
881,-0.100,0.140
882,-0.125,0.130
883,-0.145,0.110
884,-0.150,0.130
885,-0.145,0.110
886,-0.155,0.120
887,-0.165,0.115
888,-0.190,0.110
889,-0.245,0.090
890,-0.260,0.045
891,-0.280,0.040
892,-0.260,0.040
893,-0.265,0.020
894,-0.270,0.025
895,-0.305,0.035
896,-0.360,0.055
897,-0.400,0.020
898,-0.420,0.015
899,-0.425,0.000
900,-0.430,0.000
901,-0.435,0.010
902,-0.445,0.010
903,-0.415,0.015
904,-0.445,0.015
905,-0.425,0.025
906,-0.485,-0.010
907,-0.485,-0.020
908,-0.465,-0.040
909,-0.455,-0.020
910,-0.460,-0.050
911,-0.435,-0.010
912,-0.460,-0.040
913,-0.460,-0.020
914,-0.480,-0.045
915,-0.505,-0.040
916,-0.515,-0.060
917,-0.480,-0.045
918,-0.450,-0.055
919,-0.455,-0.045
920,-0.470,-0.025
921,-0.475,-0.045
922,-0.460,-0.040
923,-0.515,-0.050
924,-0.505,-0.065
925,-0.485,-0.060
926,-0.480,-0.045
927,-0.470,-0.040
928,-0.470,-0.030
929,-0.480,-0.035
930,-0.470,-0.045
931,-0.490,-0.060
932,-0.475,-0.060
933,-0.455,-0.080
934,-0.445,-0.070
935,-0.415,-0.070
936,-0.390,-0.080
937,-0.430,-0.110
938,-0.465,-0.150
939,-0.505,-0.210
940,-0.530,-0.260
941,-0.590,-0.285
942,-0.640,-0.305
943,-0.740,-0.320
944,-0.810,-0.320
945,-0.890,-0.340
946,-0.960,-0.315
947,-1.005,-0.355
948,-1.045,-0.360
949,-1.050,-0.345
950,-1.070,-0.345
951,-1.050,-0.360
952,-1.055,-0.345
953,-1.040,-0.325
954,-1.025,-0.300
955,-1.040,-0.310
956,-1.045,-0.280
957,-1.025,-0.305
958,-1.025,-0.275
959,-0.985,-0.235
960,-0.930,-0.210
961,-0.875,-0.170
962,-0.825,-0.145
963,-0.785,-0.125
964,-0.735,-0.140
965,-0.690,-0.115
966,-0.640,-0.120
967,-0.585,-0.090
968,-0.565,-0.090
969,-0.495,-0.040
970,-0.465,-0.040
971,-0.460,-0.030
972,-0.425,-0.050
973,-0.400,-0.040
974,-0.385,-0.040
975,-0.375,-0.030
976,-0.355,-0.045
977,-0.315,-0.020
978,-0.295,0.000
979,-0.275,0.000
980,-0.260,0.015
981,-0.270,0.000
982,-0.265,0.000
983,-0.215,-0.010
984,-0.200,0.030
985,-0.175,0.000
986,-0.145,0.065
987,-0.135,0.060
988,-0.140,0.050
989,-0.150,0.060
990,-0.115,0.065
991,-0.110,0.060
992,-0.100,0.080
993,-0.065,0.090
994,-0.040,0.095
995,-0.025,0.115
996,-0.005,0.115
997,-0.030,0.135
998,0.000,0.110
999,0.000,0.115
1000,0.030,0.095
1001,0.055,0.120
1002,0.090,0.130
1003,0.095,0.130
1004,0.090,0.135
1005,0.085,0.105
1006,0.040,0.075
1007,0.050,0.070
1008,0.025,0.050
1009,0.025,0.055
1010,0.005,0.045
1011,0.020,0.055
1012,-0.035,0.045
1013,-0.050,0.035
1014,-0.090,0.000
1015,-0.125,0.000
1016,-0.160,-0.015
1017,-0.175,0.000
1018,-0.195,-0.010
1019,-0.200,-0.010
1020,-0.230,-0.005
1021,-0.260,0.000
1022,-0.295,-0.025
1023,-0.325,-0.055
1024,-0.330,-0.085
1025,-0.365,-0.080
1026,-0.350,-0.090
1027,-0.380,-0.075
1028,-0.395,-0.080
1029,-0.460,-0.075
1030,-0.485,-0.090
1031,-0.530,-0.115
1032,-0.545,-0.135
1033,-0.545,-0.140
1034,-0.540,-0.135
1035,-0.545,-0.115
1036,-0.530,-0.120
1037,-0.540,-0.110
1038,-0.575,-0.115
1039,-0.595,-0.150
1040,-0.610,-0.165
1041,-0.605,-0.160
1042,-0.620,-0.150
1043,-0.610,-0.150
1044,-0.600,-0.155
1045,-0.595,-0.140
1046,-0.605,-0.135
1047,-0.620,-0.160
1048,-0.620,-0.155
1049,-0.640,-0.160
1050,-0.620,-0.170
1051,-0.630,-0.160
1052,-0.600,-0.160
1053,-0.590,-0.160
1054,-0.605,-0.155
1055,-0.625,-0.145
1056,-0.640,-0.150
1057,-0.630,-0.155
1058,-0.615,-0.165
1059,-0.625,-0.155
1060,-0.595,-0.140
1061,-0.575,-0.125
1062,-0.570,-0.125
1063,-0.575,-0.120
1064,-0.600,-0.150
1065,-0.600,-0.160
1066,-0.570,-0.175
1067,-0.525,-0.160
1068,-0.505,-0.160
1069,-0.510,-0.140
1070,-0.515,-0.185
1071,-0.540,-0.220
1072,-0.565,-0.295
1073,-0.610,-0.315
1074,-0.650,-0.360
1075,-0.710,-0.355
1076,-0.795,-0.370
1077,-0.870,-0.375
1078,-0.930,-0.370
1079,-0.980,-0.365
1080,-1.000,-0.375
1081,-1.055,-0.415
1082,-1.065,-0.425
1083,-1.080,-0.415
1084,-1.085,-0.410
1085,-1.070,-0.380
1086,-1.045,-0.365
1087,-1.045,-0.360
1088,-1.040,-0.345
1089,-1.040,-0.345
1090,-1.065,-0.320
1091,-1.045,-0.340
1092,-0.995,-0.305
1093,-0.970,-0.275
1094,-0.925,-0.220
1095,-0.875,-0.185
1096,-0.845,-0.155
1097,-0.830,-0.160
1098,-0.795,-0.150
1099,-0.750,-0.170
1100,-0.720,-0.130
1101,-0.685,-0.110
1102,-0.615,-0.080
1103,-0.555,-0.085
1104,-0.555,-0.050
1105,-0.535,-0.060
1106,-0.500,-0.070
1107,-0.465,-0.065
1108,-0.460,-0.055
1109,-0.430,-0.050
1110,-0.405,-0.045
1111,-0.375,-0.015
1112,-0.380,0.000
1113,-0.365,0.010
1114,-0.355,0.005
1115,-0.360,-0.020
1116,-0.355,-0.005
1117,-0.330,0.000
1118,-0.255,0.005
1119,-0.240,0.035
1120,-0.215,0.050
1121,-0.235,0.070
1122,-0.230,0.060
1123,-0.230,0.055
1124,-0.220,0.035
1125,-0.160,0.055
1126,-0.140,0.060
1127,-0.120,0.095
1128,-0.100,0.110
1129,-0.110,0.140
1130,-0.100,0.140
1131,-0.110,0.105
1132,-0.100,0.105
1133,-0.065,0.130
1134,-0.060,0.135
1135,-0.005,0.140
1136,0.000,0.170
1137,0.020,0.175
1138,0.015,0.180
1139,0.025,0.175
1140,0.025,0.185
1141,0.055,0.150
1142,0.070,0.135
1143,0.055,0.130
1144,0.070,0.155
1145,0.060,0.135
1146,0.040,0.135
1147,0.020,0.110
1148,-0.010,0.095
1149,-0.040,0.080
1150,-0.040,0.090
1151,-0.065,0.090
1152,-0.050,0.060
1153,-0.080,0.080
1154,-0.120,0.075
1155,-0.135,0.065
1156,-0.155,0.040
1157,-0.175,0.045
1158,-0.190,0.005
1159,-0.195,0.010
1160,-0.200,0.030
1161,-0.215,0.020
1162,-0.245,-0.005
1163,-0.260,-0.010
1164,-0.280,0.000
1165,-0.320,-0.055
1166,-0.350,-0.045
1167,-0.375,-0.040
1168,-0.380,-0.035
1169,-0.375,-0.055
1170,-0.400,-0.030
1171,-0.405,-0.025
1172,-0.425,-0.040
1173,-0.450,-0.070
1174,-0.455,-0.060
1175,-0.455,-0.080
1176,-0.440,-0.060
1177,-0.435,-0.040
1178,-0.440,-0.035
1179,-0.465,-0.045
1180,-0.475,-0.035
1181,-0.490,-0.050
1182,-0.465,-0.065
1183,-0.490,-0.075
1184,-0.495,-0.065
1185,-0.470,-0.050
1186,-0.465,-0.050
1187,-0.495,-0.045
1188,-0.490,-0.050
1189,-0.500,-0.070
1190,-0.510,-0.075
1191,-0.525,-0.070
1192,-0.535,-0.095
1193,-0.495,-0.065
1194,-0.495,-0.070
1195,-0.490,-0.040
1196,-0.505,-0.020
1197,-0.520,-0.050
1198,-0.535,-0.065
1199,-0.525,-0.075
1200,-0.530,-0.060
1201,-0.515,-0.060
1202,-0.495,-0.055
1203,-0.485,-0.035
1204,-0.495,-0.030
1205,-0.480,-0.070
1206,-0.480,-0.095
1207,-0.495,-0.115
1208,-0.500,-0.160
1209,-0.535,-0.230
1210,-0.530,-0.245
1211,-0.610,-0.235
1212,-0.670,-0.270
1213,-0.770,-0.295
1214,-0.865,-0.325
1215,-0.955,-0.340
1216,-1.015,-0.360
1217,-1.035,-0.360
1218,-1.040,-0.355
1219,-1.040,-0.350
1220,-1.045,-0.325
1221,-1.065,-0.315
1222,-1.095,-0.330
1223,-1.095,-0.335
1224,-1.095,-0.350
1225,-1.075,-0.335
1226,-1.055,-0.310
1227,-1.040,-0.280
