'sample interval','ECG','ECG'
145,-0.081,-0.080
146,-0.071,-0.080
147,-0.068,-0.084
148,-0.071,-0.087
149,-0.088,-0.091
150,-0.098,-0.091
151,-0.108,-0.087
152,-0.108,-0.076
153,-0.105,-0.069
154,-0.084,-0.069
155,-0.064,-0.076
156,-0.061,-0.080
157,-0.081,-0.087
158,-0.101,-0.087
159,-0.111,-0.080
160,-0.111,-0.076
161,-0.115,-0.076
162,-0.125,-0.080
163,-0.122,-0.080
164,-0.101,-0.076
165,-0.088,-0.069
166,-0.081,-0.065
167,-0.088,-0.069
168,-0.081,-0.073
169,-0.091,-0.076
170,-0.108,-0.069
171,-0.125,-0.065
172,-0.142,-0.062
173,-0.142,-0.065
174,-0.128,-0.065
175,-0.108,-0.065
176,-0.105,-0.065
177,-0.125,-0.062
178,-0.132,-0.055
179,-0.132,-0.055
180,-0.111,-0.058
181,-0.081,-0.065
182,-0.057,-0.065
183,-0.071,-0.069
184,-0.115,-0.069
185,-0.132,-0.087
186,-0.118,-0.080
187,-0.108,-0.073
188,-0.108,-0.062
189,-0.115,-0.055
190,-0.091,-0.058
191,-0.064,-0.069
192,-0.061,-0.069
193,-0.088,-0.076
194,-0.111,-0.080
195,-0.122,-0.080
196,-0.125,-0.076
197,-0.132,-0.076
198,-0.125,-0.069
199,-0.108,-0.062
200,-0.088,-0.055
201,-0.071,-0.047
202,-0.061,-0.029
203,-0.071,-0.018
204,-0.081,-0.007
205,-0.068,-0.004
206,-0.047,0.004
207,-0.057,0.011
208,-0.078,0.015
209,-0.081,0.011
210,-0.061,0.011
211,-0.027,0.004
212,-0.014,0.000
213,-0.024,-0.004
214,-0.044,0.000
215,-0.071,-0.007
216,-0.068,-0.029
217,-0.014,-0.058
218,0.034,-0.076
219,0.041,-0.091
220,0.010,-0.098
221,-0.007,-0.102
222,0.000,-0.102
223,0.024,-0.102
224,0.034,-0.102
225,0.017,-0.109
226,-0.010,-0.131
227,-0.030,-0.145
228,-0.030,-0.153
229,-0.030,-0.153
230,-0.027,-0.142
231,-0.027,-0.131
232,-0.037,-0.124
233,-0.054,-0.124
234,-0.064,-0.120
235,-0.061,-0.113
236,-0.041,-0.098
237,-0.047,-0.087
238,-0.078,-0.091
239,-0.105,-0.102
240,-0.125,-0.109
241,-0.122,-0.116
242,-0.108,-0.109
243,-0.118,-0.098
244,-0.125,-0.091
245,-0.139,-0.091
246,-0.149,-0.095
247,-0.149,-0.098
248,-0.118,-0.102
249,-0.105,-0.098
250,-0.125,-0.087
251,-0.145,-0.069
252,-0.152,-0.047
253,-0.149,-0.029
254,-0.149,-0.004
255,-0.152,0.022
256,-0.152,0.047
257,-0.135,0.073
258,-0.081,0.076
259,0.010,0.051
260,0.142,-0.011
261,0.277,-0.102
262,0.409,-0.215
263,0.527,-0.345
264,0.655,-0.465
265,0.733,-0.560
266,0.709,-0.633
267,0.618,-0.691
268,0.527,-0.753
269,0.436,-0.829
270,0.331,-0.858
271,0.179,-0.822
272,-0.020,-0.745
273,-0.253,-0.640
274,-0.493,-0.531
275,-0.682,-0.469
276,-0.764,-0.418
277,-0.767,-0.305
278,-0.753,-0.138
279,-0.760,0.004
280,-0.794,0.131
281,-0.845,0.240
282,-0.865,0.338
283,-0.858,0.455
284,-0.865,0.589
285,-0.892,0.702
286,-0.912,0.767
287,-0.922,0.804
288,-0.912,0.836
289,-0.905,0.865
290,-0.922,0.887
291,-0.936,0.909
292,-0.936,0.913
293,-0.902,0.869
294,-0.861,0.800
295,-0.831,0.727
296,-0.794,0.640
297,-0.747,0.545
298,-0.682,0.422
299,-0.611,0.276
300,-0.534,0.167
301,-0.446,0.120
302,-0.365,0.105
303,-0.284,0.087
304,-0.216,0.065
305,-0.179,0.025
306,-0.166,-0.011
307,-0.166,-0.044
308,-0.169,-0.051
309,-0.182,-0.055
310,-0.172,-0.065
311,-0.125,-0.080
312,-0.098,-0.098
313,-0.142,-0.113
314,-0.172,-0.120
315,-0.118,-0.120
316,-0.014,-0.113
317,0.051,-0.120
318,0.057,-0.131
319,0.020,-0.145
320,-0.020,-0.153
321,-0.051,-0.145
322,-0.054,-0.124
323,-0.074,-0.120
324,-0.091,-0.124
325,-0.081,-0.135
326,-0.034,-0.145
327,0.007,-0.156
328,0.024,-0.164
329,0.007,-0.164
330,-0.027,-0.156
331,-0.054,-0.164
332,-0.051,-0.171
333,-0.030,-0.178
334,-0.003,-0.175
335,0.000,-0.182
336,0.030,-0.196
337,0.074,-0.215
338,0.084,-0.215
339,0.064,-0.207
340,0.030,-0.211
341,0.000,-0.233
342,0.017,-0.229
343,0.064,-0.225
344,0.108,-0.233
345,0.145,-0.251
346,0.182,-0.262
347,0.189,-0.265
348,0.176,-0.284
349,0.145,-0.295
350,0.128,-0.295
351,0.152,-0.309
352,0.206,-0.327
353,0.257,-0.349
354,0.294,-0.364
355,0.324,-0.371
356,0.348,-0.382
357,0.348,-0.400
358,0.355,-0.418
359,0.382,-0.440
360,0.419,-0.455
361,0.446,-0.469
362,0.456,-0.480
363,0.476,-0.491
364,0.520,-0.498
365,0.551,-0.505
366,0.571,-0.509
367,0.595,-0.502
368,0.611,-0.480
369,0.625,-0.465
370,0.639,-0.451
371,0.618,-0.447
372,0.568,-0.429
373,0.547,-0.396
374,0.537,-0.371
375,0.527,-0.349
376,0.527,-0.309
377,0.503,-0.276
378,0.422,-0.240
379,0.351,-0.204
380,0.345,-0.171
381,0.372,-0.131
382,0.372,-0.087
383,0.307,-0.069
384,0.247,-0.044
385,0.236,-0.018
386,0.257,0.000
387,0.260,0.015
388,0.236,0.025
389,0.189,0.025
390,0.152,0.025
391,0.108,0.025
392,0.057,0.036
393,0.020,0.036
394,0.000,0.033
395,-0.020,0.015
396,-0.030,0.011
397,-0.027,0.011
398,0.000,0.015
399,0.024,0.015
400,0.020,0.011
401,-0.020,0.007
402,-0.068,0.004
403,-0.078,-0.007
404,-0.047,-0.015
405,-0.020,-0.011
406,-0.027,0.000
407,-0.054,0.000
408,-0.061,0.000
409,-0.064,0.000
410,-0.078,0.000
411,-0.095,0.000
412,-0.125,0.011
413,-0.142,0.000
414,-0.115,-0.011
415,-0.068,-0.022
416,-0.051,-0.015
417,-0.057,-0.007
418,-0.064,0.000
419,-0.078,-0.004
420,-0.091,-0.004
421,-0.105,0.000
422,-0.108,0.007
423,-0.105,0.015
424,-0.078,0.015
425,-0.051,0.007
426,-0.041,0.000
427,-0.084,0.000
428,-0.128,0.000
429,-0.132,-0.004
430,-0.078,-0.004
431,-0.020,-0.004
432,0.003,-0.004
433,-0.027,0.000
434,-0.098,0.011
435,-0.139,0.015
436,-0.115,0.015
437,-0.081,0.004
438,-0.081,0.004
439,-0.091,0.011
440,-0.081,0.011
441,-0.064,0.011
442,-0.047,0.011
443,-0.057,0.000
444,-0.084,0.000
445,-0.101,0.000
446,-0.081,0.000
447,-0.054,0.004
448,-0.061,0.007
449,-0.084,0.011
450,-0.108,0.022
451,-0.098,0.022
452,-0.071,0.022
453,-0.057,0.015
454,-0.051,0.015
455,-0.044,0.007
456,-0.034,0.004
457,-0.054,0.004
458,-0.101,0.000
459,-0.139,0.000
460,-0.132,0.011
461,-0.105,0.015
462,-0.061,0.015
463,-0.041,0.015
464,-0.041,0.025
465,-0.054,0.029
466,-0.061,0.022
467,-0.084,0.000
468,-0.105,0.000
469,-0.115,0.000
470,-0.115,-0.007
471,-0.118,-0.015
472,-0.108,-0.007
473,-0.095,0.000
474,-0.078,0.000
475,-0.064,0.004
476,-0.054,0.011
477,-0.054,0.007
478,-0.054,0.011
479,-0.078,0.011
480,-0.098,0.011
481,-0.105,0.000
482,-0.095,-0.007
483,-0.078,-0.011
484,-0.081,-0.015
485,-0.095,-0.025
486,-0.091,-0.018
487,-0.095,-0.007
488,-0.095,0.000
489,-0.098,0.004
490,-0.095,0.007
491,-0.101,0.011
492,-0.108,0.015
493,-0.122,0.004
494,-0.125,-0.004
495,-0.111,-0.015
496,-0.095,-0.018
497,-0.101,-0.011
498,-0.101,-0.011
499,-0.101,-0.011
500,-0.095,-0.004
501,-0.115,0.004
502,-0.125,0.015
503,-0.122,0.004
504,-0.118,0.000
505,-0.101,-0.015
506,-0.068,-0.022
507,-0.041,-0.022
508,-0.047,-0.015
509,-0.061,-0.015
510,-0.071,-0.011
511,-0.095,0.000
512,-0.111,0.004
513,-0.108,0.004
514,-0.088,0.004
515,-0.084,0.000
516,-0.098,0.000
517,-0.105,-0.004
518,-0.088,-0.011
519,-0.064,-0.004
520,-0.061,0.000
521,-0.088,-0.004
522,-0.118,-0.004
523,-0.108,0.000
524,-0.081,0.004
525,-0.064,0.000
526,-0.074,0.000
527,-0.088,-0.007
528,-0.071,0.000
529,-0.051,0.004
530,-0.051,0.004
531,-0.071,0.000
532,-0.101,0.004
533,-0.128,0.007
534,-0.128,0.011
535,-0.108,0.004
536,-0.081,-0.004
537,-0.054,-0.011
538,-0.044,-0.004
539,-0.068,0.000
540,-0.101,0.004
541,-0.118,0.004
542,-0.118,0.007
543,-0.108,0.015
544,-0.101,0.015
545,-0.111,0.007
546,-0.111,0.004
547,-0.095,0.000
548,-0.081,0.000
549,-0.091,0.000
550,-0.095,0.007
551,-0.078,0.007
552,-0.081,0.004
553,-0.108,-0.004
554,-0.101,-0.004
555,-0.061,0.004
556,-0.027,0.015
557,-0.054,0.000
558,-0.095,-0.007
559,-0.108,0.000
560,-0.101,0.011
561,-0.122,0.022
562,-0.145,0.025
563,-0.132,0.004
564,-0.091,-0.004
565,-0.054,-0.011
566,-0.054,-0.004
567,-0.074,0.000
568,-0.074,0.004
569,-0.084,0.000
570,-0.108,0.000
571,-0.122,0.004
572,-0.111,0.011
573,-0.101,0.011
574,-0.088,0.015
575,-0.061,0.011
576,-0.027,0.015
577,-0.030,0.011
578,-0.068,0.004
579,-0.108,-0.004
580,-0.135,-0.004
581,-0.132,-0.007
582,-0.095,-0.015
583,-0.064,-0.015
584,-0.078,-0.004
585,-0.108,0.011
586,-0.145,0.011
587,-0.166,0.000
588,-0.145,-0.011
589,-0.108,-0.015
590,-0.084,-0.015
591,-0.095,-0.015
592,-0.098,-0.015
593,-0.084,-0.007
594,-0.068,0.000
595,-0.044,-0.004
596,-0.037,-0.007
597,-0.057,-0.011
598,-0.095,-0.007
599,-0.142,-0.015
600,-0.155,-0.011
601,-0.115,-0.007
602,-0.061,-0.004
603,-0.037,0.000
604,-0.037,0.007
605,-0.061,0.018
606,-0.071,0.040
607,-0.054,0.055
608,-0.027,0.065
609,-0.027,0.076
610,-0.047,0.091
611,-0.081,0.095
612,-0.088,0.091
613,-0.051,0.076
614,0.007,0.058
615,0.041,0.047
616,0.030,0.047
617,-0.003,0.047
618,-0.041,0.040
619,-0.074,0.022
620,-0.078,0.000
621,-0.054,-0.011
622,-0.014,-0.018
623,0.007,-0.040
624,0.007,-0.047
625,0.003,-0.055
626,0.030,-0.062
627,0.057,-0.065
628,0.054,-0.076
629,0.003,-0.095
630,-0.037,-0.113
631,-0.054,-0.116
632,-0.057,-0.113
633,-0.061,-0.109
634,-0.047,-0.095
635,-0.030,-0.080
636,-0.020,-0.065
637,-0.034,-0.055
638,-0.057,-0.044
639,-0.095,-0.040
640,-0.139,-0.036
641,-0.172,-0.029
642,-0.179,-0.033
643,-0.162,-0.044
644,-0.128,-0.047
645,-0.105,-0.051
646,-0.084,-0.055
647,-0.074,-0.051
648,-0.054,-0.044
649,-0.074,-0.036
650,-0.125,-0.033
651,-0.179,-0.033
652,-0.172,-0.036
653,-0.111,-0.040
654,-0.054,-0.022
655,-0.047,0.000
656,-0.081,0.022
657,-0.125,0.051
658,-0.139,0.084
659,-0.101,0.109
660,-0.034,0.142
661,0.000,0.156
662,0.017,0.142
663,0.068,0.098
664,0.162,0.007
665,0.274,-0.116
666,0.405,-0.244
667,0.554,-0.364
668,0.713,-0.469
669,0.770,-0.556
670,0.709,-0.615
671,0.598,-0.687
672,0.486,-0.771
673,0.361,-0.811
674,0.199,-0.789
675,-0.007,-0.727
676,-0.226,-0.640
677,-0.449,-0.516
678,-0.642,-0.418
679,-0.760,-0.364
680,-0.821,-0.269
681,-0.878,-0.098
682,-0.865,0.084
683,-0.818,0.247
684,-0.791,0.400
685,-0.828,0.516
686,-0.902,0.633
687,-0.956,0.775
688,-0.980,0.909
689,-0.986,0.985
690,-0.997,1.025
691,-1.003,1.051
692,-1.007,1.080
693,-1.003,1.102
694,-0.997,1.116
695,-0.966,1.087
696,-0.939,1.018
697,-0.899,0.938
698,-0.828,0.836
699,-0.753,0.724
700,-0.703,0.600
701,-0.659,0.447
702,-0.588,0.302
703,-0.500,0.218
704,-0.426,0.200
705,-0.341,0.193
706,-0.264,0.164
707,-0.223,0.109
708,-0.189,0.051
709,-0.172,0.015
710,-0.149,0.004
711,-0.125,0.000
712,-0.098,-0.004
713,-0.095,-0.022
714,-0.098,-0.036
715,-0.118,-0.055
716,-0.108,-0.058
717,-0.088,-0.055
718,-0.061,-0.055
719,-0.041,-0.065
720,-0.020,-0.069
721,0.003,-0.080
722,0.020,-0.076
723,0.000,-0.076
724,-0.054,-0.080
725,-0.108,-0.091
726,-0.101,-0.102
727,-0.044,-0.109
728,0.024,-0.113
729,0.041,-0.120
730,0.020,-0.120
731,-0.003,-0.120
732,0.003,-0.120
733,0.014,-0.120
734,0.017,-0.124
735,0.007,-0.127
736,0.020,-0.135
737,0.034,-0.138
738,0.047,-0.131
739,0.054,-0.142
740,0.071,-0.153
741,0.071,-0.160
742,0.064,-0.156
743,0.078,-0.164
744,0.105,-0.178
745,0.128,-0.189
746,0.155,-0.193
747,0.166,-0.196
748,0.162,-0.200
749,0.152,-0.218
750,0.152,-0.229
751,0.162,-0.233
752,0.182,-0.244
753,0.193,-0.265
754,0.193,-0.276
755,0.186,-0.295
756,0.206,-0.305
757,0.267,-0.324
758,0.345,-0.338
759,0.392,-0.356
760,0.416,-0.367
761,0.409,-0.385
762,0.422,-0.400
763,0.459,-0.425
764,0.480,-0.444
765,0.473,-0.444
766,0.503,-0.440
767,0.571,-0.462
768,0.639,-0.473
769,0.659,-0.473
770,0.652,-0.473
771,0.632,-0.473
772,0.632,-0.465
773,0.659,-0.458
774,0.696,-0.440
775,0.699,-0.425
776,0.655,-0.404
777,0.584,-0.382
778,0.527,-0.349
779,0.507,-0.316
780,0.493,-0.287
781,0.480,-0.251
782,0.473,-0.207
783,0.446,-0.167
784,0.409,-0.138
785,0.375,-0.109
786,0.338,-0.076
787,0.301,-0.047
788,0.284,-0.025
789,0.274,0.000
790,0.274,0.011
791,0.260,0.015
792,0.223,0.022
793,0.169,0.029
794,0.101,0.036
795,0.037,0.036
796,0.007,0.040
797,0.030,0.033
798,0.078,0.025
799,0.081,0.018
800,0.041,0.022
801,0.000,0.022
802,-0.010,0.015
803,-0.010,0.007
804,-0.010,0.011
805,-0.017,0.011
806,-0.034,0.004
807,-0.051,0.000
808,-0.068,0.000
809,-0.081,-0.004
810,-0.088,-0.011
811,-0.088,-0.011
812,-0.078,-0.004
813,-0.071,0.000
814,-0.074,0.000
815,-0.071,0.000
816,-0.054,0.000
817,-0.037,0.000
818,-0.020,0.000
819,-0.020,0.000
820,-0.034,0.000
821,-0.057,-0.004
822,-0.071,-0.004
823,-0.054,-0.011
824,-0.024,-0.011
825,-0.017,-0.011
826,-0.037,-0.004
827,-0.037,-0.011
828,-0.041,-0.011
829,-0.071,-0.007
830,-0.095,-0.004
831,-0.105,-0.004
832,-0.098,-0.004
833,-0.098,-0.004
834,-0.105,0.000
835,-0.098,0.000
836,-0.061,0.000
837,-0.027,0.004
838,-0.007,0.007
839,-0.027,0.000
840,-0.054,0.000
841,-0.071,-0.004
842,-0.081,0.000
843,-0.084,0.007
844,-0.091,0.011
845,-0.101,0.011
846,-0.101,0.015
847,-0.088,0.015
848,-0.068,0.007
849,-0.061,0.004
850,-0.051,0.004
851,-0.041,0.007
852,-0.034,0.007
853,-0.034,0.000
854,-0.051,-0.004
855,-0.071,-0.004
856,-0.078,0.000
857,-0.084,0.004
858,-0.095,0.011
859,-0.088,0.015
860,-0.061,0.011
861,-0.047,0.011
862,-0.068,0.015
863,-0.088,0.018
864,-0.081,0.011
865,-0.074,0.004
866,-0.078,0.000
867,-0.064,0.000
868,-0.041,0.000
869,-0.030,0.000
870,-0.044,0.000
871,-0.091,0.000
872,-0.139,0.004
873,-0.125,0.011
874,-0.061,0.022
875,-0.003,0.022
876,-0.003,0.015
877,-0.041,0.011
878,-0.071,0.004
879,-0.081,0.004
880,-0.074,0.004
881,-0.064,0.000
882,-0.044,-0.004
883,-0.030,-0.011
884,-0.030,-0.018
885,-0.057,-0.015
886,-0.088,-0.004
887,-0.108,-0.004
888,-0.098,-0.004
889,-0.071,-0.004
890,-0.061,-0.011
891,-0.064,-0.015
892,-0.078,-0.011
893,-0.101,-0.011
894,-0.108,-0.007
895,-0.098,-0.011
896,-0.101,-0.011
897,-0.098,-0.015
898,-0.088,-0.015
899,-0.074,-0.015
900,-0.047,-0.022
901,-0.020,-0.022
902,-0.017,-0.015
903,-0.047,-0.015
904,-0.081,-0.015
905,-0.105,-0.022
906,-0.091,-0.015
907,-0.074,-0.011
908,-0.061,-0.007
909,-0.068,-0.004
910,-0.054,-0.004
911,-0.024,-0.007
912,-0.007,-0.011
913,-0.010,-0.015
914,-0.003,-0.018
915,0.000,-0.015
916,-0.014,-0.004
917,-0.054,0.000
918,-0.088,0.000
919,-0.081,-0.007
920,-0.064,-0.011
921,-0.064,-0.007
922,-0.084,0.000
923,-0.101,-0.004
924,-0.111,-0.011
925,-0.125,-0.018
926,-0.135,-0.015
927,-0.139,-0.004
928,-0.128,0.007
929,-0.111,0.015
930,-0.098,0.011
931,-0.098,0.000
932,-0.098,-0.015
933,-0.091,-0.022
934,-0.081,-0.022
935,-0.071,-0.025
936,-0.074,-0.036
937,-0.078,-0.044
938,-0.071,-0.044
939,-0.064,-0.040
940,-0.047,-0.036
941,-0.010,-0.044
942,0.014,-0.036
943,-0.010,-0.033
944,-0.061,-0.025
945,-0.111,-0.015
946,-0.135,-0.004
947,-0.135,-0.004
948,-0.108,-0.007
949,-0.084,-0.015
950,-0.068,-0.022
951,-0.071,-0.018
952,-0.095,-0.011
953,-0.135,-0.011
954,-0.155,-0.004
955,-0.132,0.000
956,-0.081,-0.004
957,-0.057,-0.007
958,-0.057,-0.004
959,-0.068,-0.004
960,-0.074,-0.011
961,-0.064,-0.025
962,-0.047,-0.033
963,-0.061,-0.036
964,-0.074,-0.036
965,-0.071,-0.036
966,-0.047,-0.040
967,-0.044,-0.044
968,-0.084,-0.040
969,-0.122,-0.025
970,-0.125,-0.015
971,-0.105,-0.022
972,-0.074,-0.029
973,-0.054,-0.029
974,-0.037,-0.022
975,-0.051,-0.015
976,-0.081,-0.011
977,-0.105,-0.011
978,-0.108,-0.015
979,-0.095,-0.022
980,-0.078,-0.018
981,-0.084,-0.011
982,-0.095,0.000
983,-0.088,-0.007
984,-0.074,-0.011
985,-0.071,-0.015
986,-0.078,-0.018
987,-0.095,-0.015
988,-0.108,-0.004
989,-0.095,-0.007
990,-0.081,-0.011
991,-0.064,-0.015
992,-0.030,-0.015
993,-0.010,-0.015
994,-0.044,-0.011
995,-0.098,-0.022
996,-0.125,-0.025
997,-0.115,-0.025
998,-0.095,-0.022
999,-0.115,-0.018
1000,-0.145,-0.011
1001,-0.128,-0.011
1002,-0.064,0.000
1003,-0.007,0.004
1004,0.010,0.011
1005,-0.017,0.015
1006,-0.044,0.029
1007,-0.054,0.033
1008,-0.051,0.033
1009,-0.051,0.029
1010,-0.047,0.022
1011,-0.041,0.025
1012,-0.037,0.033
1013,-0.037,0.029
1014,-0.030,0.022
1015,-0.037,0.007
1016,-0.024,-0.004
1017,-0.007,-0.022
1018,-0.017,-0.047
1019,-0.034,-0.073
1020,-0.017,-0.087
1021,0.017,-0.084
1022,0.034,-0.076
1023,0.030,-0.080
1024,0.020,-0.098
1025,0.020,-0.120
1026,0.024,-0.127
1027,0.034,-0.131
1028,0.027,-0.135
1029,-0.007,-0.138
1030,-0.057,-0.131
1031,-0.088,-0.120
1032,-0.081,-0.109
1033,-0.068,-0.095
1034,-0.057,-0.087
1035,-0.054,-0.080
1036,-0.054,-0.069
1037,-0.064,-0.065
1038,-0.071,-0.065
1039,-0.081,-0.065
1040,-0.098,-0.069
1041,-0.132,-0.069
1042,-0.162,-0.065
1043,-0.149,-0.073
1044,-0.105,-0.076
1045,-0.095,-0.076
1046,-0.132,-0.073
1047,-0.155,-0.069
1048,-0.155,-0.055
1049,-0.149,-0.051
1050,-0.172,-0.055
1051,-0.193,-0.055
1052,-0.169,-0.029
1053,-0.132,0.000
1054,-0.111,0.025
1055,-0.122,0.055
1056,-0.142,0.080
1057,-0.145,0.116
1058,-0.118,0.145
1059,-0.051,0.153
1060,0.051,0.116
1061,0.159,0.025
1062,0.257,-0.091
1063,0.355,-0.244
1064,0.493,-0.393
1065,0.639,-0.513
1066,0.686,-0.593
1067,0.611,-0.673
1068,0.493,-0.756
1069,0.382,-0.862
1070,0.287,-0.927
1071,0.162,-0.920
1072,-0.020,-0.851
1073,-0.250,-0.756
1074,-0.493,-0.636
1075,-0.723,-0.527
1076,-0.858,-0.455
1077,-0.899,-0.353
1078,-0.912,-0.178
1079,-0.922,0.000
1080,-0.916,0.145
1081,-0.885,0.284
1082,-0.858,0.404
1083,-0.872,0.513
1084,-0.956,0.651
1085,-1.037,0.782
1086,-1.051,0.873
1087,-1.007,0.916
1088,-0.956,0.953
1089,-0.943,0.993
1090,-0.949,1.015
1091,-0.936,1.022
1092,-0.916,1.015
1093,-0.889,0.971
1094,-0.872,0.905
1095,-0.861,0.829
1096,-0.848,0.731
1097,-0.807,0.622
1098,-0.720,0.484
1099,-0.601,0.331
1100,-0.497,0.222
1101,-0.419,0.175
1102,-0.348,0.149
1103,-0.287,0.116
1104,-0.226,0.084
1105,-0.179,0.055
1106,-0.152,0.022
1107,-0.152,-0.004
1108,-0.186,-0.022
1109,-0.223,-0.033
1110,-0.206,-0.047
1111,-0.159,-0.069
1112,-0.118,-0.080
1113,-0.115,-0.087
1114,-0.135,-0.087
1115,-0.145,-0.087
1116,-0.125,-0.084
1117,-0.088,-0.091
1118,-0.068,-0.105
1119,-0.061,-0.116
1120,-0.051,-0.124
1121,-0.027,-0.127
1122,0.000,-0.131
1123,0.010,-0.131
1124,0.000,-0.135
1125,0.000,-0.138
1126,-0.010,-0.145
1127,-0.034,-0.153
1128,-0.057,-0.153
1129,-0.054,-0.153
1130,-0.030,-0.156
1131,0.000,-0.164
1132,0.020,-0.167
1133,0.024,-0.167
1134,0.010,-0.175
1135,-0.014,-0.175
1136,-0.041,-0.182
1137,-0.044,-0.185
1138,-0.010,-0.196
1139,0.017,-0.207
1140,0.010,-0.215
1141,0.000,-0.222
1142,0.020,-0.225
1143,0.034,-0.233
1144,0.014,-0.244
1145,-0.034,-0.262
1146,-0.020,-0.265
1147,0.081,-0.276
1148,0.193,-0.295
1149,0.247,-0.305
1150,0.236,-0.313
1151,0.176,-0.327
1152,0.139,-0.331
1153,0.149,-0.349
1154,0.199,-0.371
1155,0.257,-0.385
1156,0.314,-0.400
1157,0.348,-0.425
1158,0.358,-0.447
1159,0.378,-0.458
1160,0.416,-0.469
1161,0.429,-0.491
1162,0.436,-0.505
1163,0.456,-0.516
1164,0.483,-0.524
1165,0.507,-0.527
1166,0.520,-0.538
1167,0.534,-0.545
1168,0.541,-0.545
1169,0.534,-0.549
1170,0.534,-0.545
1171,0.534,-0.527
1172,0.537,-0.516
1173,0.537,-0.498
1174,0.527,-0.465
1175,0.490,-0.429
1176,0.453,-0.400
1177,0.419,-0.371
1178,0.355,-0.331
1179,0.294,-0.295
1180,0.294,-0.251
1181,0.348,-0.222
1182,0.378,-0.196
1183,0.351,-0.164
1184,0.311,-0.124
1185,0.257,-0.091
1186,0.230,-0.076
1187,0.230,-0.069
1188,0.233,-0.055
1189,0.203,-0.040
1190,0.135,-0.025
1191,0.047,-0.015
1192,-0.017,-0.011
1193,-0.051,-0.022
1194,-0.047,-0.025
1195,-0.024,-0.022
1196,0.000,-0.015
1197,0.000,-0.015
1198,-0.010,-0.015
1199,-0.044,-0.025
