'sample interval','ECG1','ECG2'
188,-1.500,0.240
189,-1.005,0.145
190,1.025,0.220
191,0.725,0.370
192,-1.360,0.340
193,-1.195,0.285
194,0.940,0.340
195,1.060,0.460
196,-1.000,0.440
197,-1.275,0.395
198,0.745,0.440
199,1.290,0.555
200,-0.665,0.535
201,-1.435,0.460
202,0.465,0.515
203,1.475,0.610
204,-0.315,0.620
205,-1.530,0.525
206,0.085,0.520
207,1.495,0.605
208,0.020,0.620
209,-1.570,0.510
210,-0.300,0.435
211,1.350,0.500
212,0.240,0.530
213,-1.590,0.365
214,-0.590,0.265
215,1.165,0.310
216,0.145,0.345
217,-1.720,0.205
218,-0.865,0.080
219,1.030,0.095
220,0.270,0.135
221,-1.695,0.035
222,-1.020,-0.065
223,0.990,-0.025
224,0.505,0.035
225,-1.550,-0.070
226,-1.265,-0.165
227,0.810,-0.135
228,0.650,-0.035
229,-1.435,-0.110
230,-1.420,-0.200
231,0.675,-0.170
232,0.850,-0.040
233,-1.250,-0.085
234,-1.650,-0.235
235,0.420,-0.185
236,1.075,-0.080
237,-0.885,-0.050
238,-1.885,-0.215
239,-0.050,-0.180
240,1.215,-0.080
241,-0.345,-0.045
242,-1.830,-0.170
243,-0.290,-0.200
244,1.210,-0.070
245,-0.150,-0.025
246,-1.865,-0.125
247,-0.710,-0.200
248,1.115,-0.115
249,0.265,-0.025
250,-1.675,-0.100
251,-1.025,-0.200
252,1.020,-0.130
253,0.680,-0.040
254,-1.410,-0.090
255,-1.415,-0.215
256,0.680,-0.160
257,0.805,-0.030
258,-1.240,-0.065
259,-1.605,-0.180
260,0.405,-0.185
261,0.960,-0.065
262,-0.990,-0.065
263,-1.735,-0.215
264,0.145,-0.160
265,1.140,-0.065
266,-0.635,-0.065
267,-1.890,-0.200
268,-0.250,-0.215
269,1.200,-0.120
270,-0.120,-0.075
271,-1.835,-0.150
272,-0.710,-0.240
273,1.125,-0.140
274,0.295,-0.060
275,-1.685,-0.140
276,-1.180,-0.235
277,0.855,-0.175
278,0.645,-0.070
279,-1.440,-0.120
280,-1.475,-0.210
281,0.630,-0.195
282,1.010,-0.065
283,-1.015,-0.070
284,-1.580,-0.180
285,0.370,-0.205
286,0.985,-0.050
287,-0.970,-0.060
288,-1.700,-0.195
289,0.195,-0.195
290,1.020,-0.060
291,-0.805,-0.085
292,-1.710,-0.190
293,0.170,-0.165
294,1.190,-0.060
295,-0.565,-0.070
296,-1.675,-0.160
297,0.065,-0.170
298,1.285,-0.015
299,-0.320,0.070
300,-1.700,-0.025
301,-0.245,-0.020
302,1.360,0.100
303,0.205,0.215
304,-1.590,0.055
305,-0.670,-0.050
306,1.220,-0.035
307,0.550,-0.005
308,-1.520,-0.125
309,-1.190,-0.300
310,0.890,-0.305
311,0.860,-0.190
312,-1.230,-0.210
313,-1.395,-0.295
314,0.655,-0.275
315,0.905,-0.160
316,-1.210,-0.185
317,-1.635,-0.260
318,0.390,-0.235
319,0.785,-0.145
320,-1.220,-0.165
321,-1.595,-0.290
322,0.460,-0.245
323,0.950,-0.140
324,-1.055,-0.180
325,-1.645,-0.295
326,0.315,-0.285
327,0.945,-0.165
328,-0.985,-0.200
329,-1.720,-0.300
330,0.215,-0.270
331,1.095,-0.160
332,-0.770,-0.130
333,-1.920,-0.175
334,-0.255,0.020
335,1.185,0.355
336,-0.135,0.400
337,-1.445,0.220
338,0.125,0.360
339,2.145,0.570
340,1.605,0.000
341,-0.050,-0.845
342,0.665,-1.455
343,1.805,-1.700
344,0.360,-1.970
345,-1.945,-2.445
346,-1.585,-2.630
347,0.550,-2.480
348,-0.055,-2.105
349,-1.940,-1.675
350,-1.005,-1.045
351,1.040,-0.495
352,0.330,-0.135
353,-1.625,-0.065
354,-0.960,-0.100
355,0.940,-0.005
356,0.250,0.050
357,-1.700,-0.030
358,-1.155,-0.090
359,0.885,-0.045
360,0.490,0.055
361,-1.530,-0.010
362,-1.235,-0.095
363,0.825,-0.035
364,0.820,0.080
365,-1.295,0.040
366,-1.615,-0.100
367,0.420,0.005
368,1.030,0.105
369,-0.920,0.085
370,-1.705,-0.025
371,0.220,-0.020
372,1.155,0.090
373,-0.635,0.145
374,-1.790,0.000
375,-0.100,-0.005
376,1.120,0.105
377,-0.490,0.155
378,-1.760,0.055
379,-0.160,0.070
380,1.250,0.185
381,-0.155,0.205
382,-1.555,0.145
383,-0.110,0.130
384,1.265,0.275
385,-0.180,0.315
386,-1.645,0.230
387,-0.215,0.190
388,1.315,0.350
389,0.005,0.415
390,-1.555,0.340
391,-0.250,0.355
392,1.425,0.495
393,0.320,0.545
394,-1.430,0.435
395,-0.330,0.425
396,1.425,0.535
397,0.525,0.605
398,-1.360,0.510
399,-0.540,0.430
400,1.380,0.505
401,0.765,0.590
402,-1.315,0.550
403,-0.875,0.440
404,1.130,0.460
405,0.855,0.530
406,-1.255,0.450
407,-1.275,0.300
408,0.790,0.300
409,1.035,0.395
410,-1.030,0.335
411,-1.415,0.140
412,0.570,0.115
413,0.995,0.175
414,-1.045,0.105
415,-1.650,-0.030
416,0.280,-0.060
417,0.935,-0.005
418,-0.950,-0.020
419,-1.675,-0.170
420,0.230,-0.170
421,1.035,-0.070
422,-0.830,-0.105
423,-1.745,-0.240
424,0.130,-0.225
425,1.065,-0.125
426,-0.740,-0.105
427,-1.765,-0.255
428,0.015,-0.235
429,1.190,-0.165
430,-0.465,-0.115
431,-1.840,-0.240
432,-0.365,-0.250
433,1.185,-0.145
434,-0.070,-0.065
435,-1.765,-0.145
436,-0.700,-0.225
437,1.250,-0.110
438,0.580,-0.040
439,-1.455,-0.055
440,-0.945,0.045
441,1.025,0.390
442,0.735,0.605
443,-1.395,0.630
444,-1.470,0.140
445,0.390,-0.585
446,0.265,-1.645
447,-1.865,-2.920
448,-2.195,-3.455
449,0.005,-3.820
450,0.565,-4.275
451,-1.305,-4.920
452,-1.570,-5.110
453,0.680,-4.755
454,1.030,-4.285
455,-1.010,-3.785
456,-1.725,-3.225
457,0.220,-2.520
458,0.560,-2.110
459,-1.515,-2.115
460,-2.220,-2.110
461,-0.070,-1.685
462,0.685,-1.365
463,-1.155,-1.140
464,-2.000,-1.075
465,-0.030,-0.765
466,1.115,-0.475
467,-0.525,-0.255
468,-1.690,-0.130
469,0.015,0.050
470,1.330,0.265
471,-0.155,0.355
472,-1.715,0.315
473,-0.375,0.345
474,1.245,0.475
475,0.060,0.540
476,-1.650,0.450
477,-0.520,0.435
478,1.185,0.535
479,0.130,0.605
480,-1.545,0.560
481,-0.300,0.545
482,1.330,0.650
483,0.075,0.740
484,-1.525,0.665
485,-0.220,0.685
486,1.350,0.815
487,0.090,0.920
488,-1.455,0.865
489,-0.150,0.850
490,1.530,0.990
491,0.385,1.175
492,-1.260,1.170
493,-0.100,1.230
494,1.660,1.405
495,0.665,1.560
496,-1.050,1.565
497,-0.065,1.535
498,1.815,1.645
499,1.120,1.785
500,-0.895,1.750
501,-0.390,1.635
502,1.605,1.705
503,1.220,1.795
504,-0.815,1.810
505,-0.630,1.740
506,1.360,1.795
507,1.265,1.870
508,-0.860,1.745
509,-0.765,1.550
510,1.170,1.540
511,0.980,1.530
512,-1.115,1.360
513,-1.085,1.120
514,0.935,1.025
515,0.830,1.020
516,-1.230,0.830
517,-1.245,0.630
518,0.775,0.575
519,0.780,0.565
520,-1.280,0.425
521,-1.450,0.250
522,0.570,0.225
523,0.820,0.255
524,-1.205,0.160
525,-1.675,0.015
526,0.020,0.005
527,0.255,0.020
528,-0.495,-0.025
529,-0.640,0.010
530,-0.055,-0.045
531,0.095,-0.140
532,-0.545,-0.140
533,-0.785,-0.060
534,-0.200,-0.110
535,0.120,-0.180
536,-0.420,-0.225
537,-0.770,-0.150
538,-0.250,-0.135
539,0.135,-0.205
540,-0.345,-0.255
541,-0.780,-0.160
542,-0.355,-0.195
543,0.090,-0.230
544,-0.315,-0.250
545,-0.765,-0.190
546,-0.370,-0.185
547,0.110,-0.250
548,-0.280,-0.255
549,-0.770,-0.220
550,-0.435,-0.150
551,0.115,-0.210
552,-0.200,-0.260
553,-0.775,-0.215
554,-0.505,-0.150
555,0.095,-0.195
556,-0.115,-0.260
557,-0.740,-0.220
558,-0.570,-0.185
559,0.060,-0.205
560,-0.010,-0.255
561,-0.690,-0.230
562,-0.670,-0.160
563,-0.035,-0.185
564,0.065,-0.240
565,-0.585,-0.225
566,-0.730,-0.185
567,-0.135,-0.175
568,0.115,-0.270
569,-0.425,-0.240
570,-0.770,-0.180
571,-0.230,-0.180
572,0.140,-0.225
573,-0.310,-0.260
574,-0.720,-0.180
575,-0.295,-0.165
576,0.140,-0.230
577,-0.235,-0.255
578,-0.715,-0.215
579,-0.295,-0.180
580,0.135,-0.255
581,-0.260,-0.280
582,-0.720,-0.235
583,-0.265,-0.170
584,0.190,-0.270
585,-0.265,-0.270
586,-0.750,-0.235
587,-0.325,-0.180
588,0.100,-0.255
589,-0.245,-0.305
590,-0.770,-0.250
591,-0.335,-0.200
592,0.160,-0.280
593,-0.225,-0.310
594,-0.740,-0.225
595,-0.420,-0.205
596,0.160,-0.290
597,-0.040,-0.325
598,-0.705,-0.255
599,-0.565,-0.220
600,0.100,-0.250
601,0.055,-0.325
602,-0.580,-0.270
603,-0.620,-0.210
604,0.025,-0.250
605,0.100,-0.340
606,-0.510,-0.340
607,-0.675,-0.200
608,-0.075,-0.215
609,0.105,-0.315
610,-0.495,-0.315
611,-0.685,-0.225
612,-0.110,-0.220
613,0.080,-0.290
614,-0.510,-0.305
615,-0.680,-0.255
616,-0.070,-0.245
617,0.140,-0.285
618,-0.480,-0.300
619,-0.635,-0.250
620,-0.020,-0.260
621,0.135,-0.325
622,-0.490,-0.290
623,-0.685,-0.245
624,-0.060,-0.245
625,0.180,-0.300
626,-0.420,-0.290
627,-0.700,-0.245
628,-0.170,-0.240
629,0.195,-0.285
630,-0.255,-0.290
631,-0.705,-0.255
632,-0.300,-0.195
633,0.175,-0.270
634,-0.155,-0.335
635,-0.710,-0.270
636,-0.430,-0.260
637,0.155,-0.300
638,-0.060,-0.300
639,-0.685,-0.275
640,-0.475,-0.205
641,0.115,-0.270
642,-0.105,-0.295
643,-0.685,-0.270
644,-0.510,-0.225
645,0.125,-0.245
646,-0.060,-0.325
647,-0.635,-0.260
648,-0.495,-0.220
649,0.100,-0.250
650,-0.030,-0.340
651,-0.630,-0.295
652,-0.560,-0.255
653,0.050,-0.285
654,0.030,-0.340
655,-0.600,-0.320
656,-0.650,-0.270
657,-0.045,-0.240
658,0.160,-0.345
659,-0.440,-0.325
660,-0.735,-0.270
661,-0.185,-0.240
662,0.180,-0.310
663,-0.345,-0.360
664,-0.755,-0.270
665,-0.330,-0.240
666,0.150,-0.310
667,-0.235,-0.350
668,-0.750,-0.320
669,-0.415,-0.255
670,0.160,-0.305
671,-0.120,-0.350
672,-0.680,-0.300
673,-0.455,-0.225
674,0.135,-0.290
675,-0.075,-0.345
676,-0.665,-0.310
677,-0.500,-0.200
678,0.125,-0.245
679,-0.040,-0.290
680,-0.640,-0.255
681,-0.465,-0.215
682,0.160,-0.205
683,0.065,-0.215
684,-0.550,-0.145
685,-0.475,-0.105
686,0.125,-0.080
687,0.235,-0.125
688,-0.410,-0.100
689,-0.475,-0.105
690,0.160,-0.170
691,0.250,-0.260
692,-0.430,-0.295
693,-0.620,-0.300
694,-0.035,-0.395
695,0.200,-0.455
696,-0.370,-0.435
697,-0.690,-0.330
698,-0.185,-0.345
699,0.150,-0.380
700,-0.375,-0.420
701,-0.785,-0.305
702,-0.345,-0.265
703,0.060,-0.370
704,-0.380,-0.420
705,-0.830,-0.385
706,-0.385,-0.325
707,0.090,-0.410
708,-0.320,-0.440
709,-0.790,-0.390
710,-0.415,-0.345
711,0.110,-0.430
712,-0.275,-0.425
713,-0.820,-0.405
714,-0.500,-0.345
715,0.010,-0.375
716,-0.385,-0.315
717,-0.885,-0.045
718,-0.350,0.190
719,0.395,0.150
720,0.455,0.060
721,0.265,0.340
722,0.860,0.485
723,1.715,-0.190
724,1.525,-0.975
725,0.300,-1.310
726,-0.325,-1.490
727,-0.125,-1.820
728,-0.470,-2.030
729,-1.280,-2.390
730,-1.255,-2.445
731,-0.380,-2.065
732,-0.140,-1.635
733,-0.640,-1.220
734,-0.715,-0.735
735,-0.135,-0.365
736,0.060,-0.265
737,-0.535,-0.240
738,-0.820,-0.180
739,-0.240,-0.160
740,0.070,-0.220
741,-0.490,-0.235
742,-0.790,-0.160
743,-0.260,-0.155
744,0.040,-0.220
745,-0.510,-0.205
746,-0.790,-0.160
747,-0.245,-0.150
748,0.090,-0.180
749,-0.430,-0.195
750,-0.780,-0.140
751,-0.270,-0.110
752,0.110,-0.180
753,-0.395,-0.190
754,-0.825,-0.130
755,-0.335,-0.045
756,0.145,-0.155
757,-0.235,-0.165
758,-0.770,-0.070
759,-0.415,-0.035
760,0.150,-0.105
761,-0.110,-0.140
762,-0.730,-0.065
763,-0.560,0.010
764,0.095,-0.025
765,0.030,-0.030
766,-0.595,0.020
767,-0.590,0.080
768,0.070,0.065
769,0.130,0.050
770,-0.520,0.075
771,-0.630,0.195
772,0.005,0.205
773,0.165,0.170
774,-0.425,0.160
775,-0.555,0.300
776,0.050,0.340
777,0.275,0.295
778,-0.280,0.360
779,-0.505,0.375
780,0.075,0.445
781,0.355,0.360
782,-0.190,0.365
783,-0.510,0.425
784,0.020,0.465
785,0.415,0.390
786,-0.025,0.395
787,-0.470,0.440
788,-0.040,0.475
789,0.495,0.410
790,0.150,0.360
791,-0.445,0.405
792,-0.200,0.445
793,0.400,0.380
794,0.220,0.270
795,-0.420,0.265
796,-0.390,0.295
797,0.230,0.220
798,0.245,0.125
799,-0.410,0.120
800,-0.550,0.160
801,0.050,0.110
802,0.195,0.000
803,-0.430,-0.040
804,-0.645,0.010
805,-0.040,0.005
806,0.200,-0.100
807,-0.400,-0.140
808,-0.665,-0.100
809,-0.120,-0.100
810,0.180,-0.170
811,-0.375,-0.175
812,-0.745,-0.170
813,-0.215,-0.155
814,0.180,-0.225
815,-0.260,-0.225
816,-0.720,-0.175
817,-0.285,-0.125
818,0.220,-0.205
819,-0.135,-0.240
820,-0.695,-0.180
821,-0.450,-0.150
822,0.180,-0.200
823,0.050,-0.250
824,-0.600,-0.205
825,-0.625,-0.145
826,0.055,-0.180
827,0.150,-0.240
828,-0.475,-0.235
829,-0.635,-0.165
830,-0.015,-0.180
831,0.175,-0.235
832,-0.410,-0.250
833,-0.685,-0.150
834,-0.080,-0.155
835,0.225,-0.195
836,-0.305,-0.235
837,-0.710,-0.180
838,-0.195,-0.145
839,0.200,-0.215
840,-0.240,-0.245
841,-0.715,-0.210
842,-0.330,-0.160
843,0.170,-0.215
844,-0.215,-0.250
845,-0.730,-0.210
846,-0.390,-0.195
847,0.200,-0.235
848,-0.045,-0.310
849,-0.680,-0.285
850,-0.510,-0.230
851,0.110,-0.210
852,0.055,-0.320
853,-0.605,-0.280
854,-0.645,-0.230
855,0.025,-0.240
856,0.150,-0.315
857,-0.490,-0.310
858,-0.680,-0.255
859,-0.060,-0.245
860,0.160,-0.350
861,-0.450,-0.350
862,-0.740,-0.255
863,-0.160,-0.265
864,0.170,-0.315
865,-0.370,-0.365
866,-0.720,-0.285
867,-0.240,-0.260
868,0.185,-0.335
869,-0.300,-0.370
870,-0.725,-0.290
871,-0.255,-0.230
872,0.205,-0.320
873,-0.225,-0.310
874,-0.650,-0.230
875,-0.130,-0.120
876,0.290,-0.165
877,-0.160,-0.165
878,-0.595,-0.080
879,-0.060,-0.030
880,0.390,-0.140
881,-0.065,-0.190
882,-0.605,-0.185
883,-0.240,-0.185
884,0.225,-0.330
885,-0.145,-0.475
886,-0.680,-0.410
887,-0.345,-0.380
888,0.195,-0.410
889,-0.110,-0.445
890,-0.735,-0.400
891,-0.545,-0.340
892,0.040,-0.360
893,-0.110,-0.415
894,-0.770,-0.400
895,-0.690,-0.355
896,-0.040,-0.405
897,-0.030,-0.440
898,-0.675,-0.470
899,-0.720,-0.395
900,-0.100,-0.405
901,0.020,-0.460
902,-0.600,-0.440
903,-0.710,-0.390
904,-0.090,-0.370
905,0.075,-0.430
906,-0.550,-0.410
907,-0.735,-0.365
908,-0.190,-0.300
909,-0.080,-0.170
910,-0.575,0.040
911,-0.585,0.130
912,0.280,0.080
913,0.920,0.195
914,0.745,0.365
915,0.855,-0.205
916,1.530,-0.945
917,1.445,-1.525
918,0.180,-1.790
919,-0.740,-2.115
920,-0.705,-2.320
921,-0.480,-2.520
922,-0.780,-2.740
923,-1.185,-2.610
924,-0.675,-1.855
925,0.055,-1.290
926,-0.115,-0.890
927,-0.720,-0.495
928,-0.590,-0.210
929,-0.005,-0.210
930,-0.175,-0.290
931,-0.750,-0.220
932,-0.620,-0.165
933,0.040,-0.210
934,-0.080,-0.285
935,-0.725,-0.260
936,-0.615,-0.180
937,0.000,-0.215
938,-0.080,-0.240
939,-0.710,-0.210
940,-0.635,-0.150
941,-0.010,-0.180
942,-0.065,-0.210
943,-0.665,-0.225
944,-0.635,-0.140
945,0.000,-0.120
946,0.030,-0.200
947,-0.610,-0.170
948,-0.680,-0.100
949,-0.020,-0.085
950,0.120,-0.150
951,-0.530,-0.125
952,-0.715,-0.070
953,-0.100,-0.055
954,0.165,-0.090
955,-0.340,-0.110
956,-0.730,0.005
957,-0.220,0.025
958,0.210,-0.015
959,-0.215,-0.035
960,-0.645,0.080
961,-0.205,0.115
962,0.290,0.090
963,-0.125,0.075
964,-0.585,0.160
965,-0.215,0.235
966,0.305,0.215
967,-0.075,0.210
968,-0.560,0.240
969,-0.125,0.310
970,0.350,0.275
971,-0.085,0.245
972,-0.540,0.345
973,-0.090,0.375
974,0.390,0.325
975,-0.025,0.275
976,-0.535,0.315
977,-0.135,0.335
978,0.375,0.280
979,0.000,0.235
980,-0.570,0.250
981,-0.260,0.250
982,0.250,0.200
983,-0.050,0.095
984,-0.640,0.115
985,-0.430,0.110
986,0.145,0.005
987,-0.080,-0.105
988,-0.715,-0.080
989,-0.535,-0.065
990,0.095,-0.140
991,-0.080,-0.190
992,-0.695,-0.195
993,-0.575,-0.170
994,0.025,-0.225
995,-0.095,-0.290
996,-0.720,-0.285
997,-0.560,-0.240
998,0.065,-0.265
999,-0.120,-0.345
1000,-0.700,-0.335
1001,-0.555,-0.260
1002,0.075,-0.315
1003,-0.105,-0.340
1004,-0.715,-0.305
1005,-0.535,-0.230
1006,0.095,-0.275
1007,-0.055,-0.325
1008,-0.670,-0.305
1009,-0.550,-0.255
1010,0.060,-0.265
1011,-0.030,-0.320
1012,-0.695,-0.285
1013,-0.585,-0.225
1014,0.070,-0.260
1015,0.015,-0.340
1016,-0.630,-0.300
1017,-0.615,-0.250
1018,0.025,-0.285
1019,0.060,-0.345
1020,-0.585,-0.290
1021,-0.660,-0.235
1022,-0.040,-0.275
1023,0.060,-0.315
1024,-0.530,-0.330
1025,-0.700,-0.260
1026,-0.135,-0.280
1027,0.120,-0.335
1028,-0.465,-0.360
1029,-0.760,-0.295
1030,-0.205,-0.280
1031,0.125,-0.355
1032,-0.410,-0.330
1033,-0.760,-0.270
1034,-0.225,-0.275
1035,0.150,-0.345
1036,-0.365,-0.330
1037,-0.760,-0.305
1038,-0.265,-0.270
1039,0.160,-0.355
1040,-0.355,-0.355
1041,-0.775,-0.290
1042,-0.305,-0.290
1043,0.145,-0.365
1044,-0.300,-0.360
1045,-0.775,-0.295
1046,-0.335,-0.275
1047,0.155,-0.305
1048,-0.155,-0.350
1049,-0.730,-0.315
1050,-0.445,-0.275
1051,0.130,-0.300
1052,-0.105,-0.375
1053,-0.710,-0.310
1054,-0.575,-0.240
1055,0.070,-0.295
1056,0.015,-0.345
1057,-0.630,-0.285
1058,-0.605,-0.220
1059,0.080,-0.255
1060,0.205,-0.280
1061,-0.455,-0.210
1062,-0.565,-0.110
1063,0.050,-0.060
1064,0.225,-0.110
1065,-0.330,-0.075
1066,-0.460,-0.015
1067,0.120,-0.060
1068,0.250,-0.230
1069,-0.385,-0.230
1070,-0.585,-0.220
1071,0.015,-0.335
1072,0.165,-0.495
1073,-0.510,-0.450
1074,-0.630,-0.380
1075,0.000,-0.370
1076,0.115,-0.420
1077,-0.530,-0.425
1078,-0.715,-0.380
1079,-0.145,-0.330
1080,0.040,-0.380
1081,-0.570,-0.415
1082,-0.815,-0.330
1083,-0.235,-0.390
1084,0.070,-0.455
1085,-0.475,-0.495
1086,-0.815,-0.395
1087,-0.270,-0.400
1088,0.115,-0.415
1089,-0.365,-0.480
1090,-0.805,-0.425
1091,-0.340,-0.355
1092,0.105,-0.395
1093,-0.350,-0.460
1094,-0.840,-0.320
1095,-0.455,-0.110
1096,0.085,0.060
1097,-0.165,0.095
1098,-0.320,0.100
1099,0.540,0.310
1100,1.315,0.345
1101,1.210,-0.365
1102,0.950,-1.075
1103,0.975,-1.515
1104,0.630,-1.835
1105,-0.390,-2.240
1106,-1.280,-2.560
1107,-0.960,-2.570
1108,-0.270,-2.595
1109,-0.655,-2.245
1110,-0.980,-1.535
1111,-0.335,-0.970
1112,0.110,-0.650
1113,-0.380,-0.365
1114,-0.875,-0.205
1115,-0.455,-0.155
1116,0.065,-0.195
1117,-0.255,-0.250
1118,-0.835,-0.205
1119,-0.535,-0.135
1120,0.055,-0.200
1121,-0.200,-0.220
1122,-0.765,-0.195
1123,-0.480,-0.150
1124,0.055,-0.225
1125,-0.135,-0.205
1126,-0.750,-0.210
1127,-0.485,-0.115
1128,0.070,-0.170
1129,-0.195,-0.225
1130,-0.760,-0.165
1131,-0.470,-0.115
1132,0.100,-0.170
1133,-0.215,-0.190
1134,-0.765,-0.145
1135,-0.415,-0.110
1136,0.135,-0.090
1137,-0.170,-0.140
1138,-0.730,-0.070
1139,-0.465,-0.020
1140,0.115,-0.040
1141,-0.070,-0.085
1142,-0.720,0.000
1143,-0.520,0.045
1144,0.140,0.025
1145,0.090,0.005
1146,-0.535,0.040
1147,-0.550,0.140
1148,0.105,0.165
1149,0.220,0.120
1150,-0.385,0.135
1151,-0.575,0.230
1152,0.050,0.250
1153,0.315,0.200
1154,-0.220,0.225
1155,-0.530,0.330
1156,0.050,0.350
1157,0.390,0.295
1158,-0.120,0.270
1159,-0.465,0.320
1160,0.020,0.370
1161,0.405,0.315
1162,-0.085,0.290
1163,-0.490,0.330
1164,-0.010,0.335
1165,0.365,0.280
1166,-0.165,0.210
1167,-0.610,0.260
1168,-0.165,0.250
1169,0.285,0.125
1170,-0.235,0.060
1171,-0.705,0.090
1172,-0.295,0.075
1173,0.180,-0.050
1174,-0.205,-0.165
1175,-0.765,-0.135
1176,-0.440,-0.100
1177,0.125,-0.225
1178,-0.170,-0.300
1179,-0.805,-0.290
1180,-0.575,-0.240
1181,0.035,-0.320
1182,-0.075,-0.415
1183,-0.695,-0.385
1184,-0.595,-0.335
1185,0.025,-0.360
1186,0.015,-0.445
1187,-0.620,-0.465
1188,-0.690,-0.370
1189,-0.105,-0.355
1190,0.065,-0.445
1191,-0.520,-0.415
1192,-0.675,-0.370
1193,-0.125,-0.395
1194,0.110,-0.430
1195,-0.485,-0.390
1196,-0.735,-0.335
1197,-0.165,-0.315
1198,0.085,-0.410
1199,-0.470,-0.400
1200,-0.715,-0.345
1201,-0.140,-0.320
1202,0.095,-0.405
1203,-0.500,-0.390
1204,-0.715,-0.345
1205,-0.125,-0.335
1206,0.045,-0.410
1207,-0.545,-0.415
1208,-0.735,-0.315
1209,-0.155,-0.350
