'sample interval','ECG','ECG'
101,-0.223,-0.010
102,-0.210,-0.018
103,-0.200,-0.010
104,-0.200,-0.013
105,-0.203,-0.022
106,-0.227,-0.033
107,-0.240,-0.048
108,-0.277,-0.060
109,-0.277,-0.052
110,-0.280,-0.040
111,-0.273,-0.022
112,-0.237,-0.007
113,-0.220,0.000
114,-0.203,0.015
115,-0.197,0.005
116,-0.203,0.020
117,-0.223,0.018
118,-0.240,0.010
119,-0.263,0.013
120,-0.293,0.000
121,-0.310,0.005
122,-0.317,0.005
123,-0.320,0.005
124,-0.317,0.010
125,-0.330,0.005
126,-0.327,0.013
127,-0.317,0.003
128,-0.313,0.003
129,-0.317,0.005
130,-0.327,0.000
131,-0.327,0.000
132,-0.340,-0.010
133,-0.347,-0.003
134,-0.337,-0.003
135,-0.337,0.000
136,-0.333,0.013
137,-0.327,0.010
138,-0.333,0.028
139,-0.317,0.022
140,-0.307,0.022
141,-0.303,0.018
142,-0.317,0.010
143,-0.310,0.005
144,-0.317,0.000
145,-0.320,0.000
146,-0.313,0.007
147,-0.313,0.010
148,-0.300,0.022
149,-0.293,0.025
150,-0.297,0.025
151,-0.273,0.020
152,-0.287,0.020
153,-0.280,0.020
154,-0.287,0.025
155,-0.293,0.043
156,-0.293,0.052
157,-0.293,0.075
158,-0.303,0.110
159,-0.313,0.160
160,-0.307,0.210
161,-0.317,0.242
162,-0.323,0.270
163,-0.327,0.292
164,-0.327,0.323
165,-0.327,0.355
166,-0.330,0.372
167,-0.340,0.375
168,-0.333,0.350
169,-0.333,0.270
170,-0.303,0.152
171,-0.240,0.000
172,-0.133,-0.158
173,0.023,-0.258
174,0.180,-0.255
175,0.330,-0.175
176,0.433,-0.060
177,0.477,0.028
178,0.450,0.045
179,0.357,0.033
180,0.200,-0.015
181,-0.020,-0.060
182,-0.267,-0.083
183,-0.507,-0.085
184,-0.713,-0.065
185,-0.830,-0.048
186,-0.877,-0.025
187,-0.853,-0.015
188,-0.793,-0.013
189,-0.713,-0.020
190,-0.640,-0.022
191,-0.577,-0.030
192,-0.523,-0.035
193,-0.477,-0.028
194,-0.433,-0.018
195,-0.397,-0.010
196,-0.370,-0.007
197,-0.347,-0.003
198,-0.330,-0.010
199,-0.310,-0.007
200,-0.297,-0.015
201,-0.293,-0.025
202,-0.287,-0.020
203,-0.280,-0.033
204,-0.277,-0.033
205,-0.263,-0.030
206,-0.260,-0.028
207,-0.243,-0.028
208,-0.233,-0.030
209,-0.220,-0.025
210,-0.213,-0.030
211,-0.213,-0.020
212,-0.177,-0.018
213,-0.190,-0.025
214,-0.183,-0.025
215,-0.187,-0.045
216,-0.193,-0.050
217,-0.177,-0.045
218,-0.183,-0.040
219,-0.170,-0.035
220,-0.170,-0.033
221,-0.163,-0.028
222,-0.150,-0.035
223,-0.143,-0.030
224,-0.130,-0.033
225,-0.130,-0.037
226,-0.137,-0.045
227,-0.130,-0.062
228,-0.143,-0.065
229,-0.113,-0.058
230,-0.117,-0.062
231,-0.117,-0.052
232,-0.100,-0.048
233,-0.080,-0.045
234,-0.070,-0.045
235,-0.070,-0.052
236,-0.057,-0.055
237,-0.060,-0.055
238,-0.060,-0.058
239,-0.053,-0.070
240,-0.070,-0.075
241,-0.070,-0.080
242,-0.080,-0.085
243,-0.087,-0.083
244,-0.050,-0.070
245,-0.037,-0.070
246,-0.030,-0.070
247,-0.017,-0.062
248,-0.013,-0.070
249,-0.013,-0.090
250,-0.013,-0.092
251,-0.013,-0.105
252,-0.013,-0.105
253,0.000,-0.100
254,-0.010,-0.100
255,0.000,-0.098
256,0.023,-0.087
257,0.033,-0.087
258,0.033,-0.087
259,0.030,-0.100
260,0.050,-0.090
261,0.047,-0.095
262,0.037,-0.098
263,0.030,-0.107
264,0.023,-0.110
265,0.040,-0.100
266,0.050,-0.105
267,0.050,-0.098
268,0.060,-0.102
269,0.073,-0.083
270,0.073,-0.080
271,0.070,-0.087
272,0.080,-0.080
273,0.077,-0.095
274,0.063,-0.100
275,0.073,-0.100
276,0.057,-0.115
277,0.057,-0.107
278,0.070,-0.107
279,0.077,-0.092
280,0.083,-0.080
281,0.103,-0.077
282,0.100,-0.065
283,0.097,-0.070
284,0.093,-0.072
285,0.083,-0.060
286,0.087,-0.070
287,0.063,-0.075
288,0.063,-0.062
289,0.063,-0.058
290,0.050,-0.055
291,0.037,-0.052
292,0.043,-0.037
293,0.053,-0.022
294,0.037,-0.010
295,0.030,-0.010
296,0.010,-0.018
297,-0.007,-0.013
298,0.007,-0.010
299,-0.017,-0.013
300,-0.023,-0.020
301,-0.040,-0.005
302,-0.047,-0.010
303,-0.053,0.000
304,-0.067,0.003
305,-0.060,0.007
306,-0.063,0.010
307,-0.067,0.013
308,-0.070,0.010
309,-0.090,0.005
310,-0.117,-0.003
311,-0.130,0.003
312,-0.133,0.005
313,-0.147,0.005
314,-0.153,0.013
315,-0.163,0.010
316,-0.163,0.025
317,-0.157,0.028
318,-0.170,0.030
319,-0.170,0.037
320,-0.173,0.045
321,-0.180,0.040
322,-0.193,0.033
323,-0.200,0.033
324,-0.217,0.030
325,-0.223,0.028
326,-0.230,0.043
327,-0.217,0.058
328,-0.210,0.062
329,-0.210,0.065
330,-0.213,0.072
331,-0.213,0.087
332,-0.210,0.080
333,-0.220,0.070
334,-0.217,0.077
335,-0.213,0.068
336,-0.240,0.072
337,-0.250,0.077
338,-0.257,0.087
339,-0.240,0.092
340,-0.240,0.102
341,-0.240,0.105
342,-0.237,0.105
343,-0.237,0.110
344,-0.230,0.110
345,-0.240,0.105
346,-0.247,0.102
347,-0.253,0.102
348,-0.263,0.105
349,-0.263,0.098
350,-0.270,0.098
351,-0.273,0.110
352,-0.270,0.110
353,-0.263,0.122
354,-0.257,0.133
355,-0.270,0.130
356,-0.273,0.130
357,-0.267,0.125
358,-0.277,0.115
359,-0.287,0.105
360,-0.287,0.098
361,-0.290,0.107
362,-0.287,0.100
363,-0.290,0.107
364,-0.270,0.117
365,-0.270,0.110
366,-0.260,0.117
367,-0.253,0.105
368,-0.257,0.105
369,-0.260,0.098
370,-0.280,0.083
371,-0.280,0.090
372,-0.273,0.083
373,-0.283,0.080
374,-0.283,0.080
375,-0.280,0.080
376,-0.270,0.072
377,-0.267,0.080
378,-0.253,0.090
379,-0.247,0.080
380,-0.270,0.085
381,-0.273,0.080
382,-0.280,0.062
383,-0.280,0.062
384,-0.283,0.052
385,-0.280,0.058
386,-0.270,0.052
387,-0.277,0.055
388,-0.280,0.062
389,-0.280,0.060
390,-0.277,0.075
391,-0.260,0.052
392,-0.270,0.058
393,-0.263,0.058
394,-0.267,0.045
395,-0.270,0.040
396,-0.270,0.030
397,-0.287,0.040
398,-0.280,0.035
399,-0.280,0.037
400,-0.273,0.052
401,-0.260,0.055
402,-0.257,0.050
403,-0.250,0.045
404,-0.257,0.045
405,-0.250,0.045
406,-0.253,0.040
407,-0.260,0.030
408,-0.263,0.033
409,-0.280,0.028
410,-0.270,0.028
411,-0.270,0.030
412,-0.263,0.048
413,-0.257,0.048
414,-0.253,0.045
415,-0.247,0.048
416,-0.250,0.037
417,-0.260,0.028
418,-0.270,0.018
419,-0.280,0.015
420,-0.280,0.013
421,-0.280,0.022
422,-0.283,0.028
423,-0.270,0.030
424,-0.263,0.033
425,-0.257,0.040
426,-0.257,0.040
427,-0.247,0.028
428,-0.250,0.028
429,-0.253,0.025
430,-0.257,0.018
431,-0.263,0.018
432,-0.277,0.022
433,-0.270,0.018
434,-0.273,0.015
435,-0.273,0.022
436,-0.267,0.022
437,-0.250,0.028
438,-0.250,0.028
439,-0.247,0.028
440,-0.247,0.022
441,-0.253,0.018
442,-0.253,0.013
443,-0.257,0.005
444,-0.263,0.010
445,-0.263,0.005
446,-0.263,0.015
447,-0.260,0.018
448,-0.257,0.022
449,-0.240,0.035
450,-0.240,0.030
451,-0.247,0.030
452,-0.237,0.028
453,-0.247,0.020
454,-0.243,0.007
455,-0.253,0.010
456,-0.260,0.010
457,-0.257,0.010
458,-0.273,0.010
459,-0.263,0.015
460,-0.257,0.022
461,-0.250,0.035
462,-0.243,0.037
463,-0.257,0.037
464,-0.237,0.045
465,-0.250,0.033
466,-0.257,0.025
467,-0.250,0.020
468,-0.257,0.018
469,-0.247,0.025
470,-0.240,0.030
471,-0.240,0.048
472,-0.223,0.060
473,-0.223,0.058
474,-0.217,0.055
475,-0.213,0.045
476,-0.200,0.055
477,-0.203,0.035
478,-0.213,0.020
479,-0.220,0.010
480,-0.233,0.000
481,-0.230,-0.005
482,-0.223,-0.015
483,-0.210,-0.010
484,-0.200,-0.018
485,-0.193,-0.020
486,-0.163,-0.022
487,-0.177,-0.028
488,-0.163,-0.022
489,-0.177,-0.037
490,-0.187,-0.037
491,-0.207,-0.040
492,-0.233,-0.062
493,-0.240,-0.062
494,-0.247,-0.052
495,-0.240,-0.045
496,-0.223,-0.035
497,-0.210,-0.020
498,-0.193,-0.010
499,-0.183,-0.003
500,-0.187,0.003
501,-0.190,0.000
502,-0.223,0.000
503,-0.240,-0.003
504,-0.270,-0.018
505,-0.293,-0.010
506,-0.303,-0.018
507,-0.310,-0.007
508,-0.317,-0.003
509,-0.307,0.000
510,-0.303,0.000
511,-0.293,0.000
512,-0.293,0.000
513,-0.293,0.000
514,-0.303,-0.013
515,-0.303,-0.010
516,-0.313,-0.022
517,-0.310,-0.022
518,-0.310,-0.022
519,-0.310,-0.018
520,-0.300,-0.005
521,-0.293,-0.005
522,-0.280,0.007
523,-0.277,0.003
524,-0.280,0.007
525,-0.280,-0.005
526,-0.290,-0.007
527,-0.287,-0.010
528,-0.297,-0.013
529,-0.300,-0.010
530,-0.293,-0.005
531,-0.293,0.000
532,-0.280,0.018
533,-0.280,0.018
534,-0.263,0.015
535,-0.257,0.020
536,-0.250,0.020
537,-0.247,0.022
538,-0.257,0.025
539,-0.263,0.035
540,-0.267,0.058
541,-0.273,0.098
542,-0.280,0.140
543,-0.293,0.185
544,-0.303,0.230
545,-0.303,0.260
546,-0.317,0.280
547,-0.317,0.307
548,-0.310,0.333
549,-0.320,0.360
550,-0.333,0.378
551,-0.357,0.370
552,-0.363,0.328
553,-0.373,0.235
554,-0.337,0.120
555,-0.267,-0.033
556,-0.163,-0.175
557,-0.023,-0.247
558,0.133,-0.240
559,0.277,-0.155
560,0.380,-0.060
561,0.423,0.013
562,0.407,0.028
563,0.330,0.000
564,0.187,-0.040
565,-0.037,-0.085
566,-0.300,-0.110
567,-0.567,-0.105
568,-0.770,-0.090
569,-0.887,-0.068
570,-0.910,-0.048
571,-0.860,-0.035
572,-0.777,-0.035
573,-0.700,-0.045
574,-0.627,-0.048
575,-0.570,-0.048
576,-0.523,-0.045
577,-0.480,-0.040
578,-0.453,-0.043
579,-0.417,-0.037
580,-0.380,-0.028
581,-0.343,-0.022
582,-0.327,-0.018
583,-0.310,-0.018
584,-0.283,-0.015
585,-0.287,-0.035
586,-0.280,-0.040
587,-0.263,-0.045
588,-0.263,-0.040
589,-0.240,-0.035
590,-0.243,-0.040
591,-0.223,-0.043
592,-0.207,-0.045
593,-0.193,-0.035
594,-0.177,-0.028
595,-0.170,-0.030
596,-0.163,-0.028
597,-0.170,-0.050
598,-0.177,-0.040
599,-0.163,-0.045
600,-0.183,-0.040
601,-0.157,-0.045
602,-0.170,-0.050
603,-0.160,-0.045
604,-0.163,-0.040
605,-0.147,-0.033
606,-0.130,-0.022
607,-0.127,-0.028
608,-0.120,-0.028
609,-0.130,-0.048
610,-0.127,-0.040
611,-0.117,-0.048
612,-0.130,-0.058
613,-0.123,-0.055
614,-0.123,-0.060
615,-0.117,-0.045
616,-0.100,-0.030
617,-0.093,-0.040
618,-0.077,-0.045
619,-0.083,-0.037
620,-0.073,-0.037
621,-0.067,-0.045
622,-0.073,-0.058
623,-0.067,-0.068
624,-0.077,-0.070
625,-0.060,-0.062
626,-0.067,-0.070
627,-0.060,-0.060
628,-0.040,-0.052
629,-0.033,-0.062
630,-0.023,-0.065
631,-0.027,-0.062
632,-0.023,-0.055
633,-0.017,-0.075
634,-0.027,-0.080
635,-0.020,-0.075
636,-0.023,-0.092
637,-0.027,-0.090
638,0.000,-0.087
639,-0.010,-0.092
640,0.010,-0.075
641,0.020,-0.075
642,0.023,-0.070
643,0.020,-0.070
644,0.027,-0.075
645,0.030,-0.080
646,0.030,-0.083
647,0.030,-0.085
648,0.017,-0.100
649,0.020,-0.092
650,0.013,-0.087
651,0.007,-0.080
652,0.030,-0.062
653,0.037,-0.062
654,0.030,-0.070
655,0.027,-0.070
656,0.030,-0.080
657,0.037,-0.087
658,0.043,-0.095
659,0.037,-0.095
660,0.027,-0.095
661,0.037,-0.087
662,0.050,-0.085
663,0.050,-0.080
664,0.053,-0.075
665,0.073,-0.075
666,0.077,-0.065
667,0.083,-0.070
668,0.083,-0.070
669,0.083,-0.070
670,0.067,-0.068
671,0.070,-0.070
672,0.067,-0.075
673,0.057,-0.080
674,0.060,-0.070
675,0.053,-0.062
676,0.053,-0.048
677,0.060,-0.040
678,0.047,-0.030
679,0.047,-0.028
680,0.033,-0.033
681,0.030,-0.025
682,0.040,-0.022
683,0.013,-0.028
684,0.000,-0.022
685,-0.010,-0.022
686,-0.023,-0.018
687,-0.027,-0.013
688,-0.030,0.005
689,-0.030,0.013
690,-0.043,0.018
691,-0.043,0.025
692,-0.050,0.022
693,-0.077,0.010
694,-0.090,0.018
695,-0.107,0.018
696,-0.113,0.022
697,-0.120,0.022
698,-0.140,0.028
699,-0.137,0.035
700,-0.140,0.040
701,-0.143,0.045
702,-0.147,0.048
703,-0.160,0.060
704,-0.157,0.058
705,-0.177,0.050
706,-0.183,0.043
707,-0.193,0.033
708,-0.207,0.043
709,-0.210,0.048
710,-0.217,0.045
711,-0.223,0.052
712,-0.237,0.060
713,-0.233,0.077
714,-0.217,0.083
715,-0.223,0.077
716,-0.223,0.080
717,-0.233,0.080
718,-0.240,0.072
719,-0.253,0.062
720,-0.280,0.065
721,-0.280,0.077
722,-0.283,0.072
723,-0.283,0.090
724,-0.277,0.105
725,-0.270,0.105
726,-0.273,0.115
727,-0.267,0.113
728,-0.267,0.115
729,-0.277,0.107
730,-0.290,0.107
731,-0.297,0.110
732,-0.317,0.105
733,-0.313,0.115
734,-0.317,0.110
735,-0.310,0.115
736,-0.310,0.128
737,-0.307,0.133
738,-0.307,0.142
739,-0.300,0.135
740,-0.303,0.140
741,-0.307,0.133
742,-0.327,0.128
743,-0.327,0.122
744,-0.340,0.117
745,-0.343,0.122
746,-0.343,0.122
747,-0.343,0.125
748,-0.333,0.130
749,-0.333,0.133
750,-0.330,0.142
751,-0.337,0.130
752,-0.337,0.128
753,-0.340,0.125
754,-0.347,0.117
755,-0.340,0.110
756,-0.350,0.110
757,-0.357,0.110
758,-0.350,0.110
759,-0.357,0.107
760,-0.353,0.115
761,-0.347,0.110
762,-0.350,0.110
763,-0.350,0.120
764,-0.347,0.102
765,-0.343,0.110
766,-0.343,0.095
767,-0.350,0.095
768,-0.340,0.090
769,-0.350,0.087
770,-0.350,0.083
771,-0.357,0.090
772,-0.350,0.090
773,-0.347,0.092
774,-0.343,0.098
775,-0.340,0.087
776,-0.337,0.090
777,-0.333,0.077
778,-0.343,0.062
779,-0.347,0.062
780,-0.357,0.065
781,-0.363,0.065
782,-0.363,0.068
783,-0.373,0.070
784,-0.367,0.080
785,-0.340,0.077
786,-0.343,0.085
787,-0.333,0.087
788,-0.337,0.075
789,-0.340,0.068
790,-0.340,0.062
791,-0.347,0.058
792,-0.350,0.052
793,-0.357,0.052
794,-0.363,0.062
795,-0.357,0.070
796,-0.353,0.075
797,-0.347,0.070
798,-0.350,0.065
799,-0.337,0.080
800,-0.340,0.075
801,-0.353,0.062
802,-0.353,0.062
803,-0.357,0.052
804,-0.357,0.050
805,-0.373,0.048
806,-0.380,0.050
807,-0.370,0.052
808,-0.347,0.068
809,-0.340,0.072
810,-0.340,0.077
811,-0.343,0.087
812,-0.340,0.072
813,-0.343,0.062
814,-0.350,0.058
815,-0.350,0.052
816,-0.350,0.052
817,-0.347,0.048
818,-0.350,0.052
819,-0.340,0.060
820,-0.340,0.075
821,-0.313,0.075
822,-0.320,0.070
823,-0.317,0.075
824,-0.317,0.070
825,-0.327,0.058
826,-0.327,0.050
827,-0.340,0.052
828,-0.350,0.058
829,-0.350,0.052
830,-0.367,0.052
831,-0.357,0.050
832,-0.357,0.055
833,-0.347,0.070
834,-0.343,0.068
835,-0.340,0.062
836,-0.337,0.068
837,-0.340,0.058
838,-0.340,0.055
839,-0.340,0.043
840,-0.357,0.045
841,-0.353,0.045
842,-0.357,0.052
843,-0.350,0.058
844,-0.350,0.058
845,-0.347,0.060
846,-0.340,0.062
847,-0.350,0.062
848,-0.343,0.058
849,-0.350,0.052
850,-0.357,0.058
851,-0.353,0.052
852,-0.357,0.043
853,-0.350,0.045
854,-0.360,0.037
855,-0.353,0.048
856,-0.343,0.052
857,-0.340,0.062
858,-0.320,0.070
859,-0.320,0.068
860,-0.323,0.080
861,-0.320,0.077
862,-0.333,0.065
863,-0.337,0.058
864,-0.333,0.058
865,-0.327,0.070
866,-0.330,0.065
867,-0.320,0.077
868,-0.310,0.087
869,-0.310,0.087
870,-0.307,0.080
871,-0.310,0.080
872,-0.307,0.075
873,-0.307,0.052
874,-0.327,0.037
875,-0.327,0.037
876,-0.330,0.020
877,-0.320,0.025
878,-0.313,0.018
879,-0.307,0.015
880,-0.280,0.022
881,-0.273,0.013
882,-0.273,0.018
883,-0.263,0.007
884,-0.270,0.007
885,-0.273,0.000
886,-0.303,-0.007
887,-0.320,-0.010
888,-0.337,-0.018
889,-0.343,-0.007
890,-0.343,-0.003
891,-0.333,0.000
892,-0.310,0.028
893,-0.293,0.035
894,-0.280,0.050
895,-0.273,0.052
896,-0.297,0.052
897,-0.317,0.040
898,-0.353,0.030
899,-0.373,0.037
900,-0.387,0.022
901,-0.403,0.025
902,-0.403,0.028
903,-0.410,0.028
904,-0.400,0.035
905,-0.403,0.037
906,-0.403,0.040
907,-0.387,0.035
908,-0.387,0.035
909,-0.387,0.035
910,-0.400,0.030
911,-0.403,0.022
912,-0.407,0.018
913,-0.413,0.018
914,-0.410,0.020
915,-0.413,0.025
916,-0.413,0.040
917,-0.403,0.045
918,-0.403,0.052
919,-0.383,0.052
920,-0.380,0.048
921,-0.390,0.045
922,-0.387,0.030
923,-0.397,0.035
924,-0.390,0.037
925,-0.397,0.035
926,-0.407,0.040
927,-0.397,0.045
928,-0.383,0.052
929,-0.367,0.052
930,-0.363,0.058
931,-0.350,0.052
932,-0.343,0.058
933,-0.350,0.062
934,-0.357,0.075
935,-0.363,0.080
936,-0.363,0.090
937,-0.380,0.122
938,-0.377,0.160
939,-0.377,0.207
940,-0.380,0.242
941,-0.380,0.275
942,-0.383,0.295
943,-0.383,0.315
944,-0.380,0.335
945,-0.383,0.360
946,-0.383,0.385
947,-0.397,0.390
948,-0.403,0.378
949,-0.403,0.325
950,-0.387,0.250
951,-0.340,0.147
952,-0.270,0.025
953,-0.147,-0.062
954,-0.007,-0.075
955,0.140,-0.030
956,0.270,0.045
957,0.353,0.115
958,0.380,0.128
959,0.327,0.110
960,0.210,0.037
961,-0.003,-0.028
962,-0.287,-0.072
963,-0.593,-0.095
964,-0.860,-0.098
965,-1.017,-0.070
966,-1.073,-0.045
967,-1.053,-0.025
968,-0.960,-0.010
969,-0.870,-0.010
970,-0.777,-0.003
971,-0.703,-0.010
972,-0.650,-0.005
973,-0.597,0.000
974,-0.560,0.005
975,-0.517,0.003
976,-0.480,0.010
977,-0.447,0.018
978,-0.413,0.022
979,-0.413,0.022
980,-0.397,0.022
981,-0.387,0.010
982,-0.380,0.010
983,-0.360,0.000
984,-0.353,0.000
985,-0.347,0.003
986,-0.340,0.005
987,-0.330,0.013
988,-0.307,0.018
989,-0.300,0.018
990,-0.283,0.022
991,-0.280,0.020
992,-0.270,0.022
993,-0.273,0.018
994,-0.280,0.010
995,-0.270,0.005
996,-0.283,0.000
997,-0.283,0.000
998,-0.280,0.000
999,-0.270,0.000
1000,-0.260,0.010
1001,-0.253,0.007
1002,-0.240,0.015
1003,-0.233,0.018
1004,-0.220,0.010
1005,-0.207,0.003
1006,-0.230,-0.005
1007,-0.220,-0.007
1008,-0.223,-0.018
1009,-0.223,-0.010
1010,-0.207,-0.010
1011,-0.210,-0.022
1012,-0.187,-0.003
1013,-0.180,-0.007
1014,-0.177,0.000
1015,-0.163,-0.015
1016,-0.163,-0.013
1017,-0.150,-0.020
1018,-0.170,-0.022
1019,-0.147,-0.030
1020,-0.150,-0.033
1021,-0.153,-0.028
1022,-0.153,-0.028
1023,-0.157,-0.028
1024,-0.130,-0.025
1025,-0.127,-0.022
1026,-0.107,-0.013
1027,-0.093,-0.013
1028,-0.093,-0.018
1029,-0.093,-0.015
1030,-0.100,-0.022
1031,-0.100,-0.040
1032,-0.107,-0.052
1033,-0.110,-0.045
1034,-0.097,-0.040
1035,-0.093,-0.037
1036,-0.087,-0.030
1037,-0.080,-0.035
1038,-0.067,-0.028
1039,-0.053,-0.025
1040,-0.047,-0.028
1041,-0.053,-0.028
1042,-0.053,-0.035
1043,-0.050,-0.040
1044,-0.053,-0.040
1045,-0.060,-0.043
1046,-0.053,-0.035
1047,-0.047,-0.035
1048,-0.040,-0.035
1049,-0.030,-0.033
1050,-0.033,-0.028
1051,-0.020,-0.025
1052,-0.017,-0.022
1053,-0.013,-0.028
1054,-0.010,-0.022
1055,-0.017,-0.043
1056,-0.017,-0.040
1057,-0.023,-0.033
1058,-0.023,-0.028
1059,-0.010,-0.022
1060,-0.013,-0.010
1061,0.003,0.000
1062,0.003,0.000
1063,0.000,0.010
1064,0.007,0.010
1065,0.007,0.000
1066,0.007,0.005
1067,-0.007,-0.005
1068,-0.010,0.005
1069,-0.017,0.005
1070,-0.030,0.020
1071,-0.023,0.033
1072,-0.020,0.040
1073,-0.017,0.045
1074,-0.030,0.040
1075,-0.037,0.062
1076,-0.027,0.062
1077,-0.053,0.062
1078,-0.067,0.058
1079,-0.083,0.058
1080,-0.093,0.075
1081,-0.097,0.070
1082,-0.120,0.068
1083,-0.130,0.077
1084,-0.130,0.075
1085,-0.140,0.080
1086,-0.153,0.098
1087,-0.153,0.107
1088,-0.160,0.102
1089,-0.170,0.083
1090,-0.193,0.075
1091,-0.210,0.065
1092,-0.223,0.077
1093,-0.223,0.083
1094,-0.233,0.087
1095,-0.233,0.095
1096,-0.227,0.110
1097,-0.217,0.110
1098,-0.217,0.120
1099,-0.220,0.115
1100,-0.223,0.122
1101,-0.227,0.105
1102,-0.240,0.107
1103,-0.240,0.105
1104,-0.263,0.098
1105,-0.260,0.110
1106,-0.263,0.110
1107,-0.267,0.120
1108,-0.260,0.120
1109,-0.270,0.128
1110,-0.257,0.133
1111,-0.263,0.125
1112,-0.263,0.130
1113,-0.280,0.117
1114,-0.293,0.122
1115,-0.293,0.110
1116,-0.327,0.115
1117,-0.313,0.113
1118,-0.320,0.125
1119,-0.317,0.130
1120,-0.307,0.133
1121,-0.307,0.140
1122,-0.300,0.147
1123,-0.293,0.130
1124,-0.297,0.138
1125,-0.303,0.120
1126,-0.317,0.125
1127,-0.317,0.115
1128,-0.327,0.115
1129,-0.333,0.120
1130,-0.327,0.128
1131,-0.330,0.133
1132,-0.327,0.133
1133,-0.317,0.128
1134,-0.310,0.142
1135,-0.313,0.128
1136,-0.320,0.135
1137,-0.317,0.128
1138,-0.320,0.125
1139,-0.317,0.117
1140,-0.327,0.107
1141,-0.333,0.105
1142,-0.330,0.113
1143,-0.327,0.113
1144,-0.320,0.122
1145,-0.320,0.122
1146,-0.323,0.125
1147,-0.320,0.125
1148,-0.323,0.110
1149,-0.317,0.107
1150,-0.327,0.090
1151,-0.340,0.095
1152,-0.340,0.090
1153,-0.350,0.087
1154,-0.343,0.098
1155,-0.340,0.092
1156,-0.330,0.098
1157,-0.327,0.102
1158,-0.323,0.098
1159,-0.320,0.098
1160,-0.313,0.087
1161,-0.317,0.083
1162,-0.320,0.077
1163,-0.327,0.083
1164,-0.330,0.070
1165,-0.340,0.070
1166,-0.330,0.083
1167,-0.320,0.080
1168,-0.330,0.085
1169,-0.313,0.092
1170,-0.310,0.087
1171,-0.303,0.090
1172,-0.310,0.080
1173,-0.310,0.075
1174,-0.317,0.060
1175,-0.327,0.060
1176,-0.320,0.062
1177,-0.327,0.055
1178,-0.320,0.058
1179,-0.327,0.055
1180,-0.323,0.068
1181,-0.310,0.075
1182,-0.303,0.068
1183,-0.290,0.070
1184,-0.283,0.062
1185,-0.290,0.058
1186,-0.297,0.045
1187,-0.310,0.045
1188,-0.303,0.050
1189,-0.310,0.048
1190,-0.313,0.055
1191,-0.300,0.058
1192,-0.297,0.062
1193,-0.287,0.065
1194,-0.293,0.062
1195,-0.293,0.058
1196,-0.297,0.055
1197,-0.303,0.052
1198,-0.310,0.052
1199,-0.327,0.045
1200,-0.330,0.035
1201,-0.317,0.040
1202,-0.340,0.037
1203,-0.333,0.040
1204,-0.317,0.045
1205,-0.310,0.062
1206,-0.307,0.062
1207,-0.297,0.052
1208,-0.303,0.045
1209,-0.310,0.040
1210,-0.310,0.040
1211,-0.307,0.035
1212,-0.313,0.033
1213,-0.310,0.035
1214,-0.317,0.030
1215,-0.313,0.035
1216,-0.307,0.035
1217,-0.297,0.055
1218,-0.287,0.052
1219,-0.287,0.048
1220,-0.290,0.043
1221,-0.303,0.035
1222,-0.307,0.035
