'sample interval','ECG1','ECG2'
174,0.035,-0.305
175,0.040,-0.295
176,0.020,-0.285
177,0.030,-0.320
178,0.035,-0.305
179,0.050,-0.320
180,0.065,-0.315
181,0.055,-0.315
182,0.045,-0.325
183,0.070,-0.315
184,0.065,-0.320
185,0.050,-0.315
186,0.060,-0.315
187,0.055,-0.320
188,0.050,-0.320
189,0.050,-0.300
190,0.050,-0.290
191,0.050,-0.315
192,0.060,-0.335
193,0.050,-0.315
194,0.055,-0.315
195,0.040,-0.315
196,0.065,-0.310
197,0.050,-0.305
198,0.045,-0.305
199,0.045,-0.285
200,0.035,-0.295
201,0.050,-0.290
202,0.045,-0.310
203,0.035,-0.280
204,0.040,-0.280
205,0.035,-0.300
206,0.035,-0.310
207,0.035,-0.300
208,0.025,-0.315
209,0.040,-0.310
210,0.035,-0.310
211,0.060,-0.315
212,0.025,-0.295
213,0.040,-0.285
214,0.045,-0.285
215,0.025,-0.310
216,0.025,-0.300
217,0.040,-0.285
218,0.030,-0.280
219,0.020,-0.295
220,0.020,-0.290
221,0.015,-0.305
222,0.020,-0.305
223,0.020,-0.310
224,0.005,-0.315
225,0.015,-0.290
226,0.010,-0.295
227,0.040,-0.305
228,0.010,-0.320
229,0.015,-0.300
230,0.025,-0.305
231,0.015,-0.320
232,0.010,-0.305
233,0.020,-0.300
234,-0.005,-0.290
235,0.000,-0.315
236,0.015,-0.305
237,0.005,-0.310
238,0.020,-0.305
239,0.010,-0.300
240,0.025,-0.290
241,0.005,-0.280
242,0.020,-0.275
243,0.020,-0.245
244,0.010,-0.200
245,0.020,-0.175
246,0.015,-0.145
247,0.020,-0.130
248,0.030,-0.130
249,0.055,-0.135
250,0.090,-0.100
251,0.085,-0.135
252,0.105,-0.165
253,0.125,-0.140
254,0.105,-0.145
255,0.095,-0.140
256,0.075,-0.140
257,0.080,-0.130
258,0.065,-0.170
259,0.040,-0.225
260,0.015,-0.285
261,-0.020,-0.285
262,-0.020,-0.265
263,-0.035,-0.245
264,-0.035,-0.265
265,-0.075,-0.240
266,-0.085,-0.235
267,-0.080,-0.245
268,-0.090,-0.235
269,-0.060,-0.265
270,-0.050,-0.290
271,-0.035,-0.300
272,-0.045,-0.320
273,-0.040,-0.330
274,-0.045,-0.360
275,-0.030,-0.340
276,-0.030,-0.335
277,-0.010,-0.320
278,0.005,-0.325
279,0.025,-0.340
280,-0.005,-0.340
281,0.000,-0.315
282,0.000,-0.330
283,-0.015,-0.310
284,0.000,-0.310
285,-0.010,-0.295
286,0.000,-0.320
287,-0.030,-0.315
288,-0.010,-0.310
289,-0.030,-0.300
290,-0.025,-0.280
291,-0.010,-0.260
292,-0.015,-0.225
293,-0.035,-0.190
294,-0.015,-0.160
295,-0.025,-0.015
296,-0.020,0.235
297,-0.010,0.510
298,0.045,0.715
299,0.040,0.830
300,-0.005,0.880
301,-0.045,0.830
302,-0.060,0.665
303,-0.130,0.370
304,-0.265,0.020
305,-0.525,-0.080
306,-0.875,0.070
307,-1.210,0.200
308,-1.440,0.075
309,-1.515,-0.215
310,-1.475,-0.515
311,-1.200,-0.650
312,-0.750,-0.725
313,-0.335,-0.690
314,-0.115,-0.585
315,-0.080,-0.490
316,-0.095,-0.425
317,-0.125,-0.435
318,-0.110,-0.430
319,-0.095,-0.440
320,-0.085,-0.435
321,-0.025,-0.440
322,0.070,-0.415
323,0.095,-0.440
324,0.090,-0.415
325,0.065,-0.415
326,0.090,-0.410
327,0.105,-0.405
328,0.115,-0.400
329,0.130,-0.405
330,0.115,-0.390
331,0.110,-0.400
332,0.155,-0.415
333,0.125,-0.400
334,0.130,-0.405
335,0.115,-0.385
336,0.110,-0.390
337,0.120,-0.405
338,0.120,-0.420
339,0.125,-0.390
340,0.110,-0.400
341,0.105,-0.405
342,0.125,-0.405
343,0.140,-0.400
344,0.140,-0.405
345,0.140,-0.380
346,0.120,-0.400
347,0.125,-0.410
348,0.125,-0.400
349,0.140,-0.400
350,0.110,-0.415
351,0.120,-0.410
352,0.130,-0.415
353,0.120,-0.415
354,0.100,-0.410
355,0.110,-0.430
356,0.100,-0.420
357,0.110,-0.420
358,0.090,-0.430
359,0.120,-0.425
360,0.085,-0.415
361,0.085,-0.400
362,0.105,-0.375
363,0.090,-0.385
364,0.100,-0.360
365,0.090,-0.370
366,0.080,-0.360
367,0.075,-0.320
368,0.065,-0.335
369,0.075,-0.315
370,0.075,-0.280
371,0.045,-0.275
372,0.055,-0.280
373,0.035,-0.235
374,0.055,-0.260
375,0.045,-0.230
376,0.035,-0.195
377,0.050,-0.205
378,0.035,-0.215
379,0.020,-0.200
380,0.005,-0.200
381,0.025,-0.195
382,0.025,-0.185
383,0.010,-0.190
384,0.015,-0.180
385,0.000,-0.180
386,0.020,-0.185
387,0.020,-0.195
388,0.010,-0.225
389,0.005,-0.180
390,0.005,-0.195
391,0.045,-0.195
392,0.015,-0.205
393,0.035,-0.195
394,0.030,-0.215
395,0.035,-0.195
396,0.045,-0.200
397,0.035,-0.215
398,0.035,-0.205
399,0.025,-0.210
400,0.065,-0.205
401,0.045,-0.205
402,0.055,-0.205
403,0.055,-0.210
404,0.070,-0.220
405,0.050,-0.210
406,0.055,-0.210
407,0.050,-0.205
408,0.050,-0.200
409,0.040,-0.210
410,0.050,-0.200
411,0.070,-0.195
412,0.070,-0.195
413,0.045,-0.205
414,0.080,-0.215
415,0.080,-0.185
416,0.080,-0.205
417,0.070,-0.215
418,0.060,-0.190
419,0.065,-0.190
420,0.075,-0.190
421,0.060,-0.190
422,0.070,-0.215
423,0.045,-0.210
424,0.070,-0.205
425,0.055,-0.185
426,0.035,-0.195
427,0.055,-0.195
428,0.055,-0.200
429,0.050,-0.215
430,0.060,-0.190
431,0.060,-0.215
432,0.025,-0.205
433,0.050,-0.205
434,0.015,-0.200
435,0.035,-0.215
436,0.030,-0.190
437,0.020,-0.210
438,0.030,-0.220
439,0.030,-0.205
440,0.015,-0.180
441,0.010,-0.180
442,0.030,-0.200
443,0.020,-0.170
444,0.030,-0.170
445,0.020,-0.190
446,0.015,-0.190
447,0.025,-0.195
448,0.025,-0.190
449,0.015,-0.190
450,0.035,-0.180
451,0.025,-0.195
452,0.035,-0.180
453,0.025,-0.185
454,0.000,-0.190
455,0.030,-0.175
456,0.025,-0.180
457,0.030,-0.195
458,0.015,-0.185
459,0.010,-0.180
460,0.010,-0.170
461,0.005,-0.165
462,0.020,-0.165
463,0.005,-0.120
464,-0.005,-0.110
465,0.025,-0.080
466,0.045,-0.045
467,0.020,-0.025
468,0.015,-0.020
469,0.020,-0.030
470,0.060,-0.015
471,0.080,-0.005
472,0.120,-0.010
473,0.115,-0.025
474,0.105,-0.020
475,0.130,-0.005
476,0.105,0.025
477,0.095,0.010
478,0.075,0.005
479,0.070,-0.040
480,0.045,-0.080
481,0.030,-0.130
482,0.025,-0.125
483,0.005,-0.120
484,-0.015,-0.115
485,-0.030,-0.105
486,-0.040,-0.090
487,-0.050,-0.120
488,-0.065,-0.115
489,-0.055,-0.110
490,-0.040,-0.130
491,-0.015,-0.140
492,-0.010,-0.150
493,-0.020,-0.190
494,-0.035,-0.195
495,-0.045,-0.210
496,-0.015,-0.195
497,0.020,-0.170
498,0.030,-0.185
499,0.045,-0.195
500,0.025,-0.190
501,0.020,-0.175
502,0.015,-0.185
503,0.000,-0.190
504,0.030,-0.190
505,0.010,-0.200
506,0.005,-0.170
507,0.005,-0.165
508,-0.005,-0.200
509,0.000,-0.165
510,0.010,-0.170
511,0.000,-0.150
512,0.000,-0.110
513,-0.005,-0.100
514,0.000,-0.065
515,-0.005,0.000
516,-0.010,0.185
517,0.000,0.450
518,0.020,0.670
519,0.065,0.855
520,0.035,0.975
521,-0.035,1.000
522,-0.075,0.930
523,-0.125,0.720
524,-0.185,0.410
525,-0.385,0.155
526,-0.675,0.165
527,-1.000,0.280
528,-1.255,0.205
529,-1.385,-0.060
530,-1.360,-0.350
531,-1.205,-0.525
532,-0.825,-0.615
533,-0.385,-0.610
534,-0.160,-0.500
535,-0.120,-0.405
536,-0.140,-0.340
537,-0.150,-0.330
538,-0.160,-0.325
539,-0.140,-0.320
540,-0.110,-0.345
541,-0.040,-0.330
542,0.005,-0.330
543,0.045,-0.305
544,0.065,-0.300
545,0.055,-0.320
546,0.090,-0.335
547,0.080,-0.335
548,0.065,-0.310
549,0.075,-0.320
550,0.060,-0.340
551,0.070,-0.310
552,0.060,-0.315
553,0.075,-0.315
554,0.075,-0.315
555,0.085,-0.330
556,0.085,-0.320
557,0.090,-0.320
558,0.100,-0.315
559,0.095,-0.320
560,0.080,-0.320
561,0.080,-0.315
562,0.075,-0.340
563,0.070,-0.320
564,0.080,-0.340
565,0.080,-0.335
566,0.070,-0.340
567,0.070,-0.340
568,0.090,-0.355
569,0.070,-0.365
570,0.090,-0.360
571,0.070,-0.365
572,0.065,-0.375
573,0.050,-0.380
574,0.055,-0.380
575,0.075,-0.355
576,0.055,-0.375
577,0.055,-0.370
578,0.060,-0.385
579,0.060,-0.390
580,0.045,-0.380
581,0.070,-0.380
582,0.050,-0.375
583,0.030,-0.370
584,0.040,-0.365
585,0.055,-0.320
586,0.050,-0.330
587,0.040,-0.310
588,0.040,-0.285
589,0.030,-0.260
590,0.030,-0.255
591,0.015,-0.225
592,0.010,-0.235
593,0.015,-0.225
594,0.000,-0.185
595,0.000,-0.170
596,-0.010,-0.165
597,-0.010,-0.170
598,-0.035,-0.160
599,-0.015,-0.160
600,-0.020,-0.125
601,-0.025,-0.140
602,-0.025,-0.150
603,-0.040,-0.160
604,-0.025,-0.140
605,-0.025,-0.165
606,-0.020,-0.165
607,-0.015,-0.160
608,0.005,-0.165
609,-0.005,-0.185
610,0.000,-0.170
611,0.000,-0.170
612,-0.005,-0.160
613,-0.005,-0.165
614,0.000,-0.170
615,0.000,-0.175
616,0.000,-0.185
617,0.000,-0.180
618,0.000,-0.170
619,0.000,-0.180
620,-0.005,-0.180
621,0.005,-0.175
622,0.000,-0.175
623,0.000,-0.180
624,-0.005,-0.185
625,0.020,-0.185
626,0.005,-0.195
627,0.005,-0.190
628,0.015,-0.190
629,-0.010,-0.180
630,0.010,-0.190
631,0.010,-0.175
632,0.000,-0.180
633,-0.010,-0.170
634,0.010,-0.175
635,0.010,-0.190
636,0.000,-0.165
637,0.005,-0.180
638,0.000,-0.190
639,0.000,-0.185
640,0.000,-0.185
641,0.000,-0.185
642,-0.005,-0.165
643,0.005,-0.175
644,0.010,-0.180
645,-0.005,-0.175
646,-0.020,-0.190
647,0.000,-0.180
648,0.000,-0.180
649,-0.010,-0.180
650,-0.005,-0.175
651,0.005,-0.185
652,0.000,-0.185
653,0.000,-0.200
654,-0.005,-0.180
655,-0.010,-0.195
656,0.000,-0.195
657,-0.005,-0.180
658,0.000,-0.175
659,0.005,-0.180
660,-0.005,-0.160
661,-0.015,-0.155
662,-0.020,-0.175
663,-0.005,-0.165
664,0.005,-0.160
665,-0.005,-0.180
666,0.000,-0.170
667,-0.005,-0.180
668,0.000,-0.180
669,0.000,-0.180
670,0.000,-0.175
671,0.000,-0.160
672,-0.015,-0.170
673,-0.025,-0.180
674,-0.005,-0.190
675,-0.015,-0.180
676,0.000,-0.155
677,0.005,-0.130
678,0.000,-0.075
679,-0.010,-0.045
680,0.000,-0.015
681,0.010,-0.005
682,-0.010,0.000
683,0.030,-0.010
684,0.055,-0.015
685,0.075,-0.015
686,0.080,-0.020
687,0.100,-0.025
688,0.090,0.000
689,0.085,0.000
690,0.075,0.005
691,0.055,-0.020
692,0.065,-0.045
693,0.025,-0.090
694,0.005,-0.125
695,0.000,-0.155
696,-0.025,-0.145
697,-0.050,-0.135
698,-0.045,-0.135
699,-0.075,-0.130
700,-0.065,-0.110
701,-0.080,-0.135
702,-0.060,-0.155
703,-0.080,-0.130
704,-0.055,-0.140
705,-0.055,-0.155
706,-0.035,-0.200
707,-0.050,-0.210
708,-0.045,-0.210
709,-0.035,-0.210
710,0.000,-0.225
711,0.030,-0.215
712,0.010,-0.210
713,0.020,-0.215
714,0.015,-0.210
715,0.005,-0.200
716,-0.010,-0.200
717,0.010,-0.215
718,0.000,-0.210
719,-0.020,-0.195
720,-0.010,-0.205
721,0.000,-0.190
722,-0.015,-0.195
723,-0.005,-0.170
724,0.000,-0.145
725,0.000,-0.120
726,0.000,-0.105
727,-0.005,-0.070
728,-0.010,0.020
729,0.000,0.210
730,0.000,0.500
731,0.030,0.750
732,0.040,0.945
733,0.030,1.065
734,-0.015,1.105
735,-0.050,1.020
736,-0.085,0.810
737,-0.185,0.445
738,-0.355,0.155
739,-0.615,0.125
740,-0.905,0.225
741,-1.185,0.200
742,-1.300,-0.040
743,-1.340,-0.320
744,-1.190,-0.535
745,-0.840,-0.620
746,-0.430,-0.630
747,-0.185,-0.545
748,-0.120,-0.425
749,-0.140,-0.380
750,-0.135,-0.345
751,-0.140,-0.345
752,-0.130,-0.355
753,-0.115,-0.365
754,-0.040,-0.350
755,0.010,-0.350
756,0.045,-0.380
757,0.085,-0.385
758,0.090,-0.365
759,0.085,-0.365
760,0.075,-0.375
761,0.105,-0.360
762,0.115,-0.385
763,0.100,-0.375
764,0.090,-0.380
765,0.100,-0.375
766,0.095,-0.360
767,0.100,-0.375
768,0.105,-0.385
769,0.100,-0.385
770,0.060,-0.400
771,0.095,-0.380
772,0.095,-0.370
773,0.110,-0.370
774,0.080,-0.360
775,0.090,-0.390
776,0.095,-0.405
777,0.075,-0.380
778,0.085,-0.400
779,0.075,-0.405
780,0.090,-0.415
781,0.075,-0.390
782,0.090,-0.410
783,0.090,-0.420
784,0.110,-0.425
785,0.100,-0.415
786,0.060,-0.420
787,0.090,-0.435
788,0.080,-0.415
789,0.075,-0.440
790,0.100,-0.440
791,0.085,-0.445
792,0.060,-0.440
793,0.070,-0.445
794,0.080,-0.440
795,0.070,-0.415
796,0.070,-0.435
797,0.055,-0.415
798,0.055,-0.415
799,0.060,-0.380
800,0.070,-0.370
801,0.055,-0.360
802,0.050,-0.335
803,0.025,-0.340
804,0.040,-0.300
805,0.020,-0.285
806,0.015,-0.285
807,0.005,-0.295
808,0.005,-0.260
809,0.010,-0.225
810,0.000,-0.240
811,0.000,-0.230
812,-0.005,-0.205
813,-0.015,-0.190
814,-0.005,-0.215
815,0.000,-0.215
816,0.000,-0.220
817,-0.015,-0.220
818,0.000,-0.210
819,0.020,-0.215
820,0.000,-0.235
821,0.000,-0.240
822,0.010,-0.215
823,0.000,-0.225
824,0.015,-0.225
825,0.020,-0.235
826,0.010,-0.235
827,0.025,-0.245
828,0.020,-0.235
829,0.010,-0.240
830,0.025,-0.255
831,0.030,-0.250
832,0.035,-0.260
833,0.020,-0.250
834,0.020,-0.265
835,0.035,-0.245
836,0.040,-0.250
837,0.025,-0.240
838,0.060,-0.260
839,0.040,-0.265
840,0.045,-0.250
841,0.025,-0.260
842,0.065,-0.260
843,0.060,-0.230
844,0.060,-0.260
845,0.050,-0.255
846,0.045,-0.245
847,0.045,-0.265
848,0.055,-0.250
849,0.045,-0.255
850,0.055,-0.260
851,0.050,-0.265
852,0.025,-0.255
853,0.030,-0.250
854,0.035,-0.270
855,0.055,-0.260
856,0.055,-0.260
857,0.045,-0.260
858,0.045,-0.260
859,0.025,-0.250
860,0.040,-0.265
861,0.020,-0.260
862,0.050,-0.250
863,0.050,-0.270
864,0.020,-0.270
865,0.030,-0.280
866,0.035,-0.285
867,0.035,-0.275
868,0.040,-0.280
869,0.040,-0.270
870,0.040,-0.280
871,0.035,-0.260
872,0.030,-0.285
873,0.005,-0.265
874,0.020,-0.250
875,0.020,-0.255
876,0.020,-0.260
877,0.025,-0.260
878,0.035,-0.250
879,0.030,-0.270
880,0.025,-0.260
881,0.030,-0.260
882,0.050,-0.255
883,0.015,-0.265
884,0.035,-0.265
885,0.015,-0.250
886,0.010,-0.265
887,0.030,-0.255
888,0.035,-0.260
889,0.010,-0.265
890,0.040,-0.275
891,0.025,-0.265
892,0.040,-0.240
893,0.025,-0.245
894,0.025,-0.220
895,0.025,-0.215
896,0.025,-0.165
897,0.025,-0.140
898,0.045,-0.105
899,0.025,-0.080
900,0.035,-0.075
901,0.060,-0.075
902,0.065,-0.050
903,0.110,-0.065
904,0.130,-0.070
905,0.115,-0.090
906,0.155,-0.070
907,0.155,-0.070
908,0.135,-0.065
909,0.150,-0.080
910,0.100,-0.065
911,0.075,-0.070
912,0.080,-0.120
913,0.070,-0.160
914,0.040,-0.190
915,0.025,-0.210
916,-0.005,-0.190
917,-0.030,-0.190
918,-0.035,-0.160
919,-0.045,-0.165
920,-0.025,-0.180
921,-0.030,-0.175
922,-0.020,-0.185
923,-0.010,-0.210
924,-0.010,-0.205
925,0.015,-0.235
926,0.020,-0.240
927,0.020,-0.250
928,0.015,-0.250
929,0.050,-0.275
930,0.045,-0.270
931,0.075,-0.270
932,0.060,-0.265
933,0.065,-0.255
934,0.050,-0.260
935,0.050,-0.255
936,0.055,-0.250
937,0.055,-0.255
938,0.060,-0.260
939,0.050,-0.235
940,0.060,-0.240
941,0.045,-0.240
942,0.035,-0.245
943,0.035,-0.215
944,0.045,-0.200
945,0.040,-0.170
946,0.040,-0.125
947,0.040,-0.115
948,0.030,-0.055
949,0.040,0.080
950,0.040,0.345
951,0.050,0.630
952,0.100,0.830
953,0.095,0.965
954,0.065,1.005
955,0.005,0.965
956,-0.005,0.790
957,-0.060,0.485
958,-0.225,0.150
959,-0.485,-0.080
960,-0.825,0.050
961,-1.185,0.250
962,-1.395,0.195
963,-1.485,-0.075
964,-1.470,-0.355
965,-1.255,-0.575
966,-0.825,-0.660
967,-0.395,-0.670
968,-0.150,-0.610
969,-0.060,-0.490
970,-0.060,-0.425
971,-0.090,-0.380
972,-0.080,-0.400
973,-0.085,-0.370
974,-0.050,-0.375
975,-0.005,-0.385
976,0.045,-0.375
977,0.100,-0.375
978,0.110,-0.375
979,0.140,-0.380
980,0.135,-0.375
981,0.135,-0.375
982,0.165,-0.370
983,0.155,-0.380
984,0.145,-0.390
985,0.155,-0.380
986,0.155,-0.355
987,0.155,-0.385
988,0.150,-0.370
989,0.150,-0.370
990,0.150,-0.380
991,0.165,-0.380
992,0.170,-0.355
993,0.165,-0.375
994,0.160,-0.350
995,0.150,-0.375
996,0.175,-0.370
997,0.155,-0.380
998,0.170,-0.375
999,0.155,-0.380
1000,0.150,-0.365
1001,0.145,-0.380
1002,0.140,-0.390
1003,0.140,-0.395
1004,0.170,-0.395
1005,0.155,-0.410
1006,0.170,-0.405
1007,0.145,-0.400
1008,0.145,-0.410
1009,0.140,-0.395
1010,0.140,-0.395
1011,0.170,-0.425
1012,0.145,-0.410
1013,0.145,-0.415
1014,0.140,-0.400
1015,0.125,-0.395
1016,0.120,-0.405
1017,0.130,-0.400
1018,0.115,-0.405
1019,0.115,-0.385
1020,0.125,-0.375
1021,0.120,-0.355
1022,0.120,-0.335
1023,0.120,-0.325
1024,0.110,-0.320
1025,0.110,-0.305
1026,0.095,-0.275
1027,0.080,-0.270
1028,0.070,-0.255
1029,0.055,-0.240
1030,0.055,-0.235
1031,0.070,-0.230
1032,0.025,-0.215
1033,0.035,-0.215
1034,0.020,-0.195
1035,0.025,-0.215
1036,0.015,-0.205
1037,0.035,-0.200
1038,0.015,-0.205
1039,0.015,-0.200
1040,0.000,-0.200
1041,0.020,-0.225
1042,0.010,-0.210
1043,0.005,-0.220
1044,0.015,-0.220
1045,0.005,-0.220
1046,-0.005,-0.225
1047,0.000,-0.230
1048,0.010,-0.210
1049,0.015,-0.220
1050,0.010,-0.220
1051,0.025,-0.245
1052,0.015,-0.235
1053,0.015,-0.250
1054,0.025,-0.255
1055,0.025,-0.250
1056,0.040,-0.240
1057,0.020,-0.245
1058,0.040,-0.255
1059,0.025,-0.265
1060,0.040,-0.260
1061,0.040,-0.260
1062,0.035,-0.260
1063,0.035,-0.265
1064,0.035,-0.260
1065,0.055,-0.270
1066,0.055,-0.265
1067,0.055,-0.285
1068,0.060,-0.265
1069,0.075,-0.255
1070,0.065,-0.265
1071,0.065,-0.260
1072,0.040,-0.250
1073,0.040,-0.255
1074,0.055,-0.255
1075,0.065,-0.250
1076,0.055,-0.270
1077,0.045,-0.260
1078,0.040,-0.285
1079,0.035,-0.280
1080,0.040,-0.280
1081,0.055,-0.290
1082,0.050,-0.285
1083,0.045,-0.290
1084,0.055,-0.280
1085,0.035,-0.285
1086,0.025,-0.275
1087,0.035,-0.280
1088,0.020,-0.280
1089,0.020,-0.295
1090,0.010,-0.285
1091,0.025,-0.290
1092,0.035,-0.285
1093,0.025,-0.275
1094,0.020,-0.280
1095,0.030,-0.285
1096,0.020,-0.280
1097,0.000,-0.285
1098,0.000,-0.290
1099,0.010,-0.270
1100,0.000,-0.280
1101,0.010,-0.275
1102,0.025,-0.290
1103,0.020,-0.275
1104,0.015,-0.280
1105,0.010,-0.275
1106,0.030,-0.265
1107,-0.010,-0.260
1108,0.020,-0.270
1109,0.030,-0.275
1110,0.000,-0.285
1111,0.000,-0.280
1112,0.015,-0.280
1113,0.000,-0.265
1114,0.015,-0.255
1115,0.015,-0.270
1116,0.005,-0.275
1117,0.000,-0.275
1118,0.015,-0.275
1119,0.015,-0.235
1120,0.000,-0.180
1121,0.010,-0.170
1122,0.000,-0.135
1123,0.000,-0.115
1124,0.025,-0.085
1125,0.035,-0.095
1126,0.040,-0.090
1127,0.070,-0.085
1128,0.100,-0.110
1129,0.105,-0.100
1130,0.120,-0.115
1131,0.115,-0.095
1132,0.120,-0.085
1133,0.095,-0.080
1134,0.075,-0.110
1135,0.045,-0.130
1136,0.035,-0.180
1137,0.015,-0.195
1138,0.000,-0.230
1139,-0.040,-0.230
1140,-0.050,-0.200
1141,-0.035,-0.190
1142,-0.050,-0.195
1143,-0.080,-0.190
1144,-0.045,-0.205
1145,-0.040,-0.220
1146,-0.060,-0.225
1147,-0.040,-0.230
1148,-0.025,-0.245
1149,0.000,-0.295
1150,-0.020,-0.290
1151,-0.025,-0.300
1152,-0.025,-0.310
1153,0.015,-0.290
1154,0.045,-0.300
1155,0.040,-0.310
1156,0.040,-0.285
1157,0.020,-0.280
1158,0.005,-0.275
1159,0.025,-0.275
1160,0.035,-0.270
1161,0.055,-0.270
1162,0.045,-0.265
1163,0.030,-0.265
1164,0.035,-0.240
1165,0.025,-0.235
1166,0.030,-0.255
1167,0.025,-0.235
1168,0.050,-0.190
1169,0.030,-0.150
1170,0.010,-0.130
1171,0.020,-0.100
1172,0.025,0.075
1173,0.010,0.345
1174,0.035,0.595
1175,0.075,0.780
1176,0.065,0.860
1177,0.020,0.885
1178,-0.040,0.800
1179,-0.070,0.580
1180,-0.145,0.250
1181,-0.335,-0.045
1182,-0.645,-0.025
1183,-0.980,0.175
1184,-1.265,0.230
1185,-1.470,0.010
1186,-1.515,-0.290
1187,-1.385,-0.520
1188,-1.020,-0.650
1189,-0.545,-0.690
1190,-0.205,-0.645
1191,-0.080,-0.545
1192,-0.090,-0.445
1193,-0.110,-0.420
1194,-0.120,-0.425
1195,-0.125,-0.420
1196,-0.090,-0.425
1197,-0.040,-0.415
1198,0.020,-0.410
1199,0.065,-0.430
1200,0.095,-0.410
1201,0.125,-0.400
1202,0.110,-0.420
1203,0.105,-0.410
1204,0.100,-0.415
1205,0.110,-0.400
1206,0.095,-0.400
1207,0.120,-0.390
1208,0.135,-0.390
1209,0.150,-0.390
1210,0.135,-0.380
1211,0.135,-0.400
1212,0.140,-0.410
1213,0.140,-0.400
1214,0.140,-0.405
1215,0.145,-0.400
1216,0.140,-0.415
1217,0.140,-0.425
1218,0.115,-0.420
1219,0.145,-0.430
1220,0.160,-0.425
1221,0.135,-0.415
1222,0.130,-0.425
1223,0.130,-0.415
1224,0.125,-0.435
