'sample interval','ECG1','ECG2'
95,-0.385,-0.225
96,-0.385,-0.235
97,-0.375,-0.225
98,-0.365,-0.195
99,-0.365,-0.205
100,-0.365,-0.215
101,-0.365,-0.205
102,-0.355,-0.185
103,-0.375,-0.185
104,-0.355,-0.195
105,-0.365,-0.205
106,-0.355,-0.175
107,-0.335,-0.195
108,-0.335,-0.215
109,-0.345,-0.225
110,-0.355,-0.215
111,-0.365,-0.215
112,-0.365,-0.225
113,-0.355,-0.245
114,-0.385,-0.245
115,-0.375,-0.255
116,-0.385,-0.275
117,-0.385,-0.265
118,-0.385,-0.275
119,-0.395,-0.265
120,-0.395,-0.275
121,-0.385,-0.285
122,-0.395,-0.265
123,-0.385,-0.275
124,-0.385,-0.285
125,-0.395,-0.295
126,-0.365,-0.275
127,-0.395,-0.285
128,-0.375,-0.265
129,-0.385,-0.285
130,-0.365,-0.265
131,-0.345,-0.275
132,-0.365,-0.275
133,-0.365,-0.265
134,-0.355,-0.265
135,-0.375,-0.245
136,-0.335,-0.225
137,-0.305,-0.185
138,-0.295,-0.165
139,-0.225,-0.125
140,-0.175,-0.105
141,-0.175,-0.135
142,-0.195,-0.195
143,-0.245,-0.235
144,-0.275,-0.285
145,-0.315,-0.295
146,-0.345,-0.285
147,-0.345,-0.295
148,-0.345,-0.285
149,-0.325,-0.285
150,-0.325,-0.295
151,-0.335,-0.275
152,-0.295,-0.265
153,-0.505,-0.355
154,-0.695,0.045
155,-0.475,0.305
156,0.315,-0.125
157,1.475,-0.165
158,2.585,0.405
159,3.015,-0.135
160,1.345,-1.265
161,-0.595,-1.065
162,-1.015,-0.675
163,-0.815,-0.425
164,-0.635,-0.145
165,-0.345,0.075
166,-0.275,0.085
167,-0.275,0.105
168,-0.245,0.115
169,-0.225,0.145
170,-0.205,0.185
171,-0.175,0.215
172,-0.145,0.235
173,-0.115,0.265
174,-0.085,0.295
175,-0.085,0.355
176,-0.045,0.395
177,0.005,0.455
178,0.045,0.545
179,0.125,0.605
180,0.145,0.685
181,0.205,0.775
182,0.305,0.875
183,0.375,0.955
184,0.455,0.995
185,0.565,1.045
186,0.615,1.035
187,0.675,0.965
188,0.665,0.855
189,0.645,0.715
190,0.535,0.515
191,0.405,0.375
192,0.255,0.205
193,0.105,0.055
194,-0.015,-0.025
195,-0.105,-0.105
196,-0.175,-0.155
197,-0.225,-0.175
198,-0.225,-0.195
199,-0.265,-0.195
200,-0.245,-0.205
201,-0.255,-0.205
202,-0.235,-0.185
203,-0.235,-0.185
204,-0.225,-0.195
205,-0.225,-0.185
206,-0.215,-0.185
207,-0.225,-0.175
208,-0.215,-0.185
209,-0.215,-0.185
210,-0.185,-0.165
211,-0.185,-0.175
212,-0.205,-0.195
213,-0.195,-0.185
214,-0.185,-0.185
215,-0.205,-0.185
216,-0.215,-0.205
217,-0.205,-0.215
218,-0.205,-0.205
219,-0.195,-0.225
220,-0.215,-0.245
221,-0.205,-0.235
222,-0.205,-0.245
223,-0.225,-0.235
224,-0.205,-0.235
225,-0.205,-0.235
226,-0.205,-0.235
227,-0.195,-0.235
228,-0.195,-0.245
229,-0.195,-0.235
230,-0.165,-0.235
231,-0.195,-0.235
232,-0.185,-0.245
233,-0.175,-0.225
234,-0.175,-0.235
235,-0.155,-0.235
236,-0.155,-0.215
237,-0.135,-0.225
238,-0.135,-0.215
239,-0.135,-0.215
240,-0.125,-0.215
241,-0.125,-0.225
242,-0.115,-0.185
243,-0.085,-0.175
244,-0.055,-0.145
245,-0.035,-0.145
246,0.015,-0.085
247,0.075,-0.075
248,0.105,-0.095
249,0.075,-0.165
250,0.025,-0.205
251,0.025,-0.245
252,-0.025,-0.265
253,-0.045,-0.265
254,-0.025,-0.265
255,-0.045,-0.265
256,-0.035,-0.275
257,-0.025,-0.265
258,-0.015,-0.245
259,0.055,-0.265
260,-0.205,-0.335
261,-0.365,0.055
262,-0.115,0.315
263,0.675,-0.055
264,1.835,-0.125
265,2.805,0.385
266,3.085,-0.485
267,0.845,-1.295
268,-0.455,-0.925
269,-0.585,-0.615
270,-0.425,-0.385
271,-0.245,-0.085
272,0.035,0.065
273,0.095,0.065
274,0.105,0.125
275,0.145,0.135
276,0.145,0.155
277,0.195,0.185
278,0.225,0.205
279,0.255,0.245
280,0.275,0.265
281,0.305,0.315
282,0.315,0.375
283,0.375,0.405
284,0.395,0.475
285,0.435,0.535
286,0.485,0.635
287,0.545,0.715
288,0.615,0.805
289,0.685,0.885
290,0.785,0.965
291,0.845,1.005
292,0.885,1.005
293,0.945,0.985
294,0.975,0.905
295,0.935,0.775
296,0.925,0.625
297,0.805,0.435
298,0.675,0.275
299,0.505,0.085
300,0.335,-0.045
301,0.205,-0.125
302,0.135,-0.175
303,0.105,-0.185
304,0.075,-0.235
305,0.065,-0.235
306,0.075,-0.215
307,0.075,-0.215
308,0.045,-0.245
309,0.065,-0.235
310,0.045,-0.215
311,0.055,-0.225
312,0.055,-0.225
313,0.085,-0.205
314,0.075,-0.215
315,0.085,-0.205
316,0.085,-0.205
317,0.105,-0.195
318,0.095,-0.195
319,0.085,-0.205
320,0.085,-0.235
321,0.075,-0.225
322,0.125,-0.195
323,0.095,-0.245
324,0.075,-0.245
325,0.065,-0.255
326,0.055,-0.255
327,0.045,-0.255
328,0.045,-0.275
329,0.025,-0.265
330,0.055,-0.255
331,0.035,-0.275
332,0.025,-0.275
333,0.015,-0.275
334,-0.005,-0.285
335,0.005,-0.255
336,0.005,-0.295
337,-0.005,-0.275
338,-0.025,-0.265
339,0.005,-0.275
340,-0.015,-0.275
341,-0.015,-0.265
342,-0.025,-0.275
343,-0.035,-0.225
344,-0.015,-0.195
345,0.035,-0.175
346,0.005,-0.155
347,0.095,-0.105
348,0.145,-0.125
349,0.115,-0.145
350,0.095,-0.195
351,0.025,-0.235
352,-0.015,-0.275
353,-0.055,-0.315
354,-0.085,-0.285
355,-0.085,-0.295
356,-0.075,-0.285
357,-0.075,-0.275
358,-0.085,-0.285
359,-0.095,-0.265
360,-0.035,-0.255
361,-0.295,-0.335
362,-0.485,0.055
363,-0.225,0.405
364,0.705,0.025
365,1.985,-0.195
366,2.915,0.245
367,2.915,-0.645
368,0.435,-1.285
369,-0.715,-0.915
370,-0.765,-0.605
371,-0.565,-0.345
372,-0.325,-0.015
373,-0.115,0.075
374,-0.095,0.085
375,-0.095,0.115
376,-0.075,0.145
377,-0.045,0.165
378,-0.015,0.205
379,0.005,0.235
380,0.005,0.255
381,0.045,0.305
382,0.065,0.345
383,0.085,0.425
384,0.125,0.445
385,0.155,0.525
386,0.205,0.615
387,0.285,0.715
388,0.325,0.785
389,0.385,0.885
390,0.475,0.975
391,0.545,1.035
392,0.645,1.055
393,0.695,1.045
394,0.765,1.005
395,0.745,0.875
396,0.715,0.715
397,0.615,0.515
398,0.455,0.335
399,0.275,0.165
400,0.125,0.025
401,0.015,-0.065
402,-0.035,-0.115
403,-0.115,-0.155
404,-0.145,-0.185
405,-0.175,-0.205
406,-0.215,-0.215
407,-0.195,-0.215
408,-0.225,-0.225
409,-0.195,-0.195
410,-0.195,-0.195
411,-0.195,-0.195
412,-0.205,-0.195
413,-0.185,-0.185
414,-0.205,-0.185
415,-0.205,-0.175
416,-0.195,-0.185
417,-0.195,-0.185
418,-0.165,-0.165
419,-0.185,-0.175
420,-0.175,-0.185
421,-0.185,-0.195
422,-0.185,-0.185
423,-0.195,-0.205
424,-0.185,-0.205
425,-0.205,-0.225
426,-0.175,-0.205
427,-0.195,-0.225
428,-0.205,-0.235
429,-0.215,-0.255
430,-0.235,-0.245
431,-0.235,-0.245
432,-0.235,-0.255
433,-0.255,-0.265
434,-0.215,-0.245
435,-0.235,-0.245
436,-0.235,-0.255
437,-0.245,-0.265
438,-0.265,-0.255
439,-0.245,-0.255
440,-0.265,-0.245
441,-0.255,-0.255
442,-0.235,-0.245
443,-0.255,-0.245
444,-0.265,-0.245
445,-0.245,-0.235
446,-0.245,-0.205
447,-0.195,-0.145
448,-0.195,-0.145
449,-0.175,-0.115
450,-0.065,-0.065
451,-0.065,-0.115
452,-0.125,-0.165
453,-0.165,-0.205
454,-0.215,-0.255
455,-0.245,-0.285
456,-0.265,-0.285
457,-0.285,-0.285
458,-0.255,-0.285
459,-0.265,-0.275
460,-0.265,-0.285
461,-0.265,-0.275
462,-0.235,-0.265
463,-0.355,-0.335
464,-0.625,-0.165
465,-0.555,0.255
466,0.205,0.135
467,1.385,-0.265
468,2.485,0.205
469,2.825,-0.335
470,0.985,-1.305
471,-0.585,-1.105
472,-0.935,-0.715
473,-0.745,-0.435
474,-0.575,-0.155
475,-0.265,0.085
476,-0.285,0.075
477,-0.255,0.085
478,-0.265,0.125
479,-0.255,0.165
480,-0.265,0.165
481,-0.255,0.205
482,-0.205,0.235
483,-0.185,0.265
484,-0.135,0.295
485,-0.105,0.345
486,-0.105,0.385
487,-0.075,0.455
488,-0.025,0.515
489,0.005,0.575
490,0.085,0.695
491,0.125,0.795
492,0.185,0.875
493,0.265,0.955
494,0.335,1.015
495,0.395,1.045
496,0.445,1.045
497,0.475,0.995
498,0.525,0.925
499,0.485,0.775
500,0.385,0.575
501,0.255,0.415
502,0.095,0.245
503,-0.055,0.085
504,-0.175,-0.015
505,-0.255,-0.085
506,-0.295,-0.115
507,-0.335,-0.175
508,-0.385,-0.215
509,-0.385,-0.205
510,-0.385,-0.205
511,-0.375,-0.195
512,-0.415,-0.225
513,-0.405,-0.215
514,-0.385,-0.205
515,-0.385,-0.205
516,-0.415,-0.215
517,-0.385,-0.205
518,-0.415,-0.215
519,-0.405,-0.195
520,-0.425,-0.205
521,-0.415,-0.215
522,-0.395,-0.195
523,-0.415,-0.205
524,-0.405,-0.215
525,-0.415,-0.235
526,-0.425,-0.225
527,-0.425,-0.235
528,-0.425,-0.245
529,-0.425,-0.255
530,-0.405,-0.255
531,-0.415,-0.255
532,-0.435,-0.275
533,-0.435,-0.285
534,-0.435,-0.255
535,-0.435,-0.255
536,-0.435,-0.275
537,-0.425,-0.275
538,-0.425,-0.265
539,-0.425,-0.265
540,-0.455,-0.275
541,-0.435,-0.255
542,-0.465,-0.265
543,-0.455,-0.265
544,-0.465,-0.265
545,-0.465,-0.265
546,-0.445,-0.265
547,-0.445,-0.265
548,-0.445,-0.265
549,-0.435,-0.245
550,-0.445,-0.255
551,-0.445,-0.225
552,-0.425,-0.205
553,-0.385,-0.175
554,-0.345,-0.135
555,-0.305,-0.085
556,-0.265,-0.105
557,-0.265,-0.115
558,-0.335,-0.195
559,-0.355,-0.255
560,-0.395,-0.285
561,-0.425,-0.285
562,-0.415,-0.285
563,-0.445,-0.295
564,-0.415,-0.285
565,-0.405,-0.285
566,-0.415,-0.275
567,-0.395,-0.275
568,-0.395,-0.295
569,-0.735,-0.385
570,-0.755,0.065
571,-0.215,0.235
572,0.785,-0.245
573,2.125,-0.005
574,2.845,0.425
575,2.075,-0.635
576,-0.305,-1.295
577,-1.105,-0.895
578,-0.905,-0.475
579,-0.665,-0.215
580,-0.375,0.045
581,-0.335,0.045
582,-0.335,0.055
583,-0.325,0.085
584,-0.285,0.095
585,-0.255,0.135
586,-0.205,0.175
587,-0.235,0.195
588,-0.205,0.215
589,-0.175,0.255
590,-0.145,0.295
591,-0.115,0.335
592,-0.075,0.395
593,-0.035,0.465
594,0.055,0.555
595,0.085,0.625
596,0.145,0.705
597,0.225,0.795
598,0.305,0.885
599,0.375,0.935
600,0.455,0.965
601,0.505,0.965
602,0.555,0.945
603,0.565,0.855
604,0.525,0.745
605,0.465,0.575
606,0.315,0.405
607,0.175,0.225
608,0.025,0.085
609,-0.095,-0.025
610,-0.155,-0.105
611,-0.235,-0.165
612,-0.275,-0.195
613,-0.275,-0.215
614,-0.325,-0.225
615,-0.315,-0.225
616,-0.325,-0.235
617,-0.335,-0.245
618,-0.305,-0.225
619,-0.305,-0.225
620,-0.305,-0.235
621,-0.305,-0.215
622,-0.305,-0.215
623,-0.315,-0.225
624,-0.305,-0.215
625,-0.285,-0.225
626,-0.255,-0.205
627,-0.285,-0.215
628,-0.295,-0.225
629,-0.285,-0.235
630,-0.295,-0.235
631,-0.295,-0.245
632,-0.315,-0.255
633,-0.295,-0.265
634,-0.275,-0.255
635,-0.315,-0.275
636,-0.335,-0.285
637,-0.315,-0.285
638,-0.325,-0.285
639,-0.325,-0.285
640,-0.345,-0.305
641,-0.335,-0.295
642,-0.305,-0.285
643,-0.315,-0.285
644,-0.315,-0.315
645,-0.325,-0.315
646,-0.335,-0.305
647,-0.335,-0.285
648,-0.335,-0.305
649,-0.325,-0.305
650,-0.285,-0.285
651,-0.315,-0.295
652,-0.315,-0.295
653,-0.295,-0.295
654,-0.295,-0.295
655,-0.305,-0.275
656,-0.305,-0.295
657,-0.285,-0.255
658,-0.215,-0.195
659,-0.225,-0.205
660,-0.205,-0.175
661,-0.145,-0.125
662,-0.115,-0.125
663,-0.155,-0.205
664,-0.205,-0.245
665,-0.245,-0.315
666,-0.255,-0.305
667,-0.295,-0.325
668,-0.305,-0.325
669,-0.285,-0.325
670,-0.305,-0.305
671,-0.265,-0.305
672,-0.295,-0.325
673,-0.245,-0.305
674,-0.485,-0.435
675,-0.655,-0.165
676,-0.425,0.145
677,0.445,-0.075
678,1.645,-0.185
679,2.635,0.405
680,2.495,-0.405
681,0.125,-1.395
682,-0.875,-1.055
683,-0.875,-0.645
684,-0.645,-0.355
685,-0.355,-0.045
686,-0.245,0.025
687,-0.245,0.025
688,-0.205,0.045
689,-0.205,0.055
690,-0.145,0.115
691,-0.135,0.125
692,-0.095,0.145
693,-0.075,0.185
694,-0.065,0.225
695,-0.035,0.265
696,-0.005,0.295
697,0.025,0.345
698,0.075,0.415
699,0.095,0.475
700,0.135,0.545
701,0.185,0.635
702,0.245,0.735
703,0.325,0.815
704,0.415,0.895
705,0.475,0.955
706,0.555,0.965
707,0.595,0.945
708,0.615,0.895
709,0.645,0.805
710,0.605,0.665
711,0.505,0.495
712,0.365,0.295
713,0.205,0.145
714,0.105,0.025
715,-0.015,-0.065
716,-0.085,-0.135
717,-0.125,-0.185
718,-0.175,-0.205
719,-0.195,-0.225
720,-0.185,-0.235
721,-0.175,-0.245
722,-0.145,-0.215
723,-0.155,-0.225
724,-0.175,-0.235
725,-0.155,-0.225
726,-0.145,-0.215
727,-0.145,-0.215
728,-0.125,-0.215
729,-0.115,-0.205
730,-0.085,-0.195
731,-0.085,-0.215
732,-0.095,-0.225
733,-0.085,-0.225
734,-0.115,-0.215
735,-0.085,-0.235
736,-0.085,-0.215
737,-0.085,-0.255
738,-0.045,-0.245
739,-0.085,-0.265
740,-0.105,-0.285
741,-0.085,-0.295
742,-0.085,-0.275
743,-0.085,-0.295
744,-0.075,-0.285
745,-0.075,-0.295
746,-0.055,-0.275
747,-0.075,-0.305
748,-0.075,-0.295
749,-0.085,-0.295
750,-0.075,-0.295
751,-0.065,-0.295
752,-0.065,-0.305
753,-0.065,-0.305
754,-0.025,-0.285
755,-0.035,-0.285
756,-0.045,-0.295
757,-0.065,-0.315
758,-0.035,-0.285
759,-0.045,-0.285
760,-0.045,-0.285
761,-0.015,-0.285
762,-0.025,-0.265
763,0.005,-0.235
764,0.015,-0.215
765,0.035,-0.225
766,0.035,-0.175
767,0.125,-0.115
768,0.155,-0.135
769,0.125,-0.185
770,0.095,-0.215
771,0.055,-0.275
772,-0.005,-0.305
773,-0.015,-0.315
774,-0.035,-0.295
775,-0.025,-0.295
776,-0.035,-0.295
777,-0.035,-0.285
778,0.015,-0.265
779,0.045,-0.265
780,-0.225,-0.365
781,-0.395,-0.045
782,-0.125,0.295
783,0.815,0.155
784,2.045,-0.105
785,2.795,0.365
786,2.915,-0.265
787,0.765,-1.265
788,-0.465,-1.035
789,-0.625,-0.755
790,-0.505,-0.525
791,-0.345,-0.275
792,-0.055,-0.015
793,0.035,0.025
794,0.055,0.025
795,0.075,0.065
796,0.095,0.095
797,0.135,0.095
798,0.135,0.145
799,0.165,0.175
800,0.185,0.205
801,0.205,0.225
802,0.255,0.295
803,0.285,0.325
804,0.275,0.355
805,0.335,0.445
806,0.375,0.515
807,0.445,0.605
808,0.515,0.675
809,0.575,0.765
810,0.675,0.825
811,0.735,0.885
812,0.805,0.915
813,0.865,0.905
814,0.865,0.855
815,0.875,0.795
816,0.835,0.645
817,0.785,0.495
818,0.655,0.345
819,0.485,0.175
820,0.355,0.055
821,0.235,-0.065
822,0.165,-0.105
823,0.115,-0.145
824,0.065,-0.195
825,0.065,-0.205
826,0.075,-0.205
827,0.065,-0.195
828,0.035,-0.225
829,0.045,-0.215
830,0.045,-0.185
831,0.035,-0.185
832,0.045,-0.195
833,0.055,-0.175
834,0.105,-0.155
835,0.075,-0.175
836,0.065,-0.185
837,0.065,-0.185
838,0.065,-0.175
839,0.055,-0.175
840,0.045,-0.185
841,0.045,-0.195
842,0.045,-0.195
843,0.015,-0.205
844,-0.015,-0.215
845,-0.025,-0.215
846,-0.055,-0.235
847,-0.085,-0.225
848,-0.115,-0.245
849,-0.115,-0.255
850,-0.105,-0.245
851,-0.115,-0.245
852,-0.135,-0.255
853,-0.125,-0.275
854,-0.145,-0.265
855,-0.135,-0.255
856,-0.155,-0.275
857,-0.155,-0.265
858,-0.135,-0.255
859,-0.135,-0.255
860,-0.165,-0.275
861,-0.155,-0.265
862,-0.165,-0.265
863,-0.175,-0.255
864,-0.165,-0.225
865,-0.115,-0.175
866,-0.105,-0.175
867,-0.075,-0.135
868,-0.015,-0.125
869,-0.025,-0.145
870,-0.055,-0.195
871,-0.125,-0.245
872,-0.185,-0.295
873,-0.245,-0.315
874,-0.245,-0.295
875,-0.265,-0.305
876,-0.275,-0.305
877,-0.255,-0.275
878,-0.245,-0.265
879,-0.245,-0.275
880,-0.225,-0.275
881,-0.475,-0.375
882,-0.665,-0.055
883,-0.475,0.325
884,0.495,-0.035
885,1.795,-0.075
886,2.725,0.485
887,2.845,-0.285
888,0.385,-1.335
889,-0.895,-0.965
890,-0.965,-0.635
891,-0.785,-0.405
892,-0.605,-0.145
893,-0.335,0.075
894,-0.305,0.055
895,-0.305,0.085
896,-0.275,0.105
897,-0.265,0.135
898,-0.215,0.185
899,-0.205,0.205
900,-0.185,0.215
901,-0.155,0.265
902,-0.145,0.305
903,-0.125,0.345
904,-0.075,0.405
905,-0.045,0.445
906,0.025,0.535
907,0.065,0.625
908,0.115,0.705
909,0.195,0.795
910,0.255,0.895
911,0.345,0.945
912,0.425,0.995
913,0.495,1.005
914,0.565,0.995
915,0.575,0.905
916,0.555,0.805
917,0.535,0.675
918,0.435,0.505
919,0.295,0.345
920,0.115,0.165
921,-0.005,0.035
922,-0.095,-0.035
923,-0.195,-0.125
924,-0.275,-0.165
925,-0.305,-0.195
926,-0.325,-0.215
927,-0.345,-0.225
928,-0.325,-0.225
929,-0.355,-0.245
930,-0.335,-0.225
931,-0.345,-0.225
932,-0.325,-0.215
933,-0.325,-0.215
934,-0.315,-0.205
935,-0.345,-0.205
936,-0.335,-0.205
937,-0.325,-0.195
938,-0.305,-0.185
939,-0.295,-0.185
940,-0.315,-0.205
941,-0.305,-0.195
942,-0.285,-0.195
943,-0.305,-0.205
944,-0.295,-0.215
945,-0.305,-0.225
946,-0.285,-0.205
947,-0.315,-0.255
948,-0.345,-0.255
949,-0.325,-0.255
950,-0.325,-0.255
951,-0.355,-0.265
952,-0.345,-0.265
953,-0.355,-0.295
954,-0.335,-0.255
955,-0.325,-0.275
956,-0.365,-0.285
957,-0.345,-0.275
958,-0.345,-0.275
959,-0.365,-0.255
960,-0.355,-0.275
961,-0.365,-0.285
962,-0.335,-0.245
963,-0.345,-0.255
964,-0.345,-0.205
965,-0.285,-0.155
966,-0.295,-0.165
967,-0.245,-0.125
968,-0.185,-0.145
969,-0.195,-0.145
970,-0.215,-0.175
971,-0.275,-0.245
972,-0.305,-0.295
973,-0.355,-0.305
974,-0.395,-0.295
975,-0.395,-0.305
976,-0.395,-0.295
977,-0.395,-0.305
978,-0.345,-0.275
979,-0.375,-0.295
980,-0.345,-0.265
981,-0.535,-0.375
982,-0.795,-0.165
983,-0.675,0.175
984,0.105,-0.005
985,1.245,-0.205
986,2.435,0.345
987,2.935,0.185
988,1.355,-1.165
989,-0.625,-1.105
990,-1.105,-0.695
991,-0.905,-0.425
992,-0.735,-0.225
993,-0.425,0.055
994,-0.305,0.095
995,-0.325,0.075
996,-0.315,0.095
997,-0.285,0.135
998,-0.265,0.165
999,-0.235,0.195
1000,-0.225,0.205
1001,-0.195,0.255
1002,-0.145,0.295
1003,-0.125,0.335
1004,-0.105,0.395
1005,-0.075,0.445
1006,-0.025,0.525
1007,0.025,0.605
1008,0.065,0.675
1009,0.135,0.765
1010,0.225,0.865
1011,0.315,0.945
1012,0.385,0.995
1013,0.465,1.025
1014,0.515,1.025
1015,0.555,0.965
1016,0.555,0.875
1017,0.535,0.745
1018,0.485,0.605
1019,0.365,0.395
1020,0.185,0.195
1021,0.015,0.035
1022,-0.115,-0.065
1023,-0.205,-0.125
1024,-0.245,-0.185
1025,-0.295,-0.215
1026,-0.305,-0.195
1027,-0.305,-0.225
1028,-0.335,-0.255
1029,-0.325,-0.245
1030,-0.325,-0.255
1031,-0.345,-0.235
1032,-0.345,-0.245
1033,-0.345,-0.245
1034,-0.325,-0.215
1035,-0.305,-0.235
1036,-0.335,-0.235
1037,-0.315,-0.215
1038,-0.295,-0.225
1039,-0.325,-0.205
1040,-0.305,-0.215
1041,-0.315,-0.225
1042,-0.305,-0.215
1043,-0.285,-0.225
1044,-0.305,-0.235
1045,-0.305,-0.265
1046,-0.285,-0.245
1047,-0.325,-0.275
1048,-0.315,-0.275
1049,-0.335,-0.285
1050,-0.315,-0.255
1051,-0.305,-0.285
1052,-0.325,-0.305
1053,-0.345,-0.305
1054,-0.305,-0.295
1055,-0.335,-0.305
1056,-0.345,-0.315
1057,-0.325,-0.315
1058,-0.315,-0.305
1059,-0.315,-0.305
1060,-0.325,-0.315
1061,-0.315,-0.305
1062,-0.315,-0.305
1063,-0.305,-0.295
1064,-0.305,-0.305
1065,-0.295,-0.305
1066,-0.285,-0.265
1067,-0.255,-0.245
1068,-0.235,-0.225
1069,-0.225,-0.225
1070,-0.195,-0.165
1071,-0.125,-0.135
1072,-0.105,-0.165
1073,-0.145,-0.235
1074,-0.175,-0.245
1075,-0.215,-0.325
1076,-0.275,-0.345
1077,-0.285,-0.335
1078,-0.295,-0.335
1079,-0.275,-0.335
1080,-0.265,-0.325
1081,-0.275,-0.325
1082,-0.245,-0.305
1083,-0.205,-0.325
1084,-0.475,-0.425
1085,-0.685,-0.055
1086,-0.515,0.195
1087,0.315,-0.175
1088,1.585,-0.155
1089,2.655,0.435
1090,3.065,-0.065
1091,1.265,-1.335
1092,-0.565,-1.095
1093,-0.965,-0.695
1094,-0.765,-0.415
1095,-0.535,-0.095
1096,-0.255,0.035
1097,-0.215,0.025
1098,-0.165,0.065
1099,-0.145,0.065
1100,-0.095,0.125
1101,-0.085,0.135
1102,-0.085,0.155
1103,-0.055,0.185
1104,-0.005,0.225
1105,0.015,0.265
1106,0.065,0.315
1107,0.095,0.365
1108,0.135,0.425
1109,0.185,0.475
1110,0.255,0.565
1111,0.315,0.655
1112,0.405,0.725
1113,0.475,0.835
1114,0.565,0.895
1115,0.665,0.955
1116,0.755,0.985
1117,0.815,0.965
1118,0.845,0.935
1119,0.875,0.845
1120,0.865,0.715
1121,0.815,0.535
1122,0.675,0.355
1123,0.535,0.185
1124,0.385,0.015
1125,0.265,-0.105
1126,0.175,-0.185
1127,0.105,-0.215
1128,0.085,-0.255
1129,0.065,-0.265
1130,0.045,-0.265
1131,0.065,-0.285
1132,0.055,-0.285
1133,0.065,-0.295
1134,0.055,-0.275
1135,0.065,-0.265
1136,0.065,-0.275
1137,0.075,-0.275
1138,0.065,-0.265
1139,0.085,-0.255
1140,0.095,-0.255
1141,0.095,-0.265
1142,0.115,-0.265
1143,0.085,-0.245
1144,0.075,-0.255
1145,0.095,-0.275
1146,0.085,-0.265
1147,0.115,-0.275
1148,0.095,-0.275
1149,0.105,-0.295
1150,0.095,-0.285
1151,0.095,-0.285
1152,0.085,-0.315
1153,0.075,-0.335
1154,0.105,-0.295
1155,0.095,-0.325
1156,0.075,-0.335
1157,0.075,-0.335
1158,0.065,-0.325
1159,0.065,-0.335
1160,0.085,-0.325
1161,0.085,-0.335
1162,0.075,-0.325
1163,0.095,-0.315
1164,0.095,-0.325
1165,0.085,-0.335
1166,0.105,-0.315
1167,0.095,-0.325
1168,0.115,-0.325
1169,0.095,-0.305
1170,0.095,-0.295
1171,0.125,-0.315
1172,0.105,-0.295
1173,0.115,-0.285
1174,0.145,-0.255
1175,0.115,-0.235
1176,0.175,-0.175
1177,0.225,-0.155
1178,0.275,-0.145
1179,0.235,-0.235
1180,0.175,-0.285
1181,0.145,-0.325
1182,0.105,-0.315
1183,0.065,-0.315
1184,0.075,-0.335
1185,0.065,-0.335
1186,0.065,-0.315
1187,0.095,-0.305
1188,0.075,-0.305
1189,0.115,-0.295
1190,-0.085,-0.355
1191,-0.325,0.005
1192,-0.125,0.345
1193,0.785,0.095
1194,2.055,-0.005
1195,2.865,0.405
1196,3.125,-0.485
1197,0.945,-1.325
1198,-0.425,-0.985
1199,-0.595,-0.725
1200,-0.495,-0.525
1201,-0.315,-0.275
1202,-0.065,0.005
1203,0.075,0.045
1204,0.055,0.025
1205,0.065,0.065
1206,0.095,0.095
1207,0.125,0.135
1208,0.155,0.175
1209,0.165,0.205
