'sample interval','ECG1','ECG2'
115,0.265,0.185
116,0.265,0.175
117,0.255,0.175
118,0.255,0.175
119,0.245,0.165
120,0.235,0.155
121,0.235,0.155
122,0.225,0.155
123,0.215,0.145
124,0.205,0.135
125,0.195,0.125
126,0.195,0.125
127,0.185,0.115
128,0.175,0.105
129,0.165,0.095
130,0.155,0.095
131,0.145,0.085
132,0.145,0.075
133,0.135,0.075
134,0.125,0.075
135,0.115,0.065
136,0.105,0.055
137,0.085,0.035
138,-0.385,-0.185
139,-0.625,-0.625
140,-0.555,-0.565
141,-0.515,-0.515
142,-0.495,-0.495
143,-0.505,-0.495
144,-0.495,-0.485
145,-0.495,-0.485
146,-0.495,-0.475
147,-0.495,-0.475
148,-0.495,-0.475
149,-0.485,-0.475
150,-0.485,-0.465
151,-0.485,-0.455
152,-0.475,-0.455
153,-0.475,-0.455
154,-0.465,-0.445
155,-0.455,-0.445
156,-0.455,-0.435
157,-0.455,-0.435
158,-0.445,-0.425
159,-0.445,-0.415
160,-0.435,-0.415
161,-0.435,-0.415
162,-0.415,-0.405
163,-0.415,-0.395
164,-0.415,-0.395
165,-0.405,-0.385
166,-0.395,-0.375
167,-0.395,-0.375
168,-0.385,-0.375
169,-0.375,-0.375
170,-0.375,-0.355
171,-0.365,-0.355
172,-0.365,-0.355
173,-0.355,-0.345
174,-0.345,-0.335
175,-0.345,-0.335
176,-0.335,-0.335
177,-0.325,-0.325
178,-0.315,-0.315
179,-0.315,-0.315
180,-0.305,-0.305
181,-0.305,-0.305
182,-0.295,-0.295
183,-0.295,-0.295
184,-0.285,-0.285
185,-0.275,-0.285
186,-0.265,-0.265
187,-0.265,-0.265
188,-0.255,-0.265
189,-0.245,-0.255
190,-0.235,-0.245
191,-0.225,-0.235
192,-0.215,-0.235
193,-0.205,-0.235
194,-0.195,-0.215
195,-0.195,-0.215
196,-0.185,-0.215
197,-0.175,-0.205
198,-0.165,-0.195
199,-0.155,-0.185
200,-0.135,-0.185
201,-0.135,-0.165
202,0.525,0.345
203,0.565,0.485
204,0.495,0.415
205,0.475,0.385
206,0.465,0.375
207,0.455,0.365
208,0.455,0.355
209,0.455,0.355
210,0.445,0.355
211,0.445,0.355
212,0.445,0.345
213,0.435,0.345
214,0.435,0.345
215,0.435,0.335
216,0.435,0.325
217,0.425,0.325
218,0.415,0.325
219,0.415,0.315
220,0.405,0.305
221,0.405,0.305
222,0.405,0.305
223,0.395,0.295
224,0.385,0.285
225,0.385,0.275
226,0.375,0.285
227,0.375,0.275
228,0.365,0.265
229,0.365,0.265
230,0.355,0.255
231,0.345,0.255
232,0.345,0.245
233,0.335,0.235
234,0.335,0.235
235,0.325,0.225
236,0.325,0.215
237,0.315,0.215
238,0.305,0.215
239,0.305,0.205
240,0.295,0.205
241,0.285,0.195
242,0.285,0.195
243,0.275,0.185
244,0.265,0.175
245,0.265,0.175
246,0.255,0.175
247,0.245,0.165
248,0.245,0.155
249,0.235,0.155
250,0.225,0.155
251,0.215,0.145
252,0.215,0.135
253,0.205,0.125
254,0.195,0.125
255,0.185,0.115
256,0.185,0.105
257,0.175,0.095
258,0.165,0.095
259,0.155,0.085
260,0.145,0.075
261,0.135,0.075
262,0.125,0.065
263,0.115,0.065
264,0.095,0.045
265,0.085,0.035
266,-0.505,-0.335
267,-0.615,-0.615
268,-0.545,-0.555
269,-0.515,-0.515
270,-0.505,-0.505
271,-0.505,-0.495
272,-0.505,-0.495
273,-0.495,-0.495
274,-0.495,-0.485
275,-0.495,-0.485
276,-0.485,-0.485
277,-0.485,-0.485
278,-0.485,-0.475
279,-0.475,-0.465
280,-0.475,-0.465
281,-0.465,-0.465
282,-0.465,-0.455
283,-0.455,-0.445
284,-0.445,-0.445
285,-0.445,-0.445
286,-0.435,-0.435
287,-0.435,-0.435
288,-0.425,-0.425
289,-0.415,-0.425
290,-0.415,-0.415
291,-0.405,-0.405
292,-0.395,-0.405
293,-0.395,-0.405
294,-0.385,-0.395
295,-0.375,-0.385
296,-0.375,-0.395
297,-0.365,-0.385
298,-0.365,-0.375
299,-0.355,-0.365
300,-0.345,-0.365
301,-0.345,-0.365
302,-0.345,-0.355
303,-0.335,-0.345
304,-0.325,-0.345
305,-0.325,-0.335
306,-0.315,-0.335
307,-0.315,-0.325
308,-0.305,-0.325
309,-0.305,-0.325
310,-0.295,-0.305
311,-0.285,-0.305
312,-0.275,-0.305
313,-0.275,-0.295
314,-0.275,-0.285
315,-0.265,-0.285
316,-0.255,-0.275
317,-0.245,-0.275
318,-0.235,-0.255
319,-0.235,-0.255
320,-0.225,-0.255
321,-0.215,-0.245
322,-0.205,-0.235
323,-0.195,-0.225
324,-0.185,-0.225
325,-0.175,-0.225
326,-0.165,-0.205
327,-0.155,-0.205
328,-0.145,-0.205
329,-0.125,-0.185
330,0.335,0.035
331,0.585,0.485
332,0.505,0.415
333,0.475,0.375
334,0.465,0.365
335,0.455,0.355
336,0.455,0.345
337,0.455,0.345
338,0.455,0.345
339,0.445,0.345
340,0.445,0.335
341,0.445,0.325
342,0.445,0.335
343,0.435,0.325
344,0.435,0.315
345,0.425,0.315
346,0.425,0.305
347,0.415,0.305
348,0.415,0.295
349,0.405,0.295
350,0.405,0.295
351,0.395,0.275
352,0.385,0.275
353,0.385,0.265
354,0.375,0.265
355,0.375,0.255
356,0.365,0.245
357,0.355,0.235
358,0.355,0.245
359,0.345,0.235
360,0.345,0.225
361,0.335,0.215
362,0.325,0.215
363,0.325,0.205
364,0.315,0.205
365,0.305,0.195
366,0.305,0.195
367,0.295,0.185
368,0.295,0.185
369,0.285,0.175
370,0.275,0.175
371,0.275,0.165
372,0.265,0.165
373,0.255,0.155
374,0.255,0.155
375,0.245,0.145
376,0.245,0.135
377,0.235,0.135
378,0.225,0.135
379,0.215,0.125
380,0.215,0.115
381,0.205,0.105
382,0.195,0.105
383,0.185,0.095
384,0.175,0.095
385,0.165,0.085
386,0.155,0.075
387,0.155,0.065
388,0.145,0.065
389,0.135,0.055
390,0.115,0.055
391,0.105,0.045
392,0.095,0.035
393,0.085,0.055
394,-0.605,-0.565
395,-0.575,-0.605
396,-0.515,-0.545
397,-0.495,-0.525
398,-0.495,-0.505
399,-0.495,-0.505
400,-0.485,-0.505
401,-0.475,-0.495
402,-0.475,-0.495
403,-0.475,-0.495
404,-0.475,-0.495
405,-0.465,-0.485
406,-0.465,-0.475
407,-0.465,-0.475
408,-0.455,-0.475
409,-0.455,-0.475
410,-0.445,-0.455
411,-0.445,-0.455
412,-0.435,-0.455
413,-0.435,-0.455
414,-0.425,-0.435
415,-0.425,-0.435
416,-0.415,-0.435
417,-0.415,-0.435
418,-0.415,-0.425
419,-0.405,-0.415
420,-0.395,-0.415
421,-0.395,-0.405
422,-0.385,-0.395
423,-0.385,-0.395
424,-0.385,-0.395
425,-0.375,-0.385
426,-0.365,-0.375
427,-0.365,-0.375
428,-0.365,-0.375
429,-0.355,-0.365
430,-0.345,-0.355
431,-0.345,-0.355
432,-0.345,-0.355
433,-0.335,-0.345
434,-0.325,-0.335
435,-0.325,-0.335
436,-0.315,-0.325
437,-0.305,-0.325
438,-0.305,-0.315
439,-0.295,-0.305
440,-0.295,-0.305
441,-0.285,-0.305
442,-0.275,-0.295
443,-0.275,-0.285
444,-0.265,-0.285
445,-0.255,-0.275
446,-0.245,-0.265
447,-0.245,-0.265
448,-0.235,-0.255
449,-0.225,-0.255
450,-0.215,-0.245
451,-0.205,-0.235
452,-0.195,-0.225
453,-0.185,-0.225
454,-0.175,-0.215
455,-0.165,-0.215
456,-0.145,-0.205
457,-0.115,-0.195
458,0.105,-0.195
459,0.525,0.475
460,0.495,0.435
461,0.465,0.375
462,0.445,0.355
463,0.445,0.345
464,0.445,0.345
465,0.445,0.335
466,0.445,0.335
467,0.435,0.335
468,0.435,0.335
469,0.435,0.325
470,0.435,0.325
471,0.425,0.315
472,0.425,0.315
473,0.425,0.315
474,0.415,0.305
475,0.405,0.305
476,0.405,0.305
477,0.405,0.295
478,0.395,0.285
479,0.385,0.285
480,0.375,0.285
481,0.375,0.265
482,0.375,0.265
483,0.365,0.265
484,0.365,0.255
485,0.355,0.245
486,0.345,0.245
487,0.345,0.235
488,0.335,0.235
489,0.335,0.225
490,0.325,0.225
491,0.315,0.215
492,0.305,0.215
493,0.305,0.205
494,0.295,0.205
495,0.295,0.195
496,0.285,0.185
497,0.275,0.185
498,0.275,0.185
499,0.265,0.175
500,0.265,0.165
501,0.245,0.165
502,0.245,0.155
503,0.235,0.145
504,0.225,0.145
505,0.215,0.135
506,0.215,0.135
507,0.205,0.125
508,0.205,0.115
509,0.195,0.115
510,0.185,0.105
511,0.175,0.095
512,0.165,0.085
513,0.155,0.085
514,0.145,0.085
515,0.135,0.075
516,0.125,0.065
517,0.115,0.065
518,0.105,0.055
519,0.095,0.045
520,0.085,0.035
521,0.075,0.025
522,-0.585,-0.495
523,-0.615,-0.615
524,-0.545,-0.555
525,-0.525,-0.525
526,-0.515,-0.505
527,-0.515,-0.505
528,-0.515,-0.505
529,-0.515,-0.505
530,-0.505,-0.495
531,-0.505,-0.495
532,-0.505,-0.495
533,-0.505,-0.485
534,-0.495,-0.475
535,-0.495,-0.485
536,-0.485,-0.475
537,-0.485,-0.475
538,-0.475,-0.465
539,-0.475,-0.455
540,-0.465,-0.455
541,-0.465,-0.445
542,-0.455,-0.445
543,-0.455,-0.435
544,-0.445,-0.435
545,-0.445,-0.425
546,-0.435,-0.415
547,-0.435,-0.415
548,-0.425,-0.415
549,-0.425,-0.405
550,-0.415,-0.395
551,-0.415,-0.395
552,-0.405,-0.395
553,-0.395,-0.385
554,-0.395,-0.375
555,-0.385,-0.375
556,-0.375,-0.365
557,-0.375,-0.365
558,-0.365,-0.355
559,-0.365,-0.345
560,-0.355,-0.345
561,-0.355,-0.345
562,-0.335,-0.335
563,-0.335,-0.325
564,-0.325,-0.325
565,-0.325,-0.325
566,-0.315,-0.305
567,-0.305,-0.305
568,-0.305,-0.305
569,-0.295,-0.295
570,-0.285,-0.285
571,-0.275,-0.285
572,-0.265,-0.275
573,-0.265,-0.275
574,-0.255,-0.265
575,-0.245,-0.255
576,-0.235,-0.255
577,-0.225,-0.245
578,-0.215,-0.235
579,-0.205,-0.225
580,-0.195,-0.225
581,-0.185,-0.215
582,-0.175,-0.205
583,-0.165,-0.205
584,-0.145,-0.195
585,-0.125,-0.175
586,0.445,0.265
587,0.545,0.475
588,0.485,0.405
589,0.455,0.365
590,0.445,0.365
591,0.445,0.355
592,0.445,0.345
593,0.445,0.345
594,0.435,0.345
595,0.435,0.335
596,0.435,0.335
597,0.435,0.335
598,0.425,0.335
599,0.425,0.325
600,0.415,0.315
601,0.415,0.315
602,0.405,0.315
603,0.395,0.305
604,0.395,0.295
605,0.395,0.285
606,0.385,0.295
607,0.375,0.275
608,0.375,0.265
609,0.375,0.265
610,0.365,0.265
611,0.355,0.255
612,0.355,0.255
613,0.345,0.245
614,0.335,0.245
615,0.335,0.235
616,0.335,0.235
617,0.325,0.225
618,0.315,0.225
619,0.305,0.215
620,0.305,0.215
621,0.295,0.205
622,0.295,0.205
623,0.285,0.195
624,0.275,0.195
625,0.275,0.185
626,0.265,0.185
627,0.255,0.175
628,0.255,0.165
629,0.245,0.165
630,0.235,0.165
631,0.225,0.155
632,0.225,0.145
633,0.215,0.145
634,0.215,0.145
635,0.205,0.135
636,0.195,0.125
637,0.185,0.115
638,0.185,0.115
639,0.165,0.105
640,0.165,0.105
641,0.155,0.095
642,0.145,0.095
643,0.135,0.075
644,0.125,0.075
645,0.115,0.065
646,0.105,0.065
647,0.095,0.055
648,0.085,0.045
649,0.075,0.035
650,-0.575,-0.465
651,-0.615,-0.615
652,-0.555,-0.545
653,-0.525,-0.515
654,-0.515,-0.505
655,-0.515,-0.495
656,-0.515,-0.495
657,-0.505,-0.495
658,-0.505,-0.485
659,-0.505,-0.485
660,-0.505,-0.485
661,-0.505,-0.475
662,-0.495,-0.475
663,-0.485,-0.465
664,-0.485,-0.465
665,-0.485,-0.465
666,-0.475,-0.455
667,-0.475,-0.445
668,-0.465,-0.445
669,-0.455,-0.445
670,-0.455,-0.435
671,-0.455,-0.425
672,-0.445,-0.425
673,-0.445,-0.415
674,-0.435,-0.405
675,-0.435,-0.405
676,-0.425,-0.395
677,-0.415,-0.395
678,-0.415,-0.385
679,-0.405,-0.385
680,-0.405,-0.385
681,-0.395,-0.375
682,-0.385,-0.365
683,-0.385,-0.365
684,-0.375,-0.365
685,-0.365,-0.355
686,-0.355,-0.345
687,-0.355,-0.345
688,-0.345,-0.335
689,-0.345,-0.335
690,-0.335,-0.325
691,-0.325,-0.325
692,-0.315,-0.315
693,-0.315,-0.315
694,-0.305,-0.305
695,-0.305,-0.305
696,-0.295,-0.305
697,-0.285,-0.295
698,-0.275,-0.285
699,-0.275,-0.275
700,-0.265,-0.275
701,-0.255,-0.265
702,-0.245,-0.255
703,-0.235,-0.255
704,-0.225,-0.255
705,-0.225,-0.245
706,-0.215,-0.235
707,-0.205,-0.235
708,-0.195,-0.225
709,-0.185,-0.215
710,-0.175,-0.205
711,-0.165,-0.205
712,-0.155,-0.195
713,-0.135,-0.185
714,0.415,0.195
715,0.565,0.475
716,0.495,0.405
717,0.465,0.375
718,0.455,0.365
719,0.455,0.355
720,0.455,0.345
721,0.445,0.345
722,0.445,0.345
723,0.435,0.345
724,0.435,0.335
725,0.435,0.325
726,0.435,0.335
727,0.425,0.325
728,0.425,0.315
729,0.415,0.315
730,0.415,0.305
731,0.405,0.305
732,0.395,0.295
733,0.395,0.295
734,0.395,0.285
735,0.385,0.285
736,0.375,0.275
737,0.375,0.265
738,0.365,0.265
739,0.365,0.255
740,0.355,0.245
741,0.345,0.245
742,0.345,0.245
743,0.335,0.235
744,0.335,0.225
745,0.325,0.225
746,0.325,0.225
747,0.315,0.215
748,0.315,0.205
749,0.305,0.195
750,0.295,0.195
751,0.285,0.195
752,0.285,0.185
753,0.285,0.175
754,0.275,0.175
755,0.265,0.175
756,0.255,0.165
757,0.255,0.155
758,0.245,0.155
759,0.235,0.145
760,0.225,0.135
761,0.225,0.135
762,0.215,0.125
763,0.205,0.125
764,0.205,0.105
765,0.195,0.105
766,0.185,0.105
767,0.175,0.095
768,0.165,0.085
769,0.155,0.075
770,0.145,0.075
771,0.135,0.065
772,0.135,0.055
773,0.115,0.055
774,0.105,0.055
775,0.095,0.035
776,0.085,0.025
777,0.065,0.015
778,-0.495,-0.435
779,-0.595,-0.635
780,-0.535,-0.565
781,-0.515,-0.535
782,-0.505,-0.515
783,-0.505,-0.515
784,-0.505,-0.515
785,-0.505,-0.515
786,-0.505,-0.505
787,-0.505,-0.505
788,-0.505,-0.505
789,-0.495,-0.495
790,-0.495,-0.485
791,-0.485,-0.485
792,-0.485,-0.485
793,-0.485,-0.475
794,-0.475,-0.465
795,-0.475,-0.465
796,-0.465,-0.465
797,-0.465,-0.455
798,-0.455,-0.455
799,-0.455,-0.445
800,-0.445,-0.445
801,-0.435,-0.435
802,-0.435,-0.425
803,-0.425,-0.425
804,-0.425,-0.425
805,-0.415,-0.415
806,-0.405,-0.405
807,-0.405,-0.395
808,-0.395,-0.405
809,-0.395,-0.395
810,-0.385,-0.385
811,-0.375,-0.385
812,-0.365,-0.385
813,-0.365,-0.375
814,-0.355,-0.365
815,-0.355,-0.365
816,-0.345,-0.355
817,-0.335,-0.355
818,-0.335,-0.345
819,-0.325,-0.345
820,-0.315,-0.345
821,-0.305,-0.335
822,-0.305,-0.325
823,-0.295,-0.315
824,-0.295,-0.315
825,-0.285,-0.305
826,-0.275,-0.295
827,-0.275,-0.295
828,-0.265,-0.295
829,-0.255,-0.285
830,-0.245,-0.275
831,-0.235,-0.265
832,-0.225,-0.265
833,-0.215,-0.255
834,-0.215,-0.245
835,-0.205,-0.245
836,-0.185,-0.245
837,-0.185,-0.235
838,-0.175,-0.225
839,-0.165,-0.225
840,-0.145,-0.215
841,-0.155,-0.205
842,0.515,0.325
843,0.555,0.455
844,0.495,0.385
845,0.465,0.355
846,0.455,0.345
847,0.455,0.335
848,0.455,0.325
849,0.445,0.325
850,0.445,0.325
851,0.435,0.315
852,0.445,0.315
853,0.435,0.305
854,0.425,0.305
855,0.425,0.305
856,0.425,0.295
857,0.415,0.295
858,0.405,0.285
859,0.405,0.285
860,0.395,0.275
861,0.385,0.265
862,0.385,0.265
863,0.385,0.265
864,0.375,0.255
865,0.375,0.245
866,0.365,0.245
867,0.355,0.235
868,0.355,0.225
869,0.345,0.225
870,0.345,0.225
871,0.335,0.215
872,0.325,0.205
873,0.325,0.205
874,0.315,0.205
875,0.305,0.195
876,0.305,0.185
877,0.295,0.185
878,0.295,0.175
879,0.285,0.175
880,0.275,0.165
881,0.275,0.155
882,0.265,0.155
883,0.255,0.155
884,0.255,0.145
885,0.245,0.135
886,0.235,0.145
887,0.225,0.135
888,0.225,0.125
889,0.215,0.115
890,0.215,0.115
891,0.205,0.105
892,0.195,0.095
893,0.185,0.095
894,0.185,0.095
895,0.165,0.075
896,0.165,0.075
897,0.155,0.065
898,0.145,0.065
899,0.135,0.055
900,0.125,0.045
901,0.115,0.045
902,0.105,0.045
903,0.105,0.025
904,0.075,0.015
905,0.065,0.045
906,-0.625,-0.595
907,-0.605,-0.625
908,-0.545,-0.565
909,-0.525,-0.535
910,-0.525,-0.525
911,-0.515,-0.515
912,-0.515,-0.515
913,-0.515,-0.515
914,-0.515,-0.505
915,-0.505,-0.505
916,-0.505,-0.505
917,-0.505,-0.495
918,-0.495,-0.485
919,-0.495,-0.485
920,-0.485,-0.485
921,-0.485,-0.475
922,-0.475,-0.475
923,-0.475,-0.465
924,-0.465,-0.465
925,-0.465,-0.455
926,-0.455,-0.445
927,-0.455,-0.445
928,-0.445,-0.435
929,-0.445,-0.435
930,-0.435,-0.425
931,-0.425,-0.415
932,-0.425,-0.415
933,-0.415,-0.415
934,-0.415,-0.405
935,-0.405,-0.405
936,-0.395,-0.395
937,-0.395,-0.395
938,-0.385,-0.375
939,-0.385,-0.375
940,-0.375,-0.375
941,-0.365,-0.365
942,-0.365,-0.355
943,-0.355,-0.355
944,-0.345,-0.355
945,-0.345,-0.355
946,-0.335,-0.345
947,-0.335,-0.335
948,-0.325,-0.335
949,-0.315,-0.335
950,-0.305,-0.315
951,-0.305,-0.315
952,-0.295,-0.315
953,-0.285,-0.305
954,-0.275,-0.295
955,-0.275,-0.295
956,-0.265,-0.285
957,-0.255,-0.285
958,-0.245,-0.275
959,-0.245,-0.265
960,-0.225,-0.265
961,-0.215,-0.255
962,-0.215,-0.245
963,-0.205,-0.235
964,-0.195,-0.235
965,-0.185,-0.225
966,-0.175,-0.215
967,-0.165,-0.215
968,-0.155,-0.205
969,-0.135,-0.195
970,0.345,0.055
971,0.575,0.465
972,0.505,0.405
973,0.465,0.355
974,0.455,0.355
975,0.455,0.345
976,0.455,0.335
977,0.455,0.335
978,0.445,0.335
979,0.445,0.325
980,0.445,0.325
981,0.435,0.315
982,0.435,0.325
983,0.435,0.315
984,0.425,0.305
985,0.425,0.305
986,0.415,0.305
987,0.405,0.295
988,0.405,0.285
989,0.405,0.285
990,0.395,0.285
991,0.385,0.275
992,0.385,0.265
993,0.375,0.265
994,0.375,0.255
995,0.365,0.255
996,0.365,0.245
997,0.355,0.245
998,0.355,0.235
999,0.345,0.235
1000,0.335,0.225
1001,0.335,0.215
1002,0.325,0.225
1003,0.325,0.215
1004,0.325,0.195
1005,0.305,0.195
1006,0.305,0.195
1007,0.295,0.185
1008,0.295,0.185
1009,0.285,0.175
1010,0.275,0.175
1011,0.275,0.165
1012,0.265,0.155
1013,0.255,0.155
1014,0.245,0.155
1015,0.245,0.155
1016,0.235,0.145
1017,0.235,0.135
1018,0.225,0.135
1019,0.215,0.125
1020,0.215,0.115
1021,0.205,0.115
1022,0.195,0.105
1023,0.185,0.105
1024,0.175,0.095
1025,0.175,0.085
1026,0.155,0.085
1027,0.155,0.075
1028,0.145,0.065
1029,0.135,0.065
1030,0.125,0.065
1031,0.115,0.045
1032,0.095,0.035
1033,0.105,0.025
1034,-0.575,-0.495
1035,-0.595,-0.615
1036,-0.545,-0.555
1037,-0.515,-0.525
1038,-0.505,-0.505
1039,-0.505,-0.505
1040,-0.505,-0.505
1041,-0.495,-0.495
1042,-0.495,-0.495
1043,-0.485,-0.485
1044,-0.485,-0.485
1045,-0.485,-0.485
1046,-0.475,-0.475
1047,-0.475,-0.475
1048,-0.465,-0.475
1049,-0.465,-0.465
1050,-0.455,-0.455
1051,-0.455,-0.455
1052,-0.445,-0.445
1053,-0.445,-0.445
1054,-0.435,-0.435
1055,-0.435,-0.425
1056,-0.425,-0.425
1057,-0.425,-0.425
1058,-0.415,-0.405
1059,-0.415,-0.405
1060,-0.405,-0.405
1061,-0.405,-0.395
1062,-0.395,-0.385
1063,-0.395,-0.385
1064,-0.385,-0.385
1065,-0.375,-0.375
1066,-0.365,-0.365
1067,-0.365,-0.365
1068,-0.365,-0.365
1069,-0.355,-0.355
1070,-0.355,-0.345
1071,-0.345,-0.345
1072,-0.335,-0.345
1073,-0.335,-0.335
1074,-0.315,-0.325
1075,-0.325,-0.325
1076,-0.305,-0.325
1077,-0.305,-0.315
1078,-0.295,-0.305
1079,-0.295,-0.305
1080,-0.275,-0.295
1081,-0.275,-0.295
1082,-0.265,-0.285
1083,-0.265,-0.275
1084,-0.255,-0.275
1085,-0.245,-0.265
1086,-0.235,-0.255
1087,-0.225,-0.255
1088,-0.215,-0.245
1089,-0.215,-0.235
1090,-0.205,-0.225
1091,-0.195,-0.225
1092,-0.185,-0.215
1093,-0.175,-0.215
1094,-0.165,-0.195
1095,-0.155,-0.195
1096,-0.135,-0.185
1097,-0.145,-0.175
1098,0.525,0.335
1099,0.555,0.465
1100,0.495,0.395
1101,0.465,0.375
1102,0.465,0.365
1103,0.455,0.355
1104,0.455,0.345
1105,0.445,0.345
1106,0.445,0.345
1107,0.445,0.335
1108,0.445,0.325
1109,0.435,0.325
1110,0.435,0.325
1111,0.425,0.315
1112,0.425,0.315
1113,0.415,0.305
1114,0.415,0.305
1115,0.405,0.305
1116,0.405,0.295
1117,0.395,0.285
1118,0.395,0.285
1119,0.385,0.275
1120,0.375,0.275
1121,0.375,0.265
1122,0.375,0.265
1123,0.365,0.265
1124,0.365,0.255
1125,0.355,0.245
1126,0.345,0.245
1127,0.345,0.245
1128,0.335,0.235
1129,0.335,0.225
1130,0.325,0.225
1131,0.315,0.215
1132,0.315,0.215
1133,0.305,0.205
1134,0.295,0.205
1135,0.295,0.195
1136,0.295,0.185
1137,0.285,0.185
1138,0.275,0.185
1139,0.265,0.175
1140,0.265,0.175
1141,0.255,0.165
1142,0.245,0.165
1143,0.235,0.155
1144,0.235,0.145
1145,0.225,0.145
1146,0.225,0.145
1147,0.215,0.135
1148,0.205,0.125
1149,0.195,0.115
1150,0.195,0.115
1151,0.185,0.115
1152,0.175,0.095
1153,0.165,0.095
1154,0.155,0.095
1155,0.145,0.085
1156,0.135,0.075
1157,0.135,0.065
1158,0.125,0.065
1159,0.105,0.055
1160,0.095,0.045
1161,0.085,0.035
1162,-0.415,-0.225
1163,-0.635,-0.615
1164,-0.555,-0.555
1165,-0.525,-0.515
1166,-0.515,-0.495
1167,-0.515,-0.495
1168,-0.505,-0.495
1169,-0.505,-0.485
1170,-0.505,-0.485
1171,-0.495,-0.485
1172,-0.495,-0.475
1173,-0.495,-0.475
1174,-0.485,-0.465
1175,-0.485,-0.465
1176,-0.475,-0.465
1177,-0.475,-0.455
1178,-0.465,-0.445
1179,-0.465,-0.445
1180,-0.455,-0.445
1181,-0.455,-0.435
1182,-0.445,-0.425
1183,-0.445,-0.425
1184,-0.435,-0.425
1185,-0.435,-0.415
1186,-0.425,-0.405
1187,-0.425,-0.405
1188,-0.415,-0.405
1189,-0.405,-0.395
1190,-0.395,-0.385
1191,-0.395,-0.375
1192,-0.385,-0.375
1193,-0.385,-0.375
1194,-0.375,-0.365
1195,-0.375,-0.355
1196,-0.365,-0.355
1197,-0.355,-0.355
1198,-0.355,-0.345
1199,-0.345,-0.335
1200,-0.335,-0.335
1201,-0.325,-0.325
1202,-0.325,-0.315
1203,-0.315,-0.315
1204,-0.315,-0.315
1205,-0.315,-0.305
1206,-0.295,-0.305
1207,-0.295,-0.295
1208,-0.285,-0.295
1209,-0.275,-0.295
1210,-0.275,-0.285
1211,-0.265,-0.275
1212,-0.255,-0.275
1213,-0.255,-0.265
1214,-0.245,-0.255
1215,-0.235,-0.255
1216,-0.225,-0.245
1217,-0.215,-0.245
1218,-0.205,-0.235
1219,-0.195,-0.225
1220,-0.185,-0.225
1221,-0.175,-0.215
1222,-0.175,-0.205
1223,-0.155,-0.195
1224,-0.145,-0.195
1225,-0.125,-0.185
1226,0.225,-0.045
1227,0.585,0.485
1228,0.515,0.425
1229,0.475,0.385
1230,0.465,0.365
1231,0.455,0.355
1232,0.455,0.355
1233,0.455,0.345
1234,0.455,0.345
1235,0.445,0.345
1236,0.445,0.335
1237,0.445,0.335
1238,0.435,0.335
1239,0.425,0.315
1240,0.415,0.315
1241,0.415,0.305
