'sample interval','ECG1','ECG2'
213,-0.840,-0.150
214,-0.680,-0.180
215,-0.830,-0.260
216,-0.950,-0.240
217,-1.180,-0.230
218,-0.840,-0.250
219,-1.100,-0.270
220,-1.100,-0.330
221,-1.420,-0.300
222,-1.140,-0.340
223,-1.520,-0.380
224,-1.440,-0.470
225,-1.350,-0.540
226,-1.250,-0.560
227,-1.550,-0.630
228,-1.300,-0.580
229,-0.920,-0.660
230,-1.170,-0.650
231,-0.870,-0.670
232,-0.670,-0.560
233,-0.380,-0.550
234,-0.220,-0.470
235,-0.020,-0.420
236,0.150,-0.360
237,0.070,-0.290
238,0.250,-0.260
239,0.410,-0.180
240,0.330,-0.140
241,0.400,-0.080
242,0.480,-0.060
243,0.470,-0.050
244,0.480,-0.010
245,0.370,-0.050
246,0.540,0.030
247,0.230,0.040
248,0.590,0.010
249,0.340,0.050
250,0.630,0.050
251,0.450,-0.050
252,0.510,0.080
253,0.340,0.000
254,0.510,-0.030
255,0.590,0.090
256,0.660,0.070
257,0.670,0.140
258,0.760,0.060
259,0.710,0.070
260,0.970,-0.160
261,0.700,-0.160
262,0.780,-0.140
263,0.840,-0.170
264,1.000,-0.580
265,1.130,-0.750
266,0.490,-1.260
267,-0.150,-1.510
268,-0.790,-2.150
269,-1.430,-1.910
270,-2.070,-1.780
271,-2.710,-1.510
272,-3.310,-1.300
273,-3.150,-1.060
274,-2.515,-0.660
275,-1.880,-0.500
276,-1.245,-0.350
277,-0.610,-0.090
278,-0.200,-0.010
279,-0.200,0.120
280,0.060,0.150
281,0.020,0.170
282,-0.070,0.190
283,0.080,0.240
284,0.080,0.230
285,0.140,0.330
286,0.210,0.360
287,0.320,0.400
288,0.310,0.470
289,0.540,0.570
290,0.600,0.540
291,0.790,0.610
292,0.850,0.650
293,1.010,0.690
294,1.160,0.640
295,1.260,0.680
296,1.350,0.560
297,1.300,0.540
298,1.290,0.500
299,1.310,0.390
300,1.090,0.330
301,1.070,0.260
302,0.950,0.190
303,0.800,0.190
304,0.720,0.160
305,0.580,0.140
306,0.540,0.170
307,0.600,0.160
308,0.560,0.140
309,0.410,0.100
310,0.400,0.090
311,0.440,0.130
312,0.380,0.100
313,0.310,0.110
314,0.400,0.120
315,0.370,0.090
316,0.360,0.150
317,0.290,0.100
318,0.320,0.130
319,0.270,0.120
320,0.200,0.120
321,0.220,0.120
322,0.200,0.150
323,0.240,0.100
324,0.170,0.050
325,0.110,0.060
326,0.040,0.050
327,0.070,0.010
328,0.060,0.030
329,0.020,0.030
330,0.030,0.000
331,0.070,0.030
332,0.060,0.130
333,0.080,0.330
334,0.370,0.280
335,0.400,0.270
336,0.340,0.190
337,0.460,0.050
338,0.360,0.030
339,0.250,0.020
340,0.210,0.000
341,0.020,-0.020
342,0.080,0.030
343,0.180,-0.010
344,0.100,0.000
345,0.090,-0.010
346,0.070,0.000
347,0.110,0.040
348,0.060,0.010
349,0.120,-0.010
350,-0.050,0.010
351,0.050,0.060
352,0.180,0.220
353,0.370,0.070
354,0.840,-0.420
355,1.450,-0.810
356,1.070,-0.175
357,1.000,0.250
358,0.360,0.160
359,-0.270,0.520
360,-0.030,0.760
361,-0.060,1.060
362,-0.250,1.460
363,-0.030,1.280
364,-0.020,0.640
365,-0.170,0.000
366,-0.530,-0.100
367,-0.530,-0.100
368,-0.550,-0.170
369,-0.630,-0.140
370,-0.600,-0.180
371,-0.650,-0.190
372,-0.740,-0.210
373,-0.520,-0.190
374,-0.870,-0.240
375,-0.780,-0.300
376,-0.840,-0.350
377,-0.890,-0.420
378,-0.960,-0.490
379,-0.990,-0.500
380,-0.950,-0.550
381,-0.940,-0.630
382,-0.830,-0.620
383,-0.820,-0.590
384,-0.630,-0.650
385,-0.650,-0.590
386,-0.550,-0.550
387,-0.140,-0.520
388,-0.130,-0.510
389,0.040,-0.380
390,0.180,-0.340
391,0.260,-0.260
392,0.300,-0.240
393,0.310,-0.180
394,0.390,-0.130
395,0.380,-0.070
396,0.410,-0.050
397,0.400,0.030
398,0.430,0.040
399,0.470,0.060
400,0.450,0.070
401,0.410,0.070
402,0.460,0.160
403,0.530,0.060
404,0.650,0.050
405,0.420,0.050
406,0.610,0.040
407,0.550,0.020
408,0.440,0.090
409,0.600,0.210
410,0.730,0.270
411,0.740,0.270
412,0.800,0.200
413,0.780,0.110
414,0.740,-0.020
415,0.740,-0.060
416,0.570,-0.150
417,0.580,-0.150
418,0.430,-0.560
419,0.450,-1.170
420,0.380,-1.460
421,0.390,-1.300
422,-0.250,-1.940
423,-0.890,-2.380
424,-1.480,-1.990
425,-2.120,-1.590
426,-2.390,-1.390
427,-2.610,-1.090
428,-2.110,-0.750
429,-1.740,-0.530
430,-1.105,-0.340
431,-0.470,-0.140
432,-0.280,-0.040
433,-0.290,0.130
434,-0.100,0.170
435,-0.250,0.180
436,-0.180,0.250
437,-0.140,0.260
438,-0.170,0.230
439,-0.100,0.330
440,-0.060,0.320
441,-0.050,0.420
442,0.180,0.500
443,0.420,0.530
444,0.520,0.540
445,0.480,0.630
446,0.780,0.670
447,0.730,0.670
448,1.010,0.710
449,1.090,0.670
450,1.120,0.590
451,1.140,0.580
452,1.260,0.530
453,1.070,0.420
454,1.160,0.370
455,0.900,0.280
456,0.930,0.200
457,0.960,0.190
458,0.740,0.080
459,0.550,0.050
460,0.560,0.090
461,0.490,0.060
462,0.490,0.010
463,0.460,0.020
464,0.400,-0.030
465,0.390,0.100
466,0.470,0.030
467,0.400,0.050
468,0.360,0.110
469,0.560,0.130
470,0.260,0.080
471,0.720,0.120
472,0.510,0.090
473,0.570,0.080
474,0.380,0.050
475,0.500,0.090
476,0.410,0.090
477,0.610,0.020
478,0.510,0.100
479,0.610,0.000
480,0.280,-0.020
481,0.560,0.020
482,0.430,0.010
483,0.470,-0.010
484,0.400,0.020
485,0.580,0.080
486,0.450,0.160
487,0.600,0.240
488,0.580,0.190
489,0.590,0.130
490,0.710,-0.100
491,0.570,-0.030
492,0.420,-0.120
493,0.390,-0.070
494,0.260,-0.070
495,0.310,-0.140
496,0.380,-0.160
497,0.290,-0.140
498,0.270,-0.120
499,0.130,-0.200
500,0.280,-0.110
501,0.270,-0.160
502,0.330,-0.150
503,0.240,-0.190
504,0.240,-0.120
505,0.350,0.020
506,0.480,-0.090
507,1.110,-0.340
508,1.700,-0.750
509,1.670,-0.200
510,1.280,0.040
511,0.640,0.020
512,0.000,0.410
513,-0.210,0.650
514,0.060,0.970
515,-0.070,1.410
516,-0.040,1.200
517,0.020,0.560
518,0.100,-0.080
519,-0.310,-0.110
520,-0.250,-0.170
521,-0.280,-0.190
522,-0.390,-0.220
523,-0.500,-0.200
524,-0.400,-0.260
525,-0.490,-0.290
526,-0.690,-0.300
527,-0.750,-0.380
528,-0.750,-0.450
529,-0.940,-0.450
530,-1.080,-0.490
531,-0.970,-0.570
532,-1.120,-0.540
533,-1.140,-0.610
534,-1.140,-0.710
535,-1.150,-0.660
536,-0.960,-0.720
537,-0.810,-0.710
538,-0.820,-0.710
539,-0.540,-0.680
540,-0.240,-0.620
541,-0.170,-0.550
542,0.070,-0.530
543,0.140,-0.430
544,0.260,-0.360
545,0.460,-0.290
546,0.450,-0.250
547,0.530,-0.190
548,0.430,-0.170
549,0.560,-0.160
550,0.420,-0.090
551,0.440,-0.100
552,0.460,-0.090
553,0.440,-0.070
554,0.340,-0.110
555,0.330,-0.060
556,0.370,-0.040
557,0.390,-0.170
558,0.110,0.010
559,0.360,-0.060
560,0.410,-0.060
561,0.460,-0.090
562,0.480,-0.050
563,0.530,0.030
564,0.600,0.130
565,0.790,0.190
566,0.750,0.110
567,0.730,0.000
568,0.670,-0.020
569,0.700,-0.060
570,1.010,-0.090
571,0.510,-0.070
572,-0.030,-0.310
573,-0.670,-0.760
574,-1.310,-1.400
575,-1.950,-2.040
576,-2.590,-2.680
577,-3.230,-2.460
578,-3.870,-2.080
579,-4.030,-1.800
580,-4.150,-1.340
581,-3.515,-0.880
582,-2.880,-0.800
583,-2.530,-0.610
584,-2.060,-0.570
585,-1.820,-0.330
586,-1.185,0.010
587,-0.550,0.180
588,0.085,0.310
589,0.390,0.360
590,0.470,0.400
591,0.680,0.420
592,0.780,0.520
593,1.000,0.560
594,1.080,0.620
595,1.260,0.700
596,1.400,0.840
597,1.550,0.910
598,1.870,1.000
599,1.850,1.070
600,1.960,1.130
601,2.120,1.160
602,2.130,1.170
603,2.130,1.120
604,2.130,1.100
605,2.080,0.990
606,1.990,0.870
607,1.830,0.800
608,1.700,0.700
609,1.590,0.620
610,1.410,0.560
611,1.250,0.440
612,1.170,0.380
613,1.000,0.350
614,0.880,0.310
615,0.770,0.270
616,0.660,0.270
617,0.690,0.210
618,0.620,0.220
619,0.540,0.210
620,0.490,0.270
621,0.470,0.280
622,0.560,0.280
623,0.360,0.290
624,0.510,0.260
625,0.410,0.270
626,0.230,0.200
627,0.370,0.310
628,0.440,0.250
629,0.410,0.220
630,0.260,0.160
631,0.280,0.200
632,0.270,0.120
633,0.220,0.190
634,0.380,0.210
635,0.330,0.180
636,0.370,0.150
637,0.310,0.200
638,0.510,0.150
639,0.240,0.190
640,0.390,0.290
641,0.440,0.410
642,0.500,0.420
643,0.590,0.410
644,0.670,0.270
645,0.520,0.150
646,0.550,0.110
647,0.360,0.050
648,0.240,0.110
649,0.310,0.040
650,0.290,0.020
651,0.280,0.040
652,0.320,0.140
653,0.240,0.110
654,0.180,0.100
655,0.200,0.140
656,0.210,0.130
657,0.240,0.140
658,0.180,0.160
659,0.240,0.280
660,0.340,0.200
661,0.540,0.050
662,0.980,-0.590
663,1.615,-0.800
664,0.975,-0.165
665,0.530,0.160
666,-0.110,0.400
667,-0.030,0.750
668,-0.220,1.040
669,-0.050,1.420
670,-0.130,1.730
671,0.010,1.260
672,-0.010,0.620
673,-0.430,0.010
674,-0.390,-0.040
675,-0.380,-0.100
676,-0.500,-0.100
677,-0.560,-0.150
678,-0.670,-0.170
679,-0.670,-0.130
680,-0.730,-0.220
681,-0.820,-0.170
682,-0.710,-0.200
683,-0.980,-0.300
684,-1.070,-0.310
685,-1.110,-0.380
686,-1.090,-0.460
687,-1.250,-0.520
688,-1.120,-0.600
689,-1.230,-0.590
690,-1.200,-0.610
691,-0.990,-0.630
692,-0.940,-0.730
693,-0.870,-0.600
694,-1.120,-0.550
695,-0.485,-0.530
696,-0.100,-0.440
697,-0.040,-0.290
698,0.100,-0.270
699,0.280,-0.190
700,0.250,-0.140
701,0.410,-0.080
702,0.340,-0.020
703,0.330,0.050
704,0.400,0.080
705,0.460,0.090
706,0.220,0.080
707,0.450,0.180
708,0.160,0.190
709,0.300,0.230
710,0.310,0.210
711,0.370,0.210
712,0.220,0.350
713,0.480,0.260
714,0.460,0.040
715,0.190,0.160
716,0.480,-0.010
717,0.330,0.070
718,0.630,0.070
719,0.610,0.050
720,0.830,0.030
721,1.190,-0.530
722,1.480,-1.170
723,1.970,-0.680
724,1.400,-0.045
725,0.760,-0.330
726,0.120,-0.200
727,-0.520,-0.060
728,-0.080,-0.140
729,-0.490,-0.080
730,-0.470,-0.130
731,-0.480,-0.100
732,-0.360,-0.100
733,-0.540,0.000
734,-0.550,-0.090
735,-0.590,-0.050
736,-0.520,-0.040
737,-0.490,-0.070
738,-0.610,-0.040
739,-0.570,-0.040
740,-0.740,-0.060
741,-0.680,-0.100
742,-0.790,-0.050
743,-0.740,-0.040
744,-0.570,-0.080
745,-0.650,-0.030
746,-0.540,-0.030
747,-0.350,-0.050
748,-0.250,0.020
749,-0.150,0.000
750,0.040,-0.010
751,0.160,-0.020
752,0.190,-0.040
753,0.260,-0.030
754,0.330,0.010
755,0.360,0.020
756,0.330,-0.010
757,0.270,0.030
758,0.470,-0.010
759,0.170,-0.010
760,0.410,-0.010
761,0.240,0.070
762,0.390,-0.020
763,0.280,0.070
764,0.390,0.090
765,0.430,0.030
766,0.300,0.040
767,0.290,0.090
768,0.480,0.020
769,0.450,0.030
770,0.420,0.040
771,0.360,0.040
772,0.450,-0.020
773,0.380,-0.010
774,0.360,-0.010
775,0.360,-0.010
776,0.460,0.010
777,0.300,0.020
778,0.410,0.050
779,0.350,0.000
780,0.320,0.000
781,0.350,0.020
782,0.380,0.000
783,0.380,0.020
784,0.260,0.100
785,0.410,0.020
786,0.360,0.080
787,0.350,0.070
788,0.360,0.090
789,0.430,0.190
790,0.440,0.310
791,0.490,0.310
792,0.590,0.280
793,0.670,0.170
794,0.650,-0.070
795,0.030,0.060
796,0.380,-0.010
797,0.250,-0.040
798,0.270,-0.050
799,0.110,-0.050
800,0.220,-0.060
801,0.190,-0.010
802,0.140,0.020
803,0.110,-0.020
804,0.080,0.020
805,0.150,0.060
806,0.220,0.010
807,0.130,0.200
808,0.360,0.170
809,0.490,0.060
810,1.125,-0.350
811,1.760,-0.620
812,1.250,0.015
813,0.720,0.170
814,0.080,0.420
815,-0.130,0.740
816,0.060,1.010
817,-0.130,1.420
818,-0.070,1.630
819,-0.190,1.080
820,-0.380,0.440
821,-0.560,-0.060
822,-0.730,-0.150
823,-0.660,-0.090
824,-0.740,-0.160
825,-0.870,-0.160
826,-0.880,-0.150
827,-0.840,-0.190
828,-0.990,-0.140
829,-0.860,-0.230
830,-0.990,-0.190
831,-1.060,-0.200
832,-0.920,-0.270
833,-1.230,-0.320
834,-1.140,-0.350
835,-1.190,-0.360
836,-1.150,-0.440
837,-1.310,-0.410
838,-1.090,-0.460
839,-1.050,-0.460
840,-1.050,-0.430
841,-0.760,-0.410
842,-0.630,-0.370
843,-0.540,-0.310
844,-0.240,-0.220
845,-0.120,-0.180
846,-0.010,-0.080
847,0.220,-0.070
848,0.110,-0.010
849,0.210,0.030
850,0.210,0.020
851,0.190,0.030
852,0.100,0.090
853,0.200,0.050
854,0.060,0.040
855,0.040,0.090
856,0.020,0.060
857,-0.010,0.050
858,0.040,0.070
859,0.060,0.050
860,-0.020,0.070
861,0.090,0.080
862,0.120,0.110
863,0.330,0.070
864,0.060,0.150
865,0.190,0.110
866,0.360,0.130
867,0.230,0.260
868,0.380,0.360
869,0.460,0.330
870,0.530,0.310
871,0.570,0.200
872,0.550,0.080
873,0.380,0.110
874,0.180,0.100
875,0.200,0.020
876,-0.020,0.040
877,-0.010,0.090
878,0.190,0.020
879,0.040,0.120
880,-0.020,0.110
881,-0.020,0.060
882,-0.070,0.130
883,-0.030,0.100
884,-0.060,0.140
885,0.100,0.170
886,0.020,0.250
887,0.090,0.160
888,0.550,-0.060
889,1.020,-0.610
890,1.200,-0.230
891,0.810,0.405
892,0.170,0.210
893,-0.470,0.610
894,-0.170,0.910
895,-0.070,1.120
896,-0.360,1.560
897,-0.220,1.560
898,-0.270,0.920
899,-0.350,0.280
900,-0.660,0.000
901,-0.810,0.050
902,-0.570,-0.090
903,-0.610,-0.030
904,-0.710,-0.060
905,-0.720,-0.090
906,-0.730,-0.060
907,-0.770,-0.070
908,-0.850,-0.130
909,-0.870,-0.140
910,-0.980,-0.160
911,-1.000,-0.250
912,-1.100,-0.310
913,-1.080,-0.360
914,-1.050,-0.470
915,-1.020,-0.520
916,-1.020,-0.550
917,-1.010,-0.530
918,-0.750,-0.510
919,-0.520,-0.490
920,-0.350,-0.500
921,-0.180,-0.400
922,-0.140,-0.310
923,0.090,-0.250
924,0.040,-0.150
925,0.170,-0.070
926,0.100,-0.150
927,0.130,0.000
928,0.090,0.040
929,0.110,0.020
930,0.200,0.080
931,0.250,0.110
932,0.100,0.090
933,0.150,0.090
934,0.240,0.130
935,0.150,0.110
936,0.170,0.110
937,0.280,0.150
938,0.250,0.130
939,0.260,0.110
940,0.220,0.160
941,0.330,0.100
942,0.600,0.140
943,0.330,0.160
944,0.430,0.270
945,0.610,0.320
946,0.630,0.340
947,0.740,0.290
948,0.770,0.100
949,0.620,0.060
950,0.470,0.050
951,0.350,-0.010
952,0.250,-0.020
953,0.180,-0.040
954,0.030,-0.070
955,0.010,0.010
956,0.140,-0.010
957,-0.120,-0.070
958,0.150,0.040
959,-0.050,-0.030
960,0.040,0.010
961,0.020,-0.050
962,-0.020,-0.010
963,0.010,0.140
964,0.200,0.070
965,0.640,-0.150
966,1.210,-0.620
967,1.550,-0.420
968,1.070,0.215
969,0.430,0.030
970,-0.210,0.470
971,-0.660,0.750
972,-0.130,1.080
973,-0.520,1.490
974,-0.300,1.480
975,-0.100,0.840
976,-0.260,0.200
977,-0.480,-0.020
978,-0.580,-0.050
979,-0.450,-0.190
980,-0.930,-0.130
981,-0.620,-0.130
982,-0.750,-0.130
983,-0.670,-0.110
984,-0.690,-0.170
985,-0.810,-0.260
986,-1.070,-0.310
987,-1.060,-0.360
988,-1.090,-0.400
989,-1.210,-0.590
990,-1.220,-0.580
991,-1.330,-0.610
992,-1.450,-0.730
993,-1.180,-0.700
994,-1.100,-0.730
995,-1.000,-0.730
996,-0.940,-0.700
997,-0.580,-0.610
998,-0.500,-0.620
999,-0.300,-0.490
1000,-0.140,-0.440
1001,-0.010,-0.340
1002,-0.050,-0.300
1003,0.120,-0.230
1004,0.260,-0.150
1005,0.260,-0.090
1006,0.180,-0.060
1007,0.280,-0.040
1008,0.400,-0.030
1009,0.340,-0.010
1010,0.140,-0.010
1011,0.330,0.010
1012,0.270,0.020
1013,0.300,0.000
1014,0.200,0.050
1015,0.320,0.030
1016,0.380,0.010
1017,0.360,0.080
1018,0.380,0.030
1019,0.500,0.060
1020,0.460,0.130
1021,0.480,0.230
1022,0.480,0.180
1023,0.650,0.150
1024,0.590,0.090
1025,0.650,-0.060
1026,0.350,-0.040
1027,0.360,-0.040
1028,0.190,-0.070
1029,0.170,-0.090
1030,0.070,-0.090
1031,0.090,-0.140
1032,0.110,0.040
1033,0.200,0.000
1034,0.210,-0.040
1035,0.070,-0.060
1036,0.210,-0.020
1037,0.220,-0.050
1038,0.050,-0.050
1039,0.110,0.120
1040,0.170,-0.010
1041,0.570,-0.150
1042,1.090,-0.660
1043,1.660,-0.490
1044,1.020,0.145
1045,0.380,0.040
1046,-0.260,0.430
1047,-0.250,0.730
1048,-0.030,1.020
1049,-0.270,1.470
1050,-0.220,1.420
1051,-0.120,0.780
1052,-0.150,0.140
1053,-0.440,-0.100
1054,-0.420,-0.170
1055,-0.490,-0.150
1056,-0.390,-0.140
1057,-0.490,-0.170
1058,-0.520,-0.170
1059,-0.630,-0.210
1060,-0.720,-0.220
1061,-0.870,-0.270
1062,-0.980,-0.310
1063,-1.020,-0.360
1064,-1.150,-0.380
1065,-1.170,-0.430
1066,-1.210,-0.470
1067,-1.260,-0.560
1068,-1.200,-0.560
1069,-1.160,-0.610
1070,-1.070,-0.610
1071,-0.960,-0.580
1072,-0.690,-0.640
1073,-0.520,-0.500
1074,-0.340,-0.500
1075,-0.140,-0.410
1076,-0.050,-0.370
1077,0.120,-0.330
1078,0.130,-0.230
1079,0.280,-0.120
1080,0.340,-0.080
1081,0.440,-0.060
1082,0.140,-0.040
1083,0.260,0.000
1084,0.170,0.010
1085,0.260,0.010
1086,0.160,0.040
1087,0.150,0.070
1088,0.100,0.080
1089,0.170,0.090
1090,0.190,0.090
1091,0.080,0.070
1092,0.140,0.110
1093,0.180,0.090
1094,0.190,0.180
1095,0.300,0.200
1096,0.370,0.280
1097,0.390,0.370
1098,0.760,0.340
1099,0.900,0.160
1100,0.260,-0.020
1101,-0.120,-0.290
1102,-0.760,-0.840
1103,-1.400,-1.480
1104,-2.040,-2.120
1105,-2.680,-2.760
1106,-3.320,-2.350
1107,-3.960,-1.950
1108,-4.190,-1.660
1109,-4.040,-1.050
1110,-3.405,-0.670
1111,-2.770,-0.440
1112,-2.135,-0.370
1113,-1.600,-0.190
1114,-1.060,-0.030
1115,-0.480,0.240
1116,0.050,0.380
1117,0.410,0.400
1118,0.500,0.390
1119,0.410,0.500
1120,0.790,0.490
1121,0.900,0.580
1122,1.000,0.670
1123,1.200,0.750
1124,1.420,0.830
1125,1.570,0.920
1126,1.760,1.010
1127,1.890,1.080
1128,1.980,1.160
1129,2.080,1.160
1130,2.160,1.210
1131,2.170,1.250
1132,2.180,1.100
1133,2.190,1.050
1134,2.090,0.940
1135,1.920,0.850
1136,1.840,0.740
1137,1.680,0.640
1138,1.510,0.520
1139,1.390,0.460
1140,1.140,0.410
1141,1.010,0.320
1142,0.830,0.330
1143,0.860,0.300
1144,0.760,0.280
1145,0.680,0.270
1146,0.640,0.280
1147,0.650,0.240
1148,0.570,0.250
1149,0.560,0.280
1150,0.560,0.250
1151,0.580,0.220
1152,0.390,0.300
1153,0.540,0.280
1154,0.520,0.220
1155,0.460,0.310
1156,0.530,0.270
1157,0.220,0.230
1158,0.330,0.260
1159,0.340,0.250
1160,0.340,0.180
1161,0.140,0.280
1162,0.290,0.110
1163,0.110,0.140
1164,0.190,0.110
1165,0.160,0.100
1166,0.160,0.140
1167,0.410,0.120
1168,0.320,0.080
1169,0.280,0.130
1170,0.380,0.210
1171,0.500,0.310
1172,0.580,0.290
1173,0.690,0.290
1174,0.640,0.060
1175,0.670,0.030
1176,0.440,-0.010
1177,0.460,-0.060
1178,0.450,-0.050
1179,0.400,-0.080
1180,0.300,-0.060
1181,0.300,-0.050
1182,0.570,-0.060
1183,0.330,-0.010
1184,0.300,-0.060
1185,0.330,-0.050
1186,0.420,-0.040
1187,0.330,-0.010
1188,0.290,-0.040
1189,0.350,0.090
1190,0.390,0.050
1191,0.760,-0.090
1192,1.360,-0.690
1193,1.770,-0.700
1194,1.130,-0.065
1195,0.490,-0.040
1196,-0.150,0.340
1197,-0.310,0.630
1198,0.090,0.900
1199,-0.110,1.280
1200,0.060,1.380
1201,0.290,0.830
1202,-0.040,0.190
1203,-0.270,-0.150
1204,-0.130,-0.120
1205,-0.200,-0.240
1206,-0.400,-0.220
1207,-0.280,-0.290
1208,-0.540,-0.240
1209,-0.270,-0.290
1210,-0.460,-0.310
1211,-0.450,-0.340
1212,-0.660,-0.350
1213,-0.670,-0.430
1214,-0.730,-0.510
1215,-0.920,-0.460
1216,-0.910,-0.600
1217,-1.110,-0.580
1218,-0.970,-0.630
1219,-1.030,-0.660
1220,-0.930,-0.680
1221,-0.950,-0.670
1222,-0.820,-0.700
1223,-0.620,-0.660
1224,-0.490,-0.560
1225,-0.270,-0.520
1226,-0.100,-0.460
1227,0.010,-0.350
1228,0.240,-0.360
1229,0.230,-0.250
1230,0.380,-0.220
1231,0.590,-0.170
1232,0.430,-0.070
1233,0.530,-0.070
1234,0.600,-0.080
1235,0.290,-0.010
1236,0.480,-0.030
1237,0.360,0.030
1238,0.250,0.020
1239,0.410,0.060
1240,0.410,0.060
1241,0.280,0.090
1242,0.340,0.110
1243,0.380,0.070
1244,0.360,0.140
1245,0.380,0.130
1246,0.450,0.100
1247,0.570,0.180
1248,0.540,0.240
1249,0.550,0.260
1250,0.680,0.230
1251,0.780,0.130
1252,0.940,0.020
1253,0.950,-0.170
1254,1.240,-0.460
1255,1.380,-0.910
1256,0.740,-0.930
1257,0.100,-1.570
1258,-0.540,-1.840
1259,-1.180,-1.820
1260,-1.820,-1.490
1261,-2.460,-1.290
1262,-3.100,-1.100
1263,-3.040,-0.740
