'sample interval','MLII','V1'
95,-5.485,-5.485
96,-5.485,-5.480
97,-5.470,-5.505
98,-5.490,-5.515
99,-5.515,-5.525
100,-5.540,-5.535
101,-5.565,-5.530
102,-5.590,-5.530
103,-5.610,-5.525
104,-5.645,-5.500
105,-5.670,-5.500
106,-5.675,-5.495
107,-5.710,-5.505
108,-5.735,-5.490
109,-5.770,-5.480
110,-5.805,-5.490
111,-5.860,-5.485
112,-5.885,-5.520
113,-5.920,-5.520
114,-5.950,-5.520
115,-5.965,-5.510
116,-5.970,-5.490
117,-5.985,-5.495
118,-5.995,-5.485
119,-5.990,-5.490
120,-5.985,-5.505
121,-5.990,-5.505
122,-6.010,-5.505
123,-6.025,-5.515
124,-6.045,-5.525
125,-6.050,-5.550
126,-6.065,-5.545
127,-6.070,-5.550
128,-6.055,-5.535
129,-6.050,-5.525
130,-6.050,-5.525
131,-6.045,-5.515
132,-6.050,-5.515
133,-6.055,-5.515
134,-6.060,-5.525
135,-6.050,-5.535
136,-6.070,-5.540
137,-6.055,-5.555
138,-6.070,-5.545
139,-6.075,-5.530
140,-6.080,-5.535
141,-6.065,-5.530
142,-6.040,-5.500
143,-6.035,-5.495
144,-6.025,-5.515
145,-6.040,-5.510
146,-6.035,-5.520
147,-6.050,-5.525
148,-6.055,-5.535
149,-6.065,-5.535
150,-6.040,-5.550
151,-6.035,-5.550
152,-6.025,-5.535
153,-6.020,-5.540
154,-6.025,-5.525
155,-6.000,-5.510
156,-5.995,-5.525
157,-5.990,-5.510
158,-5.990,-5.515
159,-6.000,-5.525
160,-6.000,-5.540
161,-6.025,-5.540
162,-6.020,-5.550
163,-6.030,-5.555
164,-6.020,-5.545
165,-6.005,-5.530
166,-5.985,-5.535
167,-5.970,-5.520
168,-5.970,-5.535
169,-5.965,-5.540
170,-5.975,-5.545
171,-5.985,-5.545
172,-5.995,-5.545
173,-6.010,-5.560
174,-6.015,-5.565
175,-6.015,-5.570
176,-6.010,-5.550
177,-6.005,-5.555
178,-5.995,-5.530
179,-5.995,-5.525
180,-5.980,-5.520
181,-5.990,-5.525
182,-6.000,-5.530
183,-6.010,-5.540
184,-6.020,-5.555
185,-6.035,-5.545
186,-6.050,-5.550
187,-6.050,-5.550
188,-6.025,-5.545
189,-6.040,-5.550
190,-6.000,-5.535
191,-6.010,-5.530
192,-6.005,-5.525
193,-6.025,-5.540
194,-6.005,-5.545
195,-6.030,-5.565
196,-6.020,-5.570
197,-6.040,-5.575
198,-6.045,-5.570
199,-6.040,-5.550
200,-6.045,-5.545
201,-6.040,-5.545
202,-6.040,-5.510
203,-6.025,-5.510
204,-6.020,-5.520
205,-6.035,-5.530
206,-6.040,-5.530
207,-6.055,-5.550
208,-6.065,-5.565
209,-6.060,-5.560
210,-6.085,-5.570
211,-6.070,-5.565
212,-6.080,-5.565
213,-6.060,-5.545
214,-6.060,-5.545
215,-6.045,-5.540
216,-6.030,-5.545
217,-6.035,-5.530
218,-6.040,-5.545
219,-6.035,-5.560
220,-6.040,-5.565
221,-6.050,-5.570
222,-6.060,-5.580
223,-6.060,-5.570
224,-6.055,-5.550
225,-6.035,-5.535
226,-6.035,-5.540
227,-6.025,-5.515
228,-6.015,-5.535
229,-6.025,-5.530
230,-6.020,-5.545
231,-6.030,-5.555
232,-6.030,-5.545
233,-6.030,-5.565
234,-6.045,-5.565
235,-6.030,-5.545
236,-6.010,-5.535
237,-5.985,-5.520
238,-5.965,-5.515
239,-5.940,-5.485
240,-5.920,-5.490
241,-5.910,-5.485
242,-5.890,-5.490
243,-5.890,-5.490
244,-5.875,-5.490
245,-5.865,-5.460
246,-5.840,-5.475
247,-5.795,-5.460
248,-5.760,-5.465
249,-5.725,-5.445
250,-5.700,-5.470
251,-5.670,-5.465
252,-5.680,-5.510
253,-5.695,-5.530
254,-5.730,-5.570
255,-5.725,-5.585
256,-5.745,-5.590
257,-5.775,-5.585
258,-5.785,-5.600
259,-5.825,-5.600
260,-5.865,-5.600
261,-5.900,-5.600
262,-5.970,-5.575
263,-5.995,-5.575
264,-6.030,-5.575
265,-6.030,-5.560
266,-6.045,-5.575
267,-6.055,-5.590
268,-6.070,-5.585
269,-6.065,-5.595
270,-6.070,-5.610
271,-6.075,-5.600
272,-6.080,-5.600
273,-6.080,-5.595
274,-6.065,-5.585
275,-6.055,-5.570
276,-6.060,-5.595
277,-6.065,-5.580
278,-6.070,-5.590
279,-6.075,-5.615
280,-6.085,-5.600
281,-6.100,-5.610
282,-6.090,-5.625
283,-6.095,-5.620
284,-6.095,-5.625
285,-6.070,-5.610
286,-6.075,-5.605
287,-6.065,-5.585
288,-6.050,-5.570
289,-6.065,-5.580
290,-6.090,-5.590
291,-6.075,-5.580
292,-6.070,-5.595
293,-6.075,-5.605
294,-6.085,-5.595
295,-6.095,-5.590
296,-6.110,-5.575
297,-6.125,-5.545
298,-6.120,-5.520
299,-6.090,-5.455
300,-6.010,-5.395
301,-5.875,-5.365
302,-5.690,-5.345
303,-5.455,-5.380
304,-5.160,-5.475
305,-4.800,-5.620
306,-4.455,-5.795
307,-4.175,-6.025
308,-4.005,-6.245
309,-3.915,-6.455
310,-3.945,-6.595
311,-4.080,-6.650
312,-4.300,-6.665
313,-4.670,-6.625
314,-5.150,-6.565
315,-5.655,-6.505
316,-6.025,-6.410
317,-6.205,-6.315
318,-6.190,-6.210
319,-6.085,-6.110
320,-5.950,-6.010
321,-5.855,-5.910
322,-5.810,-5.840
323,-5.830,-5.770
324,-5.875,-5.715
325,-5.945,-5.680
326,-6.000,-5.630
327,-6.040,-5.615
328,-6.075,-5.615
329,-6.075,-5.610
330,-6.085,-5.605
331,-6.075,-5.590
332,-6.060,-5.575
333,-6.055,-5.565
334,-6.065,-5.540
335,-6.050,-5.525
336,-6.080,-5.520
337,-6.065,-5.515
338,-6.085,-5.520
339,-6.090,-5.520
340,-6.090,-5.530
341,-6.100,-5.530
342,-6.100,-5.545
343,-6.105,-5.525
344,-6.100,-5.525
345,-6.100,-5.525
346,-6.090,-5.505
347,-6.085,-5.505
348,-6.095,-5.510
349,-6.090,-5.505
350,-6.100,-5.510
351,-6.095,-5.515
352,-6.105,-5.525
353,-6.120,-5.520
354,-6.135,-5.530
355,-6.110,-5.530
356,-6.090,-5.510
357,-6.090,-5.500
358,-6.080,-5.490
359,-6.080,-5.470
360,-6.060,-5.475
361,-6.070,-5.470
362,-6.070,-5.475
363,-6.095,-5.485
364,-6.090,-5.500
365,-6.085,-5.500
366,-6.070,-5.520
367,-6.080,-5.510
368,-6.075,-5.510
369,-6.050,-5.505
370,-6.055,-5.480
371,-6.035,-5.475
372,-6.025,-5.485
373,-6.025,-5.495
374,-6.020,-5.505
375,-6.030,-5.515
376,-6.030,-5.515
377,-6.040,-5.530
378,-6.020,-5.515
379,-6.015,-5.525
380,-6.005,-5.495
381,-6.005,-5.480
382,-5.985,-5.480
383,-5.955,-5.455
384,-5.945,-5.455
385,-5.940,-5.465
386,-5.930,-5.480
387,-5.935,-5.475
388,-5.925,-5.475
389,-5.930,-5.480
390,-5.920,-5.470
391,-5.900,-5.465
392,-5.895,-5.440
393,-5.865,-5.465
394,-5.845,-5.445
395,-5.805,-5.440
396,-5.785,-5.435
397,-5.770,-5.445
398,-5.770,-5.450
399,-5.770,-5.455
400,-5.770,-5.445
401,-5.730,-5.455
402,-5.710,-5.475
403,-5.675,-5.460
404,-5.655,-5.440
405,-5.620,-5.445
406,-5.605,-5.435
407,-5.575,-5.430
408,-5.550,-5.440
409,-5.525,-5.425
410,-5.525,-5.460
411,-5.515,-5.465
412,-5.515,-5.475
413,-5.505,-5.485
414,-5.495,-5.485
415,-5.490,-5.500
416,-5.480,-5.490
417,-5.460,-5.480
418,-5.455,-5.480
419,-5.425,-5.465
420,-5.430,-5.485
421,-5.465,-5.490
422,-5.485,-5.485
423,-5.500,-5.490
424,-5.525,-5.495
425,-5.545,-5.500
426,-5.575,-5.495
427,-5.605,-5.480
428,-5.635,-5.485
429,-5.655,-5.470
430,-5.665,-5.450
431,-5.700,-5.460
432,-5.705,-5.445
433,-5.745,-5.445
434,-5.765,-5.470
435,-5.805,-5.475
436,-5.840,-5.495
437,-5.855,-5.500
438,-5.885,-5.505
439,-5.905,-5.495
440,-5.920,-5.500
441,-5.925,-5.490
442,-5.925,-5.490
443,-5.925,-5.495
444,-5.950,-5.500
445,-5.945,-5.495
446,-5.960,-5.505
447,-5.990,-5.520
448,-5.995,-5.515
449,-6.010,-5.510
450,-6.015,-5.535
451,-6.010,-5.515
452,-6.030,-5.515
453,-6.020,-5.510
454,-6.020,-5.515
455,-6.025,-5.505
456,-6.010,-5.495
457,-6.030,-5.505
458,-6.020,-5.505
459,-6.030,-5.525
460,-6.035,-5.535
461,-6.035,-5.525
462,-6.050,-5.535
463,-6.045,-5.550
464,-6.030,-5.525
465,-6.015,-5.520
466,-6.010,-5.515
467,-5.990,-5.495
468,-5.985,-5.500
469,-5.990,-5.510
470,-5.995,-5.520
471,-6.005,-5.515
472,-6.010,-5.530
473,-6.010,-5.525
474,-5.990,-5.535
475,-5.975,-5.515
476,-5.985,-5.500
477,-5.970,-5.490
478,-5.975,-5.470
479,-5.975,-5.470
480,-5.970,-5.465
481,-5.975,-5.455
482,-5.970,-5.445
483,-5.980,-5.435
484,-5.970,-5.415
485,-5.950,-5.400
486,-5.890,-5.350
487,-5.805,-5.315
488,-5.670,-5.295
489,-5.530,-5.320
490,-5.365,-5.395
491,-5.220,-5.530
492,-5.045,-5.680
493,-4.885,-5.830
494,-4.675,-6.000
495,-4.490,-6.165
496,-4.285,-6.340
497,-4.060,-6.565
498,-3.860,-6.790
499,-3.680,-6.990
500,-3.510,-7.185
501,-3.385,-7.310
502,-3.295,-7.365
503,-3.235,-7.405
504,-3.210,-7.415
505,-3.215,-7.430
506,-3.245,-7.425
507,-3.295,-7.425
508,-3.360,-7.425
509,-3.445,-7.405
510,-3.545,-7.345
511,-3.590,-7.270
512,-3.610,-7.155
513,-3.570,-7.060
514,-3.560,-6.965
515,-3.580,-6.865
516,-3.585,-6.785
517,-3.675,-6.695
518,-3.785,-6.595
519,-3.920,-6.530
520,-4.055,-6.465
521,-4.230,-6.405
522,-4.410,-6.320
523,-4.640,-6.245
524,-4.940,-6.150
525,-5.295,-6.055
526,-5.640,-5.980
527,-5.930,-5.875
528,-6.095,-5.750
529,-6.165,-5.650
530,-6.185,-5.560
531,-6.170,-5.495
532,-6.170,-5.470
533,-6.185,-5.480
534,-6.230,-5.470
535,-6.275,-5.465
536,-6.340,-5.430
537,-6.365,-5.410
538,-6.390,-5.365
539,-6.390,-5.345
540,-6.400,-5.305
541,-6.420,-5.295
542,-6.440,-5.310
543,-6.450,-5.290
544,-6.485,-5.310
545,-6.490,-5.305
546,-6.510,-5.295
547,-6.535,-5.295
548,-6.525,-5.275
549,-6.545,-5.265
550,-6.545,-5.230
551,-6.565,-5.215
552,-6.555,-5.220
553,-6.565,-5.220
554,-6.600,-5.205
555,-6.610,-5.220
556,-6.625,-5.215
557,-6.660,-5.205
558,-6.655,-5.200
559,-6.675,-5.185
560,-6.665,-5.175
561,-6.685,-5.140
562,-6.685,-5.130
563,-6.690,-5.090
564,-6.690,-5.080
565,-6.695,-5.055
566,-6.705,-5.050
567,-6.705,-5.035
568,-6.710,-5.025
569,-6.720,-5.025
570,-6.735,-5.015
571,-6.740,-4.970
572,-6.750,-4.945
573,-6.750,-4.915
574,-6.765,-4.900
575,-6.735,-4.865
576,-6.730,-4.830
577,-6.740,-4.825
578,-6.735,-4.810
579,-6.730,-4.825
580,-6.725,-4.820
581,-6.750,-4.825
582,-6.760,-4.835
583,-6.795,-4.820
584,-6.820,-4.815
585,-6.845,-4.810
586,-6.865,-4.790
587,-6.875,-4.765
588,-6.900,-4.730
589,-6.935,-4.695
590,-7.005,-4.675
591,-7.040,-4.695
592,-7.105,-4.670
593,-7.175,-4.675
594,-7.240,-4.655
595,-7.300,-4.620
596,-7.345,-4.605
597,-7.370,-4.590
598,-7.390,-4.545
599,-7.415,-4.555
600,-7.420,-4.540
601,-7.425,-4.565
602,-7.430,-4.590
603,-7.435,-4.605
604,-7.425,-4.620
605,-7.415,-4.635
606,-7.405,-4.645
607,-7.405,-4.665
608,-7.370,-4.675
609,-7.340,-4.685
610,-7.300,-4.715
611,-7.265,-4.720
612,-7.245,-4.770
613,-7.215,-4.795
614,-7.170,-4.835
615,-7.135,-4.880
616,-7.115,-4.915
617,-7.060,-4.965
618,-7.000,-5.005
619,-6.945,-5.050
620,-6.890,-5.070
621,-6.820,-5.090
622,-6.750,-5.130
623,-6.695,-5.150
624,-6.635,-5.195
625,-6.605,-5.225
626,-6.570,-5.260
627,-6.540,-5.290
628,-6.520,-5.340
629,-6.490,-5.350
630,-6.450,-5.380
631,-6.430,-5.395
632,-6.405,-5.415
633,-6.375,-5.400
634,-6.350,-5.415
635,-6.350,-5.410
636,-6.315,-5.420
637,-6.315,-5.425
638,-6.315,-5.435
639,-6.330,-5.440
640,-6.340,-5.470
641,-6.355,-5.475
642,-6.350,-5.490
643,-6.340,-5.480
644,-6.345,-5.475
645,-6.335,-5.465
646,-6.330,-5.465
647,-6.295,-5.440
648,-6.300,-5.440
649,-6.305,-5.450
650,-6.330,-5.435
651,-6.310,-5.455
652,-6.320,-5.460
653,-6.325,-5.465
654,-6.330,-5.465
655,-6.330,-5.475
656,-6.330,-5.460
657,-6.325,-5.460
658,-6.305,-5.445
659,-6.315,-5.435
660,-6.280,-5.430
661,-6.295,-5.435
662,-6.285,-5.440
663,-6.290,-5.445
664,-6.290,-5.450
665,-6.295,-5.475
666,-6.295,-5.480
667,-6.285,-5.475
668,-6.295,-5.465
669,-6.275,-5.455
670,-6.265,-5.455
671,-6.280,-5.440
672,-6.270,-5.425
673,-6.260,-5.435
674,-6.275,-5.450
675,-6.275,-5.455
676,-6.270,-5.445
677,-6.260,-5.475
678,-6.265,-5.455
679,-6.275,-5.475
680,-6.280,-5.460
681,-6.255,-5.445
682,-6.255,-5.445
683,-6.240,-5.435
684,-6.245,-5.440
685,-6.250,-5.450
686,-6.245,-5.445
687,-6.250,-5.480
688,-6.255,-5.485
689,-6.265,-5.485
690,-6.270,-5.480
691,-6.265,-5.495
692,-6.255,-5.490
693,-6.245,-5.470
694,-6.240,-5.465
695,-6.220,-5.450
696,-6.215,-5.455
697,-6.220,-5.460
698,-6.220,-5.470
699,-6.230,-5.480
700,-6.240,-5.475
701,-6.255,-5.505
702,-6.255,-5.505
703,-6.255,-5.515
704,-6.245,-5.505
705,-6.245,-5.495
706,-6.215,-5.495
707,-6.230,-5.475
708,-6.215,-5.485
709,-6.240,-5.500
710,-6.260,-5.505
711,-6.235,-5.510
712,-6.250,-5.510
713,-6.220,-5.520
714,-6.240,-5.525
715,-6.250,-5.525
716,-6.250,-5.510
717,-6.240,-5.505
718,-6.230,-5.500
719,-6.220,-5.495
720,-6.210,-5.500
721,-6.220,-5.490
722,-6.215,-5.500
723,-6.215,-5.515
724,-6.220,-5.515
725,-6.245,-5.540
726,-6.240,-5.525
727,-6.250,-5.535
728,-6.235,-5.530
729,-6.225,-5.520
730,-6.220,-5.520
731,-6.205,-5.510
732,-6.195,-5.510
733,-6.205,-5.540
734,-6.210,-5.520
735,-6.205,-5.535
736,-6.210,-5.555
737,-6.220,-5.545
738,-6.210,-5.545
739,-6.215,-5.545
740,-6.220,-5.520
741,-6.200,-5.525
742,-6.200,-5.520
743,-6.205,-5.520
744,-6.190,-5.510
745,-6.200,-5.510
746,-6.205,-5.535
747,-6.195,-5.540
748,-6.190,-5.525
749,-6.200,-5.545
750,-6.210,-5.550
751,-6.205,-5.555
752,-6.200,-5.545
753,-6.195,-5.545
754,-6.190,-5.530
755,-6.185,-5.525
756,-6.175,-5.535
757,-6.170,-5.525
758,-6.170,-5.535
759,-6.180,-5.540
760,-6.185,-5.540
761,-6.195,-5.550
762,-6.205,-5.550
763,-6.205,-5.550
764,-6.195,-5.550
765,-6.200,-5.530
766,-6.195,-5.520
767,-6.195,-5.510
768,-6.180,-5.510
769,-6.180,-5.520
770,-6.170,-5.520
771,-6.175,-5.535
772,-6.180,-5.540
773,-6.190,-5.555
774,-6.195,-5.560
775,-6.185,-5.570
776,-6.190,-5.555
777,-6.190,-5.560
778,-6.175,-5.540
779,-6.170,-5.530
780,-6.170,-5.550
781,-6.165,-5.530
782,-6.175,-5.530
783,-6.175,-5.545
784,-6.180,-5.550
785,-6.180,-5.545
786,-6.185,-5.570
787,-6.190,-5.550
788,-6.190,-5.565
789,-6.195,-5.540
790,-6.185,-5.540
791,-6.170,-5.530
792,-6.160,-5.540
793,-6.160,-5.540
794,-6.165,-5.550
795,-6.170,-5.565
796,-6.175,-5.570
797,-6.190,-5.595
798,-6.180,-5.580
799,-6.200,-5.585
800,-6.200,-5.590
801,-6.190,-5.585
802,-6.185,-5.550
803,-6.175,-5.545
804,-6.155,-5.545
805,-6.160,-5.540
806,-6.165,-5.550
807,-6.155,-5.545
808,-6.170,-5.575
809,-6.175,-5.590
810,-6.180,-5.595
811,-6.175,-5.590
812,-6.185,-5.585
813,-6.170,-5.575
814,-6.185,-5.570
815,-6.175,-5.580
816,-6.155,-5.555
817,-6.165,-5.560
818,-6.165,-5.560
819,-6.155,-5.580
820,-6.160,-5.580
821,-6.160,-5.605
822,-6.165,-5.615
823,-6.165,-5.610
824,-6.160,-5.585
825,-6.165,-5.570
826,-6.145,-5.550
827,-6.130,-5.545
828,-6.125,-5.535
829,-6.140,-5.550
830,-6.135,-5.530
831,-6.145,-5.560
832,-6.150,-5.575
833,-6.170,-5.590
834,-6.175,-5.585
835,-6.185,-5.575
836,-6.165,-5.565
837,-6.140,-5.570
838,-6.155,-5.555
839,-6.145,-5.540
840,-6.135,-5.550
841,-6.150,-5.570
842,-6.125,-5.550
843,-6.140,-5.570
844,-6.145,-5.570
845,-6.150,-5.595
846,-6.150,-5.590
847,-6.160,-5.585
848,-6.155,-5.555
849,-6.155,-5.565
850,-6.135,-5.555
851,-6.150,-5.525
852,-6.120,-5.535
853,-6.115,-5.540
854,-6.115,-5.540
855,-6.125,-5.565
856,-6.130,-5.565
857,-6.155,-5.575
858,-6.160,-5.570
859,-6.165,-5.590
860,-6.155,-5.570
861,-6.150,-5.575
862,-6.130,-5.565
863,-6.135,-5.545
864,-6.120,-5.545
865,-6.120,-5.560
866,-6.125,-5.555
867,-6.130,-5.565
868,-6.140,-5.570
869,-6.140,-5.575
870,-6.155,-5.590
871,-6.170,-5.585
872,-6.165,-5.570
873,-6.170,-5.560
874,-6.165,-5.550
875,-6.150,-5.550
876,-6.130,-5.530
877,-6.120,-5.535
878,-6.130,-5.545
879,-6.130,-5.560
880,-6.135,-5.575
881,-6.145,-5.580
882,-6.165,-5.590
883,-6.165,-5.580
884,-6.160,-5.580
885,-6.140,-5.570
886,-6.135,-5.560
887,-6.135,-5.560
888,-6.130,-5.570
889,-6.130,-5.550
890,-6.120,-5.565
891,-6.115,-5.570
892,-6.130,-5.570
893,-6.135,-5.570
894,-6.140,-5.580
895,-6.145,-5.565
896,-6.140,-5.575
897,-6.135,-5.550
898,-6.130,-5.560
899,-6.105,-5.540
900,-6.100,-5.545
901,-6.105,-5.535
902,-6.110,-5.545
903,-6.115,-5.570
904,-6.135,-5.560
905,-6.135,-5.570
906,-6.140,-5.590
907,-6.130,-5.585
908,-6.135,-5.565
909,-6.110,-5.580
910,-6.105,-5.560
911,-6.090,-5.560
912,-6.070,-5.555
913,-6.050,-5.545
914,-6.050,-5.535
915,-6.035,-5.540
916,-6.025,-5.540
917,-6.015,-5.520
918,-5.995,-5.515
919,-5.980,-5.510
920,-5.985,-5.485
921,-5.950,-5.470
922,-5.925,-5.475
923,-5.900,-5.450
924,-5.860,-5.450
925,-5.820,-5.460
926,-5.785,-5.465
927,-5.750,-5.495
928,-5.745,-5.530
929,-5.775,-5.550
930,-5.795,-5.585
931,-5.825,-5.610
932,-5.820,-5.585
933,-5.805,-5.605
934,-5.810,-5.605
935,-5.825,-5.580
936,-5.840,-5.580
937,-5.890,-5.590
938,-5.940,-5.580
939,-6.005,-5.580
940,-6.075,-5.600
941,-6.115,-5.600
942,-6.140,-5.605
943,-6.135,-5.615
944,-6.140,-5.610
945,-6.140,-5.605
946,-6.135,-5.605
947,-6.105,-5.605
948,-6.100,-5.610
949,-6.120,-5.595
950,-6.115,-5.600
951,-6.140,-5.615
952,-6.155,-5.615
953,-6.150,-5.645
954,-6.155,-5.650
955,-6.150,-5.645
956,-6.150,-5.640
957,-6.155,-5.625
958,-6.130,-5.620
959,-6.120,-5.600
960,-6.110,-5.585
961,-6.115,-5.585
962,-6.115,-5.600
963,-6.135,-5.615
964,-6.145,-5.620
965,-6.180,-5.625
966,-6.210,-5.605
967,-6.200,-5.580
968,-6.165,-5.540
969,-6.085,-5.470
970,-5.920,-5.410
971,-5.695,-5.390
972,-5.390,-5.420
973,-5.035,-5.495
974,-4.665,-5.645
975,-4.340,-5.845
976,-4.090,-6.090
977,-3.975,-6.320
978,-3.980,-6.500
979,-4.130,-6.580
980,-4.435,-6.605
981,-4.880,-6.550
982,-5.420,-6.495
983,-5.875,-6.385
984,-6.160,-6.290
985,-6.235,-6.190
986,-6.155,-6.095
987,-6.040,-6.020
988,-5.935,-5.930
989,-5.890,-5.885
990,-5.910,-5.830
991,-5.990,-5.755
992,-6.035,-5.710
993,-6.100,-5.655
994,-6.120,-5.635
995,-6.125,-5.610
996,-6.125,-5.605
997,-6.125,-5.600
998,-6.135,-5.585
999,-6.140,-5.605
1000,-6.160,-5.610
1001,-6.150,-5.595
1002,-6.160,-5.575
1003,-6.180,-5.565
1004,-6.165,-5.545
1005,-6.175,-5.530
1006,-6.165,-5.535
1007,-6.170,-5.520
1008,-6.165,-5.530
1009,-6.150,-5.535
1010,-6.145,-5.545
1011,-6.165,-5.550
1012,-6.175,-5.565
1013,-6.185,-5.555
1014,-6.190,-5.565
1015,-6.180,-5.560
1016,-6.175,-5.540
1017,-6.175,-5.540
1018,-6.170,-5.535
1019,-6.165,-5.530
1020,-6.145,-5.540
1021,-6.165,-5.530
1022,-6.185,-5.550
1023,-6.185,-5.545
1024,-6.180,-5.555
1025,-6.190,-5.555
1026,-6.200,-5.530
1027,-6.190,-5.545
1028,-6.180,-5.530
1029,-6.180,-5.525
1030,-6.175,-5.520
1031,-6.155,-5.515
1032,-6.145,-5.515
1033,-6.150,-5.505
1034,-6.145,-5.535
1035,-6.160,-5.545
1036,-6.155,-5.545
1037,-6.165,-5.545
1038,-6.160,-5.540
1039,-6.145,-5.550
1040,-6.145,-5.540
1041,-6.125,-5.530
1042,-6.130,-5.530
1043,-6.115,-5.510
1044,-6.110,-5.515
1045,-6.105,-5.505
1046,-6.095,-5.525
1047,-6.105,-5.525
1048,-6.105,-5.520
1049,-6.105,-5.520
1050,-6.110,-5.520
1051,-6.090,-5.520
1052,-6.080,-5.500
1053,-6.070,-5.495
1054,-6.035,-5.485
1055,-6.030,-5.470
1056,-6.030,-5.470
1057,-6.005,-5.470
1058,-6.005,-5.480
1059,-6.005,-5.470
1060,-5.995,-5.475
1061,-5.985,-5.480
1062,-5.980,-5.485
1063,-5.970,-5.490
1064,-5.955,-5.475
1065,-5.915,-5.455
1066,-5.905,-5.435
1067,-5.885,-5.440
1068,-5.865,-5.430
1069,-5.840,-5.425
1070,-5.830,-5.435
1071,-5.815,-5.455
1072,-5.810,-5.440
1073,-5.795,-5.475
1074,-5.780,-5.445
1075,-5.770,-5.455
1076,-5.740,-5.465
1077,-5.740,-5.435
1078,-5.695,-5.445
1079,-5.665,-5.435
1080,-5.665,-5.450
1081,-5.655,-5.450
1082,-5.640,-5.465
1083,-5.635,-5.500
1084,-5.630,-5.500
1085,-5.625,-5.510
1086,-5.615,-5.510
1087,-5.605,-5.510
1088,-5.590,-5.515
1089,-5.580,-5.510
1090,-5.575,-5.505
1091,-5.570,-5.490
1092,-5.580,-5.495
1093,-5.600,-5.520
1094,-5.620,-5.530
1095,-5.645,-5.525
1096,-5.670,-5.560
1097,-5.690,-5.560
1098,-5.715,-5.555
1099,-5.735,-5.540
1100,-5.750,-5.535
1101,-5.770,-5.525
1102,-5.795,-5.530
1103,-5.815,-5.520
1104,-5.820,-5.525
1105,-5.860,-5.545
1106,-5.885,-5.545
1107,-5.900,-5.550
1108,-5.930,-5.565
1109,-5.930,-5.565
1110,-5.955,-5.550
1111,-5.960,-5.545
1112,-5.970,-5.540
1113,-5.970,-5.540
1114,-5.960,-5.530
1115,-5.955,-5.530
1116,-5.960,-5.540
1117,-5.970,-5.535
1118,-5.975,-5.545
1119,-5.995,-5.550
1120,-6.015,-5.580
1121,-6.030,-5.570
1122,-6.035,-5.585
1123,-6.035,-5.585
1124,-6.025,-5.565
1125,-6.010,-5.555
1126,-5.990,-5.555
1127,-6.000,-5.550
1128,-6.000,-5.555
1129,-5.995,-5.555
1130,-6.005,-5.555
1131,-6.010,-5.565
1132,-6.000,-5.565
1133,-6.015,-5.575
1134,-6.020,-5.570
1135,-6.015,-5.565
1136,-6.005,-5.560
1137,-5.990,-5.560
1138,-5.980,-5.570
1139,-5.970,-5.545
1140,-5.960,-5.560
1141,-5.970,-5.565
1142,-5.985,-5.585
1143,-5.970,-5.580
1144,-5.980,-5.610
1145,-5.975,-5.605
1146,-5.980,-5.605
1147,-5.980,-5.600
1148,-5.990,-5.590
1149,-5.970,-5.580
